,src,to,weights,weight_rank
1260,resp4908,resp573,0.52,3.0
1261,resp4911,resp3921,0.3,5.0
1262,resp4915,resp2333,0.225,2.0
1263,resp4918,resp3520,0.4,3.0
1264,resp4925,resp1307,0.4,1.0
1265,resp4925,resp3487,0.6,1.0
1266,resp493,resp2302,0.3388235294117647,4.0
1267,resp4932,resp1559,0.035,17.0
1268,resp4933,resp3554,0.4114285714285714,1.0
1269,resp4935,resp2300,0.42,2.0
1270,resp4938,resp3359,0.4,1.0
1271,resp4946,resp3434,0.48,1.0
1272,resp4947,resp3921,0.37894736842105264,4.0
1273,resp4948,resp6113,0.54,1.0
1274,resp495,resp2343,0.27,5.0
1275,resp4966,resp2066,0.5760000000000001,1.0
1276,resp4969,resp2236,0.2223529411764706,5.0
1277,resp4971,resp3448,0.3176470588235294,10.0
1278,resp4972,resp5032,0.5760000000000001,1.0
1279,resp4976,resp1908,0.24,5.0
1280,resp4977,resp1188,0.28800000000000003,5.0
1281,resp4979,resp232,0.09,14.0
1282,resp4985,resp3545,0.09,17.0
1283,resp4987,resp3414,0.08,6.0
1284,resp4988,resp132,0.48,2.0
1285,resp4994,resp283,0.5538461538461538,1.0
1286,resp4997,resp5123,0.04,5.0
1287,resp5,resp494,0.2025,3.0
1288,resp50,resp1796,0.18,1.0
1289,resp5002,resp3434,0.18,2.0
1290,resp5005,resp2475,0.28800000000000003,7.0
1291,resp5007,resp3777,0.4,1.0
1292,resp502,resp2475,0.672,2.0
1293,resp5024,resp1703,0.15750000000000006,5.0
1294,resp5027,resp2420,0.4547368421052632,1.0
1295,resp5030,resp5,0.06545454545454546,5.0
1296,resp5033,resp5924,0.384,1.0
1297,resp5035,resp232,0.12857142857142856,12.0
1298,resp5037,resp2236,0.4,3.0
1299,resp5043,resp2856,0.405,2.0
1300,resp5047,resp4298,0.6,1.0
1301,resp5048,resp4169,0.12,7.0
1302,resp5049,resp5481,0.45,5.0
1303,resp5050,resp143,0.12705882352941175,2.0
1304,resp5051,resp3797,0.24,3.0
1305,resp5053,resp4823,0.6,1.0
1306,resp5060,resp1349,0.48,4.0
1307,resp5061,resp2236,0.162,6.0
1308,resp5062,resp5970,0.07200000000000001,7.0
1309,resp5067,resp2532,0.06285714285714286,4.0
1310,resp5067,resp4923,0.18857142857142856,3.0
1311,resp507,resp573,0.5,4.0
1312,resp5072,resp1772,0.1878260869565217,3.0
1313,resp5077,resp2915,0.24,4.0
1314,resp5083,resp4571,0.06461538461538463,15.0
1315,resp5087,resp35,0.21600000000000005,7.0
1316,resp5088,resp132,0.384,3.0
1317,resp5105,resp947,0.13090909090909092,5.0
1318,resp5108,resp1371,0.42857142857142855,2.0
1319,resp5112,resp5083,0.12,3.0
1320,resp5124,resp4308,0.32,7.0
1321,resp5138,resp35,0.48,3.0
1322,resp5139,resp3756,0.27,8.0
1323,resp5140,resp1349,0.43200000000000005,5.0
1324,resp5142,resp5787,0.12,5.0
1325,resp5145,resp2885,0.21333333333333326,6.0
1326,resp5148,resp4571,0.19384615384615386,10.0
1327,resp5149,resp91,0.1705263157894737,6.0
1328,resp515,resp4571,0.12,12.0
1329,resp5153,resp1701,0.6499999999999999,1.0
1330,resp5154,resp2128,0.09,11.0
1331,resp5158,resp3493,0.4,1.0
1332,resp5163,resp2950,0.28,6.0
1333,resp5169,resp488,0.43200000000000005,3.0
1334,resp5171,resp3061,0.12,1.0
1335,resp5180,resp848,0.15,3.0
1336,resp5181,resp1334,0.18,1.0
1337,resp5182,resp2834,0.48,3.0
1338,resp5186,resp5810,0.19636363636363635,3.0
1339,resp5186,resp5953,0.3490909090909091,3.0
1340,resp5187,resp3797,0.4363636363636363,2.0
1341,resp5193,resp930,0.6,1.0
1342,resp5194,resp373,0.6,1.0
1343,resp5194,resp5955,0.6,1.0
1344,resp5199,resp1204,0.5890909090909089,1.0
1345,resp5201,resp4166,0.43200000000000005,1.0
1346,resp5206,resp2948,0.2290909090909091,1.0
1347,resp5206,resp5810,0.2290909090909091,2.0
1348,resp5209,resp4935,0.4363636363636363,7.0
1349,resp521,resp2373,0.5760000000000001,3.0
1350,resp5213,resp4809,0.64,1.0
1351,resp5220,resp553,0.36,2.0
1352,resp5227,resp2567,0.06666666666666668,5.0
1353,resp5232,resp6038,0.3428571428571429,3.0
1354,resp5234,resp2887,0.08,1.0
1355,resp5236,resp3545,0.2492307692307693,12.0
1356,resp5237,resp4571,0.15,11.0
1357,resp5239,resp5618,0.324,6.0
1358,resp5243,resp3978,0.36,1.0
1359,resp5244,resp4774,0.12,11.0
1360,resp5245,resp999,0.18,1.0
1361,resp5246,resp4704,0.07,5.0
1362,resp5247,resp3259,0.384,6.0
1363,resp5258,resp91,0.04941176470588236,10.0
1364,resp5261,resp3520,0.18,6.0
1365,resp5267,resp5617,0.72,1.0
1366,resp527,resp2017,0.5760000000000001,1.0
1367,resp5274,resp1642,0.27,1.0
1368,resp5274,resp4483,0.06,6.0
1369,resp5278,resp1071,0.042857142857142864,4.0
1370,resp5284,resp514,0.24,2.0
1371,resp5285,resp1841,0.3692307692307693,2.0
1372,resp5289,resp6098,0.28,4.0
1373,resp5292,resp4935,0.15,20.0
1374,resp5295,resp232,0.225,8.0
1375,resp5298,resp2816,0.3428571428571429,2.0
1376,resp53,resp6078,0.21600000000000005,4.0
1377,resp5303,resp1204,0.54,2.0
1378,resp5304,resp5850,0.2,3.0
1379,resp5310,resp4935,0.32,12.0
1380,resp5312,resp742,0.18,4.0
1381,resp5314,resp3545,0.07636363636363636,18.0
1382,resp5315,resp213,0.07714285714285714,7.0
1383,resp5321,resp3613,0.36,4.0
1384,resp5323,resp4809,0.27,5.0
1385,resp5329,resp1183,0.4666666666666666,1.0
1386,resp533,resp3608,0.07,11.0
1387,resp5333,resp3545,0.06,19.0
1388,resp534,resp1121,0.54,2.0
1389,resp5340,resp169,0.24,7.0
1390,resp5340,resp2532,0.24,3.0
1391,resp5345,resp4799,0.4430769230769231,4.0
1392,resp5346,resp5941,0.2945454545454545,6.0
1393,resp5351,resp6061,0.24,1.0
1394,resp5357,resp2039,0.36,4.0
1395,resp5359,resp283,0.3927272727272727,3.0
1396,resp536,resp597,0.12,4.0
1397,resp5360,resp4761,0.05,5.0
1398,resp5362,resp2950,0.06545454545454546,14.0
1399,resp5365,resp4206,0.21,2.0
1400,resp5365,resp5047,0.3733333333333333,3.0
1401,resp5366,resp3972,0.20769230769230768,2.0
1402,resp5368,resp4181,0.045,8.0
1403,resp538,resp4812,0.08,12.0
1404,resp5380,resp3595,0.1718181818181818,6.0
1405,resp5384,resp213,0.06,8.0
1406,resp5385,resp4214,0.5538461538461539,2.0
1407,resp5400,resp3797,0.18,4.0
1408,resp5400,resp4181,0.4,2.0
1409,resp5404,resp5788,0.5,2.0
1410,resp5407,resp4812,0.12,10.0
1411,resp5408,resp947,0.3,2.0
1412,resp5409,resp4935,0.06,22.0
1413,resp541,resp4326,0.16500000000000006,4.0
1414,resp5410,resp2983,0.5236363636363636,2.0
1415,resp5415,resp35,0.43200000000000005,4.0
1416,resp5417,resp132,0.08,8.0
1417,resp5418,resp4372,0.3,2.0
1418,resp5422,resp3756,0.03529411764705883,14.0
1419,resp5424,resp213,0.04421052631578948,10.0
1420,resp5426,resp6095,0.04,1.0
1421,resp5427,resp3356,0.48,2.0
1422,resp5427,resp3494,0.5760000000000001,1.0
1423,resp5428,resp4684,0.29538461538461536,1.0
1424,resp543,resp1349,0.6109090909090908,2.0
1425,resp5432,resp750,0.24,1.0
1426,resp5434,resp3545,0.4042105263157895,7.0
1427,resp5444,resp4774,0.05,14.0
1428,resp545,resp1164,0.72,1.0
1429,resp5464,resp5267,0.6,2.0
1430,resp5465,resp4169,0.525,1.0
1431,resp547,resp1908,0.048,9.0
1432,resp5470,resp213,0.10285714285714287,5.0
1433,resp5471,resp1214,0.5142857142857142,1.0
1434,resp5472,resp2696,0.18,4.0
1435,resp5484,resp1534,0.3927272727272727,1.0
1436,resp5487,resp195,0.2742857142857143,3.0
1437,resp549,resp3608,0.384,5.0
1438,resp5492,resp1396,0.04235294117647058,2.0
1439,resp5500,resp2343,0.7999999999999999,1.0
1440,resp5500,resp4801,0.08,4.0
1441,resp5517,resp5913,0.5634782608695653,3.0
1442,resp5519,resp2584,0.2,4.0
1443,resp5522,resp4169,0.18,3.0
1444,resp5523,resp1188,0.2925,4.0
1445,resp5523,resp5965,0.195,4.0
1446,resp5529,resp11,0.24,11.0
1447,resp5531,resp346,0.6545454545454547,1.0
1448,resp5533,resp4372,0.14400000000000002,5.0
1449,resp5534,resp2824,0.21600000000000005,2.0
1450,resp5535,resp1188,0.24,6.0
1451,resp5537,resp4774,0.4114285714285714,4.0
1452,resp5541,resp664,0.72,1.0
1453,resp5542,resp1214,0.36,2.0
1454,resp5545,resp2804,0.36,2.0
1455,resp5548,resp5541,0.24,1.0
1456,resp5556,resp2696,0.42,1.0
1457,resp5558,resp1477,0.18,4.0
1458,resp5564,resp3756,0.3,7.0
1459,resp5567,resp5970,0.051428571428571435,8.0
1460,resp5571,resp4483,0.18,5.0
1461,resp5578,resp3545,0.135,15.0
1462,resp5581,resp930,0.15999999999999998,6.0
1463,resp5582,resp1153,0.03,3.0
1464,resp5583,resp1559,0.05538461538461538,14.0
1465,resp5584,resp469,0.4547368421052631,1.0
1466,resp5588,resp1411,0.6,1.0
1467,resp559,resp5526,0.24,1.0
1468,resp5593,resp5484,0.4571428571428571,3.0
1469,resp5596,resp5822,0.6,1.0
1470,resp5607,resp5787,0.24,4.0
1471,resp5608,resp5618,0.54,4.0
1472,resp5609,resp5941,0.27,7.0
1473,resp561,resp3159,0.18,7.0
1474,resp5613,resp410,0.19285714285714284,6.0
1475,resp5617,resp4571,0.54,1.0
1476,resp5618,resp1188,0.48,3.0
1477,resp5621,resp1814,0.075,3.0
1478,resp5623,resp5526,0.04615384615384615,2.0
1479,resp5624,resp742,0.36,3.0
1480,resp5625,resp3219,0.32,1.0
1481,resp5625,resp3910,0.12,1.0
1482,resp5626,resp5584,0.672,2.0
1483,resp5629,resp3182,0.256,1.0
1484,resp563,resp1349,0.5760000000000001,3.0
1485,resp5639,resp2859,0.3085714285714285,3.0
1486,resp5646,resp1379,0.43200000000000005,1.0
1487,resp565,resp1559,0.048,15.0
1488,resp5652,resp2039,0.096,8.0
1489,resp5655,resp4935,0.4,9.0
1490,resp566,resp213,0.384,1.0
1491,resp5662,resp2128,0.14400000000000002,8.0
1492,resp5664,resp903,0.7578947368421053,1.0
1493,resp5666,resp5584,0.72,1.0
1494,resp5671,resp4812,0.3490909090909091,5.0
1495,resp5675,resp3545,0.54,4.0
1496,resp5678,resp2890,0.07200000000000001,6.0
1497,resp5681,resp2950,0.05,18.0
1498,resp5684,resp232,0.2492307692307693,5.0
1499,resp5688,resp929,0.324,1.0
1500,resp5690,resp4761,0.20769230769230768,3.0
1501,resp5695,resp2890,0.4199999999999999,1.0
1502,resp5698,resp2659,0.336,6.0
1503,resp5700,resp5731,0.3857142857142857,4.0
1504,resp5704,resp4704,0.105,4.0
1505,resp5707,resp2696,0.3,2.0
1506,resp5707,resp3978,0.3,2.0
1507,resp5707,resp460,0.3,1.0
1508,resp571,resp2885,0.6,2.0
1509,resp5710,resp3595,0.105,8.0
1510,resp5712,resp5427,0.5142857142857142,3.0
1511,resp5714,resp4230,0.108,6.0
1512,resp572,resp6038,0.3323076923076923,4.0
1513,resp5723,resp11,0.24,11.0
1514,resp5724,resp3488,0.04,3.0
1515,resp5727,resp4571,0.225,7.0
1516,resp574,resp5787,0.24,4.0
1517,resp5744,resp4308,0.12,8.0
1518,resp5748,resp11,0.54,2.0
1519,resp5750,resp5535,0.384,3.0
1520,resp5761,resp1656,0.3333333333333333,1.0
1521,resp5761,resp5579,0.1,1.0
1522,resp5762,resp3448,0.4,5.0
1523,resp5764,resp474,0.2504347826086956,4.0
1524,resp5772,resp2056,0.0981818181818182,2.0
1525,resp5773,resp2236,0.12,7.0
1526,resp5784,resp5083,0.2742857142857143,1.0
1527,resp5785,resp2543,0.3428571428571429,3.0
1528,resp5787,resp3562,0.4,1.0
1529,resp5789,resp413,0.162,4.0
1530,resp5790,resp232,0.2025,9.0
1531,resp5792,resp2954,0.04,16.0
1532,resp5797,resp1349,0.12,6.0
1533,resp5797,resp2856,0.4,3.0
1534,resp5800,resp4935,0.3150000000000001,13.0
1535,resp5816,resp4801,0.24,3.0
1536,resp5817,resp4812,0.3490909090909091,5.0
1537,resp5818,resp5083,0.24,2.0
1538,resp5820,resp2834,0.5,2.0
1539,resp5826,resp5523,0.4695652173913044,2.0
1540,resp5827,resp1703,0.5760000000000001,1.0
1541,resp5830,resp2475,0.672,2.0
1542,resp5830,resp4643,0.056,12.0
1543,resp5831,resp608,0.21,2.0
1544,resp5835,resp235,0.6545454545454547,1.0
1545,resp5838,resp965,0.4421052631578947,2.0
1546,resp5839,resp2072,0.09,6.0
1547,resp5845,resp5584,0.225,5.0
1548,resp5846,resp1534,0.3333333333333333,2.0
1549,resp5847,resp4230,0.6,1.0
1550,resp5848,resp2659,0.5142857142857142,2.0
1551,resp5850,resp689,0.55,2.0
1552,resp5855,resp3989,0.075,4.0
1553,resp5856,resp4812,0.2945454545454545,6.0
1554,resp5858,resp2373,0.45,7.0
1555,resp5864,resp5267,0.21600000000000005,8.0
1556,resp5865,resp1697,0.2025,1.0
1557,resp587,resp5970,0.24545454545454545,4.0
1558,resp5873,resp3006,0.6666666666666666,1.0
1559,resp5874,resp4657,0.06,6.0
1560,resp5876,resp4812,0.07,13.0
1561,resp5879,resp2543,0.43200000000000005,1.0
1562,resp5883,resp514,0.24,2.0
1563,resp5884,resp5617,0.035,3.0
1564,resp5886,resp195,0.3,2.0
1565,resp5888,resp2047,0.63,2.0
1566,resp5888,resp5657,0.15750000000000006,3.0
1567,resp5889,resp5846,0.375,5.0
1568,resp589,resp3194,0.72,1.0
1569,resp5894,resp1965,0.4114285714285714,1.0
1570,resp5894,resp3400,0.3428571428571429,1.0
1571,resp5896,resp3640,0.42,1.0
1572,resp5896,resp4417,0.35000000000000003,4.0
1573,resp5896,resp930,0.105,8.0
1574,resp5897,resp2039,0.5538461538461538,2.0
1575,resp5898,resp5618,0.24,7.0
1576,resp5910,resp3595,0.4400000000000001,2.0
1577,resp5913,resp1534,0.19636363636363635,3.0
1578,resp5919,resp4088,0.19636363636363635,1.0
1579,resp5924,resp1376,0.12,7.0
1580,resp5925,resp1379,0.052500000000000005,8.0
1581,resp5932,resp3977,0.04235294117647058,1.0
1582,resp5934,resp4724,0.135,1.0
1583,resp5935,resp4230,0.4,2.0
1584,resp5936,resp4823,0.384,4.0
1585,resp5941,resp2339,0.18,3.0
1586,resp5941,resp494,0.48,1.0
1587,resp5942,resp4261,0.12,4.0
1588,resp5945,resp2885,0.48,3.0
1589,resp5952,resp4871,0.384,2.0
1590,resp5954,resp3259,0.21600000000000005,8.0
1591,resp5957,resp3752,0.5485714285714286,3.0
1592,resp5963,resp2950,0.04363636363636364,20.0
1593,resp5965,resp1701,0.16941176470588235,3.0
1594,resp5975,resp3328,0.048,1.0
1595,resp5977,resp5965,0.4,1.0
1596,resp5980,resp608,0.0825,4.0
1597,resp5982,resp5022,0.1,4.0
1598,resp5983,resp1559,0.08,12.0
1599,resp5984,resp5298,0.32,6.0
1600,resp5988,resp5747,0.26181818181818184,1.0
1601,resp5994,resp5905,0.3272727272727273,1.0
1602,resp5995,resp999,0.12,2.0
1603,resp5996,resp3972,0.6171428571428571,1.0
1604,resp6004,resp4759,0.324,3.0
1605,resp6006,resp4181,0.3,3.0
1606,resp6009,resp2249,0.48,4.0
1607,resp6010,resp1204,0.5142857142857142,3.0
1608,resp6012,resp3427,0.10285714285714287,1.0
1609,resp6013,resp6257,0.24,3.0
1610,resp6020,resp1371,0.24,4.0
1611,resp6027,resp2047,0.64,1.0
1612,resp6028,resp4308,0.6,2.0
1613,resp6034,resp5944,0.18,6.0
1614,resp6039,resp4823,0.12,5.0
1615,resp6041,resp1355,0.135,2.0
1616,resp6047,resp5486,0.6545454545454547,1.0
1617,resp6049,resp1944,0.24,3.0
1618,resp6053,resp4643,0.4266666666666665,5.0
1619,resp6059,resp2885,0.36,5.0
1620,resp6059,resp5298,0.36,4.0
1621,resp606,resp903,0.2025,4.0
1622,resp6060,resp5953,0.18,4.0
1623,resp6064,resp3545,0.36,8.0
1624,resp6068,resp4261,0.3428571428571429,3.0
1625,resp6076,resp1908,0.2742857142857143,3.0
1626,resp6079,resp4181,0.056,7.0
1627,resp6081,resp3545,0.27,10.0
1628,resp6084,resp2950,0.16615384615384615,8.0
1629,resp6087,resp4643,0.4266666666666665,5.0
1630,resp6088,resp3549,0.56,1.0
1631,resp6089,resp1252,0.192,2.0
1632,resp609,resp473,0.48,1.0
1633,resp6091,resp213,0.135,4.0
1634,resp6096,resp4643,0.07636363636363636,9.0
1635,resp61,resp3613,0.6,1.0
1636,resp6107,resp1687,0.5599999999999999,2.0
1637,resp6108,resp2055,0.54,1.0
1638,resp6108,resp5586,0.054000000000000006,1.0
1639,resp6115,resp232,0.36,3.0
1640,resp6119,resp1376,0.048,15.0
1641,resp612,resp346,0.5454545454545454,2.0
1642,resp6123,resp5588,0.055000000000000014,5.0
1643,resp6125,resp466,0.27,3.0
1644,resp6126,resp5481,0.6063157894736841,3.0
1645,resp613,resp5846,0.4114285714285714,4.0
1646,resp6130,resp2378,0.27,7.0
1647,resp6131,resp5941,0.48,3.0
1648,resp6133,resp232,0.18,10.0
1649,resp6135,resp4812,0.48,2.0
1650,resp6144,resp965,0.43200000000000005,3.0
1651,resp6148,resp3989,0.18,2.0
1652,resp6157,resp5484,0.07,12.0
1653,resp6158,resp3448,0.135,15.0
1654,resp6159,resp3,0.06461538461538463,4.0
1655,resp617,resp1224,0.384,1.0
1656,resp6171,resp5788,0.18,9.0
1657,resp6173,resp5788,0.4363636363636363,4.0
1658,resp6174,resp91,0.27,3.0
1659,resp6178,resp4912,0.2290909090909091,1.0
1660,resp618,resp5588,0.135,2.0
1661,resp6184,resp4774,0.2945454545454545,8.0
1662,resp6185,resp930,0.20571428571428574,5.0
1663,resp6191,resp3448,0.35000000000000003,8.0
1664,resp6191,resp6113,0.42,3.0
1665,resp6199,resp3756,0.048,13.0
1666,resp6200,resp573,0.54,2.0
1667,resp6202,resp4169,0.18,3.0
1668,resp6204,resp3414,0.04,7.0
1669,resp6206,resp5267,0.3,6.0
1670,resp6214,resp132,0.28,6.0
1671,resp6218,resp1908,0.2742857142857143,3.0
1672,resp6219,resp5944,0.384,2.0
1673,resp6220,resp1147,0.45,3.0
1674,resp6220,resp1210,0.045,4.0
1675,resp6222,resp2834,0.18,7.0
1676,resp6227,resp1559,0.15,10.0
1677,resp6229,resp4654,0.2025,4.0
1678,resp6232,resp1703,0.384,2.0
1679,resp6234,resp4214,0.07714285714285714,11.0
1680,resp6238,resp4452,0.27,2.0
1681,resp6242,resp2343,0.45,3.0
1682,resp6244,resp35,0.3428571428571429,6.0
1683,resp6248,resp5873,0.32,2.0
1684,resp625,resp742,0.3733333333333333,1.0
1685,resp6252,resp5731,0.6063157894736841,1.0
1686,resp6255,resp2950,0.045,19.0
1687,resp6257,resp534,0.14400000000000002,3.0
1688,resp6266,resp4654,0.24,3.0
1689,resp6272,resp1400,0.27,1.0
1690,resp6282,resp6174,0.24,1.0
1691,resp631,resp2039,0.24,6.0
1692,resp633,resp3705,0.48,1.0
1693,resp634,resp2856,0.04615384615384615,5.0
1694,resp634,resp413,0.4615384615384615,2.0
1695,resp636,resp4812,0.6,1.0
1696,resp638,resp232,0.24,7.0
1697,resp640,resp903,0.384,3.0
1698,resp644,resp5541,0.15750000000000006,2.0
1699,resp65,resp4190,0.6109090909090908,1.0
1700,resp652,resp232,0.2475,6.0
1701,resp653,resp514,0.05,7.0
1702,resp655,resp91,0.28800000000000003,2.0
1703,resp658,resp132,0.3085714285714285,4.0
1704,resp659,resp2950,0.07,13.0
1705,resp660,resp5588,0.105,3.0
1706,resp661,resp2562,0.14400000000000002,8.0
1707,resp671,resp4759,0.048,4.0
1708,resp675,resp553,0.18,4.0
1709,resp676,resp2128,0.056,12.0
1710,resp677,resp4372,0.35000000000000003,1.0
1711,resp680,resp4800,0.03692307692307692,3.0
1712,resp681,resp5977,0.72,1.0
1713,resp682,resp2545,0.4,2.0
1714,resp688,resp2696,0.07764705882352943,5.0
1715,resp688,resp460,0.23294117647058826,3.0
1716,resp689,resp2461,0.2557894736842105,3.0
1717,resp689,resp3447,0.05684210526315789,4.0
1718,resp689,resp6009,0.6821052631578947,1.0
1719,resp690,resp4789,0.3733333333333333,2.0
1720,resp695,resp2950,0.135,11.0
1721,resp698,resp5977,0.18,3.0
1722,resp699,resp1376,0.225,3.0
1723,resp700,resp1385,0.5,2.0
1724,resp709,resp553,0.3,3.0
1725,resp71,resp947,0.11076923076923076,6.0
1726,resp715,resp4935,0.384,10.0
1727,resp716,resp4298,0.384,2.0
1728,resp719,resp5731,0.3085714285714285,5.0
1729,resp723,resp1594,0.45,1.0
1730,resp725,resp413,0.3,3.0
1731,resp730,resp2979,0.384,2.0
1732,resp742,resp3752,0.7854545454545454,2.0
1733,resp743,resp1379,0.36,2.0
1734,resp747,resp5913,0.2907692307692308,6.0
1735,resp748,resp1124,0.6,1.0
1736,resp749,resp2373,0.36,10.0
1737,resp753,resp2562,0.4447058823529412,2.0
1738,resp754,resp4330,0.10285714285714287,3.0
1739,resp754,resp828,0.10285714285714287,5.0
1740,resp755,resp965,0.12,6.0
1741,resp756,resp5410,0.3,1.0
1742,resp759,resp4541,0.24,2.0
1743,resp761,resp2903,0.27,5.0
1744,resp762,resp5787,0.24,4.0
1745,resp764,resp1371,0.3323076923076924,3.0
1746,resp766,resp3159,0.4114285714285714,3.0
1747,resp766,resp5523,0.5142857142857142,1.0
1748,resp772,resp144,0.42,1.0
1749,resp772,resp2056,0.42,1.0
1750,resp776,resp3955,0.5454545454545454,1.0
1751,resp784,resp4417,0.2742857142857143,5.0
1752,resp784,resp737,0.2742857142857143,2.0
1753,resp788,resp5484,0.448,4.0
1754,resp797,resp4571,0.052500000000000005,18.0
1755,resp800,resp213,0.27,2.0
1756,resp804,resp3892,0.6,1.0
1757,resp805,resp1222,0.05,1.0
1758,resp808,resp4923,0.06545454545454546,4.0
1759,resp811,resp4774,0.075,12.0
1760,resp812,resp3259,0.64,2.0
1761,resp817,resp3448,0.08,18.0
1762,resp819,resp3989,0.05,9.0
1763,resp822,resp2649,0.15999999999999998,4.0
1764,resp824,resp2567,0.135,4.0
1765,resp825,resp132,0.48,2.0
1766,resp826,resp2373,0.6109090909090908,2.0
1767,resp828,resp1723,0.06,6.0
1768,resp828,resp2558,0.27,2.0
1769,resp83,resp5484,0.18,10.0
1770,resp831,resp2373,0.45,7.0
1771,resp832,resp1204,0.48,4.0
1772,resp834,resp2128,0.4,3.0
1773,resp837,resp2659,0.3085714285714285,7.0
1774,resp843,resp410,0.252,5.0
1775,resp845,resp11,0.3818181818181817,8.0
1776,resp847,resp2480,0.448,2.0
1777,resp851,resp2859,0.36,2.0
1778,resp851,resp5388,0.135,1.0
1779,resp852,resp3182,0.12,2.0
1780,resp855,resp1396,0.21600000000000005,1.0
1781,resp856,resp1944,0.2,4.0
1782,resp858,resp3545,0.045,20.0
1783,resp860,resp2903,0.21600000000000005,6.0
1784,resp864,resp514,0.135,4.0
1785,resp871,resp4166,0.12,6.0
1786,resp872,resp2950,0.12,12.0
1787,resp875,resp4799,0.06285714285714286,5.0
1788,resp876,resp5047,0.48,2.0
1789,resp884,resp5298,0.48,3.0
1790,resp885,resp2759,0.4114285714285714,1.0
1791,resp890,resp5731,0.1705263157894737,8.0
1792,resp92,resp2264,0.24,3.0
1793,resp925,resp4643,0.5052631578947369,3.0
1794,resp926,resp3781,0.045,6.0
1795,resp930,resp4915,0.4,1.0
1796,resp933,resp143,0.04421052631578948,4.0
1797,resp934,resp1477,0.32,3.0
1798,resp938,resp1542,0.6666666666666666,1.0
1799,resp954,resp3520,0.6545454545454547,1.0
1800,resp959,resp4214,0.48,3.0
1801,resp96,resp1376,0.4114285714285714,2.0
1802,resp962,resp4049,0.28800000000000003,5.0
1803,resp964,resp2250,0.19636363636363635,3.0
1804,resp965,resp4571,0.21,8.0
1805,resp971,resp4230,0.24,4.0
1806,resp973,resp2903,0.18,8.0
1807,resp979,resp3414,0.6666666666666666,1.0
1808,resp98,resp2562,0.048,13.0
1809,resp982,resp6098,0.4430769230769231,3.0
1810,resp987,resp4266,0.48,2.0
1811,resp989,resp5181,0.095,2.0
1812,resp99,resp5584,0.5714285714285714,3.0
1813,resp993,resp3545,0.27,10.0
1814,resp998,resp91,0.1,9.0
1815,resp999,resp1376,0.14400000000000002,6.0
