uid,function,hierarchy,region,operation
resp1747,üzlet,E,országos szintű,Végrehajtás
resp1748,logisztika,E,országos szintű,Szolgáltatás
resp1749,logisztika,E,országos szintű,Végrehajtás
resp1750,üzlet,E,keleti régió,Végrehajtás
resp1751,gazdálkodás,E,országos szintű,Szolgáltatás
resp1752,biztonság,E,országos szintű,Társaságirányítás
resp1753,logisztika,E,országos szintű,Végrehajtás
resp1754,üzlet,E,nyugati régió,Végrehajtás
resp1755,üzlet,E,országos szintű,Üzleti irányítás
resp1756,üzlet,E,keleti régió,Végrehajtás
resp1757,üzlet,E,országos szintű,Szolgáltatás
resp1758,hálózat,TL,nyugati régió,Végrehajtás
resp1759,logisztika,E,országos szintű,Végrehajtás
resp1760,IT,E,országos szintű,Szolgáltatás
resp1761,IT,E,országos szintű,Szolgáltatás
resp1762,hálózat,MM,központi régió,Végrehajtás
resp1763,IT,E,országos szintű,Szolgáltatás
resp1764,hálózat,MM,központi régió,Végrehajtás
resp1765,hálózat,E,országos szintű,Üzleti irányítás
resp1766,logisztika,E,országos szintű,Végrehajtás
resp1767,gazdálkodás,E,országos szintű,Társaságirányítás
resp1768,gazdálkodás,E,központi régió,Végrehajtás
resp1769,logisztika,E,országos szintű,Végrehajtás
resp1770,hálózat,MM,nyugati régió,Végrehajtás
resp1771,logisztika,E,országos szintű,Végrehajtás
resp1772,logisztika,TL,országos szintű,Üzleti irányítás
resp1773,üzlet,E,országos szintű,Szolgáltatás
resp1774,IT,E,országos szintű,Szolgáltatás
resp1775,hálózat,TL,nyugati régió,Végrehajtás
resp1776,gazdálkodás,E,országos szintű,Társaságirányítás
resp1777,logisztika,E,országos szintű,Végrehajtás
resp1778,hálózat,TL,központi régió,Végrehajtás
resp1779,hálózat,E,keleti régió,Üzleti irányítás
resp1780,hálózat,TL,keleti régió,Végrehajtás
resp1781,ellenőrzés,E,országos szintű,Társaságirányítás
resp1782,ellenőrzés,E,központi régió,Üzleti irányítás
resp1783,hálózat,TL,központi régió,Végrehajtás
resp1784,logisztika,E,országos szintű,Végrehajtás
resp1785,üzlet,E,országos szintű,Üzleti irányítás
resp1786,hálózat,E,központi régió,Üzleti irányítás
resp1787,üzlet,E,országos szintű,Végrehajtás
resp1788,hálózat,TL,nyugati régió,Végrehajtás
resp1789,logisztika,E,nyugati régió,Végrehajtás
resp1790,hálózat,TL,nyugati régió,Végrehajtás
resp1791,HR,E,keleti régió,Szolgáltatás
resp1792,üzlet,E,országos szintű,Végrehajtás
resp1793,üzlet,E,országos szintű,Üzleti irányítás
resp1794,IT,E,országos szintű,Szolgáltatás
resp1795,ellenőrzés,E,országos szintű,Társaságirányítás
resp1796,hálózat,MM,keleti régió,Végrehajtás
resp1797,gazdálkodás,E,keleti régió,Végrehajtás
resp1798,logisztika,E,nyugati régió,Végrehajtás
resp1799,logisztika,E,keleti régió,Végrehajtás
resp1800,logisztika,TL,keleti régió,Végrehajtás
resp1801,hálózat,TL,központi régió,Végrehajtás
resp1802,gazdálkodás,E,országos szintű,Szolgáltatás
resp1803,üzlet,E,országos szintű,Végrehajtás
resp1804,IT,TL,nyugati régió,Szolgáltatás
resp1805,logisztika,E,nyugati régió,Üzleti irányítás
resp1806,üzlet,E,központi régió,Végrehajtás
resp1807,hálózat,TL,nyugati régió,Végrehajtás
resp1808,hálózat,TL,nyugati régió,Végrehajtás
resp1809,logisztika,E,központi régió,Végrehajtás
resp1810,gazdálkodás,E,keleti régió,Végrehajtás
resp1811,hálózat,MM,központi régió,Végrehajtás
resp1812,HR,E,központi régió,Végrehajtás
resp1813,logisztika,E,keleti régió,Üzleti irányítás
resp1814,ellenőrzés,TL,keleti régió,Üzleti irányítás
resp1815,üzlet,E,országos szintű,Szolgáltatás
resp1816,hálózat,TL,központi régió,Végrehajtás
resp1817,hálózat,TL,központi régió,Végrehajtás
resp1818,hálózat,TL,keleti régió,Végrehajtás
resp1819,üzlet,E,országos szintű,Üzleti irányítás
resp1820,hálózat,TL,nyugati régió,Végrehajtás
resp1821,törzskari,E,országos szintű,Szolgáltatás
resp1822,hálózat,TL,keleti régió,Végrehajtás
resp1823,gazdálkodás,E,országos szintű,Társaságirányítás
resp1824,hálózat,TL,nyugati régió,Végrehajtás
resp1825,hálózat,E,központi régió,Üzleti irányítás
resp1826,hálózat,TL,keleti régió,Végrehajtás
resp1827,gazdálkodás,E,országos szintű,Társaságirányítás
resp1828,üzlet,E,országos szintű,Végrehajtás
resp1829,üzlet,E,országos szintű,Üzleti irányítás
resp1830,üzlet,E,országos szintű,Üzleti irányítás
resp1831,gazdálkodás,E,országos szintű,Szolgáltatás
resp1832,HR,E,országos szintű,Társaságirányítás
resp1833,IT,E,országos szintű,Szolgáltatás
resp1834,üzlet,E,országos szintű,Üzleti irányítás
resp1835,logisztika,E,országos szintű,Végrehajtás
resp1836,logisztika,E,országos szintű,Végrehajtás
resp1837,gazdálkodás,E,keleti régió,Szolgáltatás
resp1838,üzlet,E,országos szintű,Végrehajtás
resp1839,logisztika,E,országos szintű,Végrehajtás
resp1840,logisztika,E,keleti régió,Végrehajtás
resp1841,üzlet,MM,országos szintű,Végrehajtás
resp1842,HR,E,központi régió,Szolgáltatás
resp1843,üzlet,E,központi régió,Végrehajtás
resp1844,üzlet,E,országos szintű,Szolgáltatás
resp1845,logisztika,E,központi régió,Végrehajtás
resp1846,hálózat,TL,keleti régió,Végrehajtás
resp1847,hálózat,TL,központi régió,Végrehajtás
resp1848,hálózat,MM,nyugati régió,Végrehajtás
resp1849,hálózat,TL,központi régió,Végrehajtás
resp1850,hálózat,TL,központi régió,Végrehajtás
resp1851,hálózat,E,nyugati régió,Üzleti irányítás
resp1852,üzlet,E,országos szintű,Üzleti irányítás
resp1853,gazdálkodás,E,országos szintű,Szolgáltatás
resp1854,gazdálkodás,E,központi régió,Szolgáltatás
resp1855,üzlet,E,országos szintű,Üzleti irányítás
resp1856,hálózat,TL,központi régió,Végrehajtás
resp1857,hálózat,TL,központi régió,Végrehajtás
resp1858,hálózat,TL,nyugati régió,Végrehajtás
resp1859,törzskari,E,országos szintű,Szolgáltatás
resp1860,ellenőrzés,E,országos szintű,Társaságirányítás
resp1861,HR,E,országos szintű,Társaságirányítás
resp1862,hálózat,TL,központi régió,Végrehajtás
resp1863,hálózat,TL,nyugati régió,Végrehajtás
resp1864,IT,E,országos szintű,Szolgáltatás
resp1865,üzlet,E,országos szintű,Üzleti irányítás
resp1866,hálózat,MM,keleti régió,Végrehajtás
resp1867,logisztika,E,keleti régió,Végrehajtás
resp1868,ellenőrzés,E,központi régió,Üzleti irányítás
resp1869,üzlet,E,keleti régió,Végrehajtás
resp1870,logisztika,E,nyugati régió,Végrehajtás
resp1871,üzlet,E,országos szintű,Üzleti irányítás
resp1872,hálózat,TL,keleti régió,Végrehajtás
resp1873,üzlet,E,országos szintű,Végrehajtás
resp1874,logisztika,E,országos szintű,Végrehajtás
resp1875,üzlet,E,keleti régió,Végrehajtás
resp1876,logisztika,E,országos szintű,Szolgáltatás
resp1877,gazdálkodás,E,keleti régió,Végrehajtás
resp1878,hálózat,TL,keleti régió,Végrehajtás
resp1879,hálózat,MM,keleti régió,Végrehajtás
resp1880,hálózat,TL,keleti régió,Végrehajtás
resp1881,logisztika,E,országos szintű,Végrehajtás
resp1882,hálózat,E,keleti régió,Üzleti irányítás
resp1883,gazdálkodás,E,országos szintű,Szolgáltatás
resp1884,IT,E,országos szintű,Szolgáltatás
resp1885,hálózat,TL,keleti régió,Végrehajtás
resp1886,HR,E,nyugati régió,Szolgáltatás
resp1887,gazdálkodás,E,országos szintű,Társaságirányítás
resp1888,üzlet,E,országos szintű,Végrehajtás
resp1889,üzlet,E,országos szintű,Üzleti irányítás
resp1890,logisztika,E,központi régió,Végrehajtás
resp1891,gazdálkodás,E,országos szintű,Szolgáltatás
resp1892,törzskari,E,országos szintű,Társaságirányítás
resp1893,logisztika,E,központi régió,Végrehajtás
resp1894,IT,E,központi régió,Szolgáltatás
resp1895,IT,E,országos szintű,Szolgáltatás
resp1896,gazdálkodás,E,országos szintű,Társaságirányítás
resp1897,ellenőrzés,E,nyugati régió,Üzleti irányítás
resp1898,HR,E,keleti régió,Szolgáltatás
resp1899,üzlet,E,központi régió,Végrehajtás
resp1900,logisztika,E,országos szintű,Végrehajtás
resp1901,gazdálkodás,E,központi régió,Szolgáltatás
resp1902,üzlet,E,központi régió,Végrehajtás
resp1903,üzlet,E,országos szintű,Szolgáltatás
resp1904,hálózat,E,központi régió,Üzleti irányítás
resp1905,hálózat,TL,keleti régió,Végrehajtás
resp1906,üzlet,E,országos szintű,Végrehajtás
resp1907,gazdálkodás,E,országos szintű,Társaságirányítás
resp1908,IT,TL,országos szintű,Szolgáltatás
resp1909,HR,E,központi régió,Szolgáltatás
resp1910,gazdálkodás,E,központi régió,Szolgáltatás
resp1911,hálózat,TL,központi régió,Végrehajtás
resp1912,gazdálkodás,E,központi régió,Szolgáltatás
resp1913,üzlet,E,országos szintű,Üzleti irányítás
resp1914,IT,E,országos szintű,Szolgáltatás
resp1915,logisztika,E,országos szintű,Végrehajtás
resp1916,logisztika,E,országos szintű,Végrehajtás
resp1917,gazdálkodás,E,keleti régió,Végrehajtás
resp1918,hálózat,TL,nyugati régió,Végrehajtás
resp1919,üzlet,E,központi régió,Végrehajtás
resp1920,üzlet,E,országos szintű,Szolgáltatás
resp1921,logisztika,E,nyugati régió,Végrehajtás
resp1922,logisztika,E,keleti régió,Végrehajtás
resp1923,HR,E,keleti régió,Végrehajtás
resp1924,hálózat,TL,keleti régió,Végrehajtás
resp1925,hálózat,TL,keleti régió,Végrehajtás
resp1926,hálózat,TL,nyugati régió,Végrehajtás
resp1927,üzlet,E,országos szintű,Üzleti irányítás
resp1928,IT,E,országos szintű,Szolgáltatás
resp1929,hálózat,MM,nyugati régió,Végrehajtás
resp1930,hálózat,TL,nyugati régió,Végrehajtás
resp1931,üzlet,E,országos szintű,Üzleti irányítás
resp1932,logisztika,E,országos szintű,Üzleti irányítás
resp1933,IT,E,országos szintű,Szolgáltatás
resp1934,üzlet,E,országos szintű,Üzleti irányítás
resp1935,HR,E,központi régió,Végrehajtás
resp1936,hálózat,TL,keleti régió,Végrehajtás
resp1937,üzlet,E,országos szintű,Üzleti irányítás
resp1938,hálózat,TL,központi régió,Végrehajtás
resp1939,biztonság,E,nyugati régió,Szolgáltatás
resp1940,hálózat,MM,központi régió,Végrehajtás
resp1941,logisztika,E,keleti régió,Végrehajtás
resp1942,IT,E,országos szintű,Szolgáltatás
resp1943,logisztika,E,országos szintű,Végrehajtás
resp1944,hálózat,MM,keleti régió,Végrehajtás
resp1945,logisztika,E,központi régió,Végrehajtás
resp1946,üzlet,E,nyugati régió,Végrehajtás
resp1947,gazdálkodás,E,országos szintű,Szolgáltatás
resp1948,üzlet,E,országos szintű,Végrehajtás
resp1949,törzskari,E,országos szintű,Szolgáltatás
resp1950,logisztika,E,központi régió,Végrehajtás
resp1951,logisztika,E,országos szintű,Végrehajtás
resp1952,hálózat,TL,keleti régió,Végrehajtás
resp1953,logisztika,E,keleti régió,Végrehajtás
resp1954,logisztika,E,nyugati régió,Végrehajtás
resp1955,hálózat,TL,központi régió,Végrehajtás
resp1956,gazdálkodás,E,országos szintű,Szolgáltatás
resp1957,IT,E,országos szintű,Szolgáltatás
resp1958,gazdálkodás,E,országos szintű,Szolgáltatás
resp1959,hálózat,TL,nyugati régió,Végrehajtás
resp1960,logisztika,TL,nyugati régió,Végrehajtás
resp1961,hálózat,MM,nyugati régió,Végrehajtás
resp1962,HR,E,központi régió,Szolgáltatás
resp1963,logisztika,E,nyugati régió,Végrehajtás
resp1964,logisztika,E,keleti régió,Végrehajtás
resp1965,hálózat,TL,központi régió,Végrehajtás
resp1966,logisztika,E,országos szintű,Végrehajtás
resp1967,hálózat,TL,központi régió,Végrehajtás
resp1968,hálózat,TL,központi régió,Végrehajtás
resp1969,üzlet,E,országos szintű,Üzleti irányítás
resp1970,hálózat,TL,központi régió,Végrehajtás
resp1971,hálózat,TL,nyugati régió,Végrehajtás
resp1972,ellenőrzés,E,országos szintű,Társaságirányítás
resp1973,üzlet,E,országos szintű,Üzleti irányítás
resp1974,hálózat,TL,központi régió,Végrehajtás
resp1975,hálózat,E,országos szintű,Üzleti irányítás
resp1976,logisztika,E,nyugati régió,Végrehajtás
resp1977,gazdálkodás,E,országos szintű,Szolgáltatás
resp1978,hálózat,TL,központi régió,Végrehajtás
resp1979,hálózat,TL,nyugati régió,Végrehajtás
resp1980,üzlet,E,országos szintű,Végrehajtás
resp1981,üzlet,E,keleti régió,Végrehajtás
resp1982,ellenőrzés,E,központi régió,Üzleti irányítás
resp1983,HR,E,nyugati régió,Végrehajtás
resp1984,biztonság,E,keleti régió,Szolgáltatás
resp1985,hálózat,TL,keleti régió,Végrehajtás
resp1986,logisztika,E,országos szintű,Végrehajtás
resp1987,IT,E,országos szintű,Szolgáltatás
resp1988,üzlet,E,központi régió,Végrehajtás
resp1989,IT,E,országos szintű,Szolgáltatás
resp1990,hálózat,TL,központi régió,Végrehajtás
resp1991,hálózat,MM,nyugati régió,Végrehajtás
resp1992,logisztika,E,országos szintű,Végrehajtás
resp1993,hálózat,TL,központi régió,Végrehajtás
resp1994,biztonság,E,országos szintű,Szolgáltatás
resp1995,hálózat,TL,nyugati régió,Végrehajtás
resp1996,üzlet,E,országos szintű,Üzleti irányítás
resp1997,üzlet,E,országos szintű,Üzleti irányítás
resp1998,üzlet,E,országos szintű,Üzleti irányítás
resp1999,logisztika,E,országos szintű,Végrehajtás
resp2000,hálózat,MM,központi régió,Végrehajtás
resp2001,IT,E,nyugati régió,Szolgáltatás
resp2002,üzlet,E,országos szintű,Végrehajtás
resp2003,gazdálkodás,TM,országos szintű,Társaságirányítás
resp2004,biztonság,E,keleti régió,Szolgáltatás
resp2005,hálózat,TL,központi régió,Végrehajtás
resp2006,törzskari,E,országos szintű,Szolgáltatás
resp2007,hálózat,TL,nyugati régió,Végrehajtás
resp2008,üzlet,E,országos szintű,Végrehajtás
resp2009,hálózat,E,központi régió,Üzleti irányítás
resp2010,hálózat,TL,központi régió,Végrehajtás
resp2011,logisztika,E,országos szintű,Végrehajtás
resp2012,ellenőrzés,E,országos szintű,Társaságirányítás
resp2013,logisztika,E,keleti régió,Végrehajtás
resp2014,hálózat,TL,központi régió,Végrehajtás
resp2015,biztonság,E,országos szintű,Társaságirányítás
resp2016,hálózat,TL,nyugati régió,Végrehajtás
resp2017,biztonság,TL,országos szintű,Társaságirányítás
resp2018,HR,E,központi régió,Végrehajtás
resp2019,logisztika,E,országos szintű,Végrehajtás
resp2020,logisztika,E,országos szintű,Végrehajtás
resp2021,IT,E,országos szintű,Szolgáltatás
resp2022,hálózat,TL,központi régió,Végrehajtás
resp2023,üzlet,E,országos szintű,Végrehajtás
resp2024,gazdálkodás,E,nyugati régió,Szolgáltatás
resp2025,HR,E,nyugati régió,Végrehajtás
resp2026,üzlet,E,országos szintű,Végrehajtás
resp2027,üzlet,E,országos szintű,Üzleti irányítás
resp2028,hálózat,TL,nyugati régió,Végrehajtás
resp2029,hálózat,TL,központi régió,Végrehajtás
resp2030,IT,E,országos szintű,Szolgáltatás
resp2031,HR,E,nyugati régió,Végrehajtás
resp2032,gazdálkodás,E,országos szintű,Szolgáltatás
resp2033,logisztika,E,országos szintű,Végrehajtás
resp2034,törzskari,E,országos szintű,Szolgáltatás
resp2035,hálózat,TL,nyugati régió,Végrehajtás
resp2036,üzlet,TM,országos szintű,Társaságirányítás
resp2037,hálózat,TL,központi régió,Végrehajtás
resp2038,logisztika,E,nyugati régió,Végrehajtás
resp2039,hálózat,TL,keleti régió,Üzleti irányítás
resp2040,üzlet,E,országos szintű,Üzleti irányítás
resp2041,hálózat,MM,nyugati régió,Végrehajtás
resp2042,hálózat,TL,keleti régió,Végrehajtás
resp2043,HR,E,országos szintű,Társaságirányítás
resp2044,hálózat,MM,központi régió,Végrehajtás
resp2045,hálózat,TL,központi régió,Végrehajtás
resp2046,hálózat,TL,keleti régió,Végrehajtás
resp2047,hálózat,MM,központi régió,Végrehajtás
resp2048,IT,E,országos szintű,Szolgáltatás
resp2049,üzlet,TM,országos szintű,Üzleti irányítás
resp2050,gazdálkodás,E,országos szintű,Szolgáltatás
resp2051,logisztika,E,központi régió,Végrehajtás
resp2052,gazdálkodás,E,keleti régió,Szolgáltatás
resp2053,logisztika,E,országos szintű,Végrehajtás
resp2054,gazdálkodás,E,országos szintű,Szolgáltatás
resp2055,gazdálkodás,TM,országos szintű,Társaságirányítás
resp2056,hálózat,MM,keleti régió,Végrehajtás
resp2057,logisztika,E,országos szintű,Végrehajtás
resp2058,IT,E,nyugati régió,Szolgáltatás
resp2059,IT,E,nyugati régió,Szolgáltatás
resp2060,üzlet,E,országos szintű,Üzleti irányítás
resp2061,logisztika,E,országos szintű,Végrehajtás
resp2062,hálózat,TL,nyugati régió,Végrehajtás
resp2063,hálózat,E,keleti régió,Üzleti irányítás
resp2064,logisztika,E,országos szintű,Végrehajtás
resp2065,hálózat,TL,központi régió,Végrehajtás
resp2066,üzlet,TL,országos szintű,Üzleti irányítás
resp2067,logisztika,E,keleti régió,Végrehajtás
resp2068,IT,E,nyugati régió,Szolgáltatás
resp2069,hálózat,E,keleti régió,Üzleti irányítás
resp2070,gazdálkodás,E,központi régió,Szolgáltatás
resp2071,HR,E,nyugati régió,Végrehajtás
resp2072,IT,TL,országos szintű,Szolgáltatás
resp2073,üzlet,E,országos szintű,Üzleti irányítás
resp2074,hálózat,TL,központi régió,Végrehajtás
resp2075,logisztika,E,országos szintű,Végrehajtás
resp2076,HR,E,központi régió,Végrehajtás
resp2077,hálózat,TL,nyugati régió,Végrehajtás
resp2078,IT,E,országos szintű,Szolgáltatás
resp2079,üzlet,E,országos szintű,Végrehajtás
resp2080,logisztika,E,nyugati régió,Végrehajtás
resp2081,hálózat,TL,keleti régió,Végrehajtás
resp2082,hálózat,TL,központi régió,Végrehajtás
resp2083,hálózat,TL,nyugati régió,Végrehajtás
resp2084,gazdálkodás,E,nyugati régió,Végrehajtás
resp2085,hálózat,MM,központi régió,Végrehajtás
resp2086,HR,E,keleti régió,Végrehajtás
resp2087,logisztika,E,országos szintű,Végrehajtás
resp2088,üzlet,E,országos szintű,Üzleti irányítás
resp2089,gazdálkodás,TL,országos szintű,Szolgáltatás
resp2090,gazdálkodás,E,országos szintű,Társaságirányítás
resp2091,üzlet,E,országos szintű,Üzleti irányítás
resp2092,IT,E,országos szintű,Szolgáltatás
resp2093,hálózat,TL,központi régió,Végrehajtás
resp2094,gazdálkodás,E,országos szintű,Szolgáltatás
resp2095,üzlet,E,országos szintű,Üzleti irányítás
resp2096,hálózat,E,nyugati régió,Üzleti irányítás
resp2097,hálózat,TL,nyugati régió,Végrehajtás
resp2098,HR,E,országos szintű,Szolgáltatás
resp2099,IT,E,nyugati régió,Szolgáltatás
resp2100,üzlet,E,országos szintű,Üzleti irányítás
resp2101,hálózat,TL,nyugati régió,Végrehajtás
resp2102,gazdálkodás,E,országos szintű,Társaságirányítás
resp2103,hálózat,TL,nyugati régió,Végrehajtás
resp2104,gazdálkodás,E,országos szintű,Szolgáltatás
resp2105,hálózat,TL,nyugati régió,Végrehajtás
resp2106,ellenőrzés,E,nyugati régió,Üzleti irányítás
resp2107,logisztika,E,országos szintű,Végrehajtás
resp2108,HR,E,nyugati régió,Szolgáltatás
resp2109,hálózat,TL,nyugati régió,Végrehajtás
resp2110,hálózat,TL,nyugati régió,Végrehajtás
resp2111,gazdálkodás,E,nyugati régió,Szolgáltatás
resp2112,gazdálkodás,E,országos szintű,Szolgáltatás
resp2113,logisztika,E,országos szintű,Végrehajtás
resp2114,logisztika,E,keleti régió,Végrehajtás
resp2115,logisztika,E,nyugati régió,Végrehajtás
resp2116,ellenőrzés,E,nyugati régió,Üzleti irányítás
resp2117,üzlet,E,országos szintű,Üzleti irányítás
resp2118,logisztika,E,nyugati régió,Végrehajtás
resp2119,gazdálkodás,E,központi régió,Szolgáltatás
resp2120,IT,E,keleti régió,Szolgáltatás
resp2121,logisztika,E,országos szintű,Végrehajtás
resp2122,IT,E,keleti régió,Szolgáltatás
resp2123,logisztika,E,nyugati régió,Végrehajtás
resp2124,üzlet,E,országos szintű,Végrehajtás
resp2125,üzlet,E,országos szintű,Végrehajtás
resp2126,logisztika,E,országos szintű,Végrehajtás
resp2127,logisztika,E,nyugati régió,Végrehajtás
resp2128,gazdálkodás,TL,országos szintű,Társaságirányítás
resp2129,logisztika,E,országos szintű,Végrehajtás
resp2130,hálózat,TL,nyugati régió,Végrehajtás
resp2131,hálózat,MM,nyugati régió,Végrehajtás
resp2132,IT,E,országos szintű,Szolgáltatás
resp2133,ellenőrzés,E,országos szintű,Társaságirányítás
resp2134,üzlet,E,országos szintű,Végrehajtás
resp2135,üzlet,E,országos szintű,Szolgáltatás
resp2136,hálózat,TL,keleti régió,Végrehajtás
resp2137,hálózat,TL,nyugati régió,Végrehajtás
resp2138,üzlet,E,nyugati régió,Végrehajtás
resp2139,logisztika,E,országos szintű,Végrehajtás
resp2140,HR,E,központi régió,Szolgáltatás
resp2141,gazdálkodás,E,nyugati régió,Szolgáltatás
resp2142,gazdálkodás,E,országos szintű,Szolgáltatás
resp2143,hálózat,E,központi régió,Üzleti irányítás
resp2144,logisztika,E,országos szintű,Végrehajtás
resp2145,logisztika,TL,nyugati régió,Végrehajtás
resp2146,logisztika,E,országos szintű,Üzleti irányítás
resp2147,üzlet,E,országos szintű,Üzleti irányítás
resp2148,üzlet,E,nyugati régió,Végrehajtás
resp2149,HR,E,nyugati régió,Szolgáltatás
resp2150,logisztika,E,országos szintű,Szolgáltatás
resp2151,gazdálkodás,E,nyugati régió,Szolgáltatás
resp2152,hálózat,E,keleti régió,Üzleti irányítás
resp2153,hálózat,E,keleti régió,Üzleti irányítás
resp2154,törzskari,E,országos szintű,Szolgáltatás
resp2155,logisztika,E,keleti régió,Végrehajtás
resp2156,IT,E,országos szintű,Szolgáltatás
resp2157,gazdálkodás,E,országos szintű,Társaságirányítás
resp2158,HR,E,keleti régió,Szolgáltatás
resp2159,hálózat,MM,központi régió,Végrehajtás
resp2160,hálózat,E,nyugati régió,Üzleti irányítás
resp2161,hálózat,E,központi régió,Üzleti irányítás
resp2162,logisztika,E,országos szintű,Végrehajtás
resp2163,hálózat,E,nyugati régió,Üzleti irányítás
resp2164,hálózat,TL,központi régió,Végrehajtás
resp2165,HR,E,keleti régió,Szolgáltatás
resp2166,hálózat,TL,nyugati régió,Végrehajtás
resp2167,HR,E,országos szintű,Szolgáltatás
resp2168,logisztika,E,országos szintű,Végrehajtás
resp2169,logisztika,E,országos szintű,Végrehajtás
resp2170,logisztika,E,országos szintű,Üzleti irányítás
resp2171,logisztika,TL,nyugati régió,Végrehajtás
resp2172,logisztika,E,országos szintű,Végrehajtás
resp2173,hálózat,TL,központi régió,Végrehajtás
resp2174,üzlet,E,országos szintű,Üzleti irányítás
resp2175,üzlet,E,központi régió,Végrehajtás
resp2176,IT,E,országos szintű,Szolgáltatás
resp2177,üzlet,E,országos szintű,Végrehajtás
resp2178,logisztika,E,országos szintű,Végrehajtás
resp2179,hálózat,TL,keleti régió,Végrehajtás
resp2180,üzlet,E,országos szintű,Végrehajtás
resp2181,gazdálkodás,E,országos szintű,Szolgáltatás
resp2182,üzlet,E,országos szintű,Üzleti irányítás
resp2183,üzlet,E,országos szintű,Végrehajtás
resp2184,hálózat,TL,nyugati régió,Végrehajtás
resp2185,hálózat,TL,keleti régió,Végrehajtás
resp2186,üzlet,E,központi régió,Végrehajtás
resp2187,hálózat,TL,nyugati régió,Végrehajtás
resp2188,üzlet,E,országos szintű,Végrehajtás
resp2189,HR,E,keleti régió,Végrehajtás
resp2190,gazdálkodás,E,keleti régió,Szolgáltatás
resp2191,IT,E,országos szintű,Szolgáltatás
resp2192,biztonság,E,nyugati régió,Szolgáltatás
resp2193,üzlet,E,központi régió,Végrehajtás
resp2194,hálózat,TL,központi régió,Végrehajtás
resp2195,hálózat,MM,keleti régió,Végrehajtás
resp2196,ellenőrzés,E,központi régió,Üzleti irányítás
resp2197,logisztika,E,nyugati régió,Végrehajtás
resp2198,logisztika,E,keleti régió,Végrehajtás
resp2199,logisztika,E,keleti régió,Végrehajtás
resp2200,üzlet,E,országos szintű,Üzleti irányítás
resp2201,logisztika,E,központi régió,Végrehajtás
resp2202,üzlet,TL,országos szintű,Üzleti irányítás
resp2203,logisztika,E,központi régió,Végrehajtás
resp2204,logisztika,E,országos szintű,Végrehajtás
resp2205,hálózat,MM,nyugati régió,Végrehajtás
resp2206,logisztika,E,központi régió,Végrehajtás
resp2207,logisztika,E,országos szintű,Végrehajtás
resp2208,logisztika,E,országos szintű,Végrehajtás
resp2209,üzlet,E,országos szintű,Végrehajtás
resp2210,hálózat,TL,központi régió,Végrehajtás
resp2211,hálózat,TL,központi régió,Végrehajtás
resp2212,hálózat,TL,központi régió,Végrehajtás
resp2213,hálózat,MM,keleti régió,Végrehajtás
resp2214,üzlet,E,központi régió,Végrehajtás
resp2215,logisztika,E,országos szintű,Végrehajtás
resp2216,logisztika,E,nyugati régió,Végrehajtás
resp2217,hálózat,TL,központi régió,Végrehajtás
resp2218,ellenőrzés,E,keleti régió,Üzleti irányítás
resp2219,logisztika,E,országos szintű,Végrehajtás
resp2220,hálózat,TL,keleti régió,Végrehajtás
resp2221,logisztika,MM,nyugati régió,Végrehajtás
resp2222,hálózat,E,országos szintű,Üzleti irányítás
resp2223,logisztika,E,nyugati régió,Végrehajtás
resp2224,hálózat,TL,nyugati régió,Végrehajtás
resp2225,hálózat,MM,központi régió,Végrehajtás
resp2226,üzlet,E,országos szintű,Végrehajtás
resp2227,hálózat,TL,nyugati régió,Végrehajtás
resp2228,hálózat,TL,nyugati régió,Végrehajtás
resp2229,logisztika,E,nyugati régió,Végrehajtás
resp2230,üzlet,E,nyugati régió,Végrehajtás
resp2231,üzlet,E,keleti régió,Végrehajtás
resp2232,IT,E,országos szintű,Szolgáltatás
resp2233,logisztika,E,országos szintű,Végrehajtás
resp2234,gazdálkodás,E,nyugati régió,Végrehajtás
resp2235,hálózat,E,központi régió,Üzleti irányítás
resp2236,üzlet,TL,országos szintű,Üzleti irányítás
resp2237,üzlet,E,országos szintű,Üzleti irányítás
resp2238,logisztika,E,keleti régió,Végrehajtás
resp2239,hálózat,TL,keleti régió,Végrehajtás
resp2240,ellenőrzés,E,nyugati régió,Üzleti irányítás
resp2241,logisztika,E,nyugati régió,Végrehajtás
resp2242,üzlet,E,országos szintű,Üzleti irányítás
resp2243,hálózat,TL,központi régió,Végrehajtás
resp2244,hálózat,TL,nyugati régió,Végrehajtás
resp2245,biztonság,E,országos szintű,Szolgáltatás
resp2246,logisztika,E,országos szintű,Végrehajtás
resp2247,hálózat,TL,központi régió,Végrehajtás
resp2248,logisztika,E,központi régió,Végrehajtás
resp2249,törzskari,TM,országos szintű,Társaságirányítás
resp2250,hálózat,MM,keleti régió,Végrehajtás
resp2251,logisztika,E,országos szintű,Végrehajtás
resp2252,gazdálkodás,E,országos szintű,Társaságirányítás
resp2253,IT,E,országos szintű,Szolgáltatás
resp2254,hálózat,TL,központi régió,Végrehajtás
resp2255,logisztika,E,országos szintű,Végrehajtás
resp2256,gazdálkodás,E,országos szintű,Társaságirányítás
resp2257,logisztika,E,keleti régió,Végrehajtás
resp2258,logisztika,E,központi régió,Végrehajtás
resp2259,IT,E,központi régió,Szolgáltatás
resp2260,hálózat,E,központi régió,Üzleti irányítás
resp2261,logisztika,E,országos szintű,Végrehajtás
resp2262,logisztika,E,központi régió,Végrehajtás
resp2263,HR,E,nyugati régió,Szolgáltatás
