uid,function,hierarchy,region,operation
resp3537,IT,E,országos szintű,Szolgáltatás
resp3538,HR,E,nyugati régió,Szolgáltatás
resp3539,IT,E,országos szintű,Szolgáltatás
resp3540,hálózat,TL,keleti régió,Végrehajtás
resp3541,üzlet,E,országos szintű,Üzleti irányítás
resp3542,hálózat,TL,nyugati régió,Végrehajtás
resp3543,HR,E,központi régió,Végrehajtás
resp3544,logisztika,E,országos szintű,Végrehajtás
resp3545,IT,TL,keleti régió,Szolgáltatás
resp3546,gazdálkodás,E,nyugati régió,Szolgáltatás
resp3547,gazdálkodás,E,keleti régió,Szolgáltatás
resp3548,logisztika,E,keleti régió,Végrehajtás
resp3549,üzlet,TL,országos szintű,Üzleti irányítás
resp3550,gazdálkodás,E,központi régió,Szolgáltatás
resp3551,logisztika,E,nyugati régió,Végrehajtás
resp3552,törzskari,E,országos szintű,Társaságirányítás
resp3553,logisztika,E,országos szintű,Végrehajtás
resp3554,hálózat,MM,keleti régió,Végrehajtás
resp3555,HR,E,központi régió,Végrehajtás
resp3556,üzlet,E,országos szintű,Végrehajtás
resp3557,HR,E,országos szintű,Társaságirányítás
resp3558,gazdálkodás,E,országos szintű,Társaságirányítás
resp3559,HR,E,központi régió,Végrehajtás
resp3560,biztonság,E,keleti régió,Szolgáltatás
resp3561,üzlet,E,országos szintű,Üzleti irányítás
resp3562,gazdálkodás,MM,országos szintű,Társaságirányítás
resp3563,hálózat,TL,nyugati régió,Végrehajtás
resp3564,logisztika,E,keleti régió,Végrehajtás
resp3565,üzlet,E,országos szintű,Üzleti irányítás
resp3566,logisztika,E,országos szintű,Végrehajtás
resp3567,hálózat,MM,nyugati régió,Végrehajtás
resp3568,hálózat,TL,keleti régió,Végrehajtás
resp3569,logisztika,E,országos szintű,Végrehajtás
resp3570,logisztika,E,országos szintű,Végrehajtás
resp3571,hálózat,TL,keleti régió,Végrehajtás
resp3572,hálózat,TL,keleti régió,Végrehajtás
resp3573,hálózat,TL,nyugati régió,Végrehajtás
resp3574,hálózat,E,országos szintű,Üzleti irányítás
resp3575,hálózat,E,nyugati régió,Üzleti irányítás
resp3576,logisztika,E,országos szintű,Végrehajtás
resp3577,IT,E,országos szintű,Szolgáltatás
resp3578,gazdálkodás,E,országos szintű,Társaságirányítás
resp3579,gazdálkodás,E,országos szintű,Társaságirányítás
resp3580,üzlet,E,országos szintű,Üzleti irányítás
resp3581,üzlet,E,országos szintű,Üzleti irányítás
resp3582,hálózat,TL,központi régió,Végrehajtás
resp3583,gazdálkodás,E,keleti régió,Szolgáltatás
resp3584,logisztika,E,országos szintű,Végrehajtás
resp3585,hálózat,TL,nyugati régió,Végrehajtás
resp3586,hálózat,TL,központi régió,Végrehajtás
resp3587,üzlet,E,országos szintű,Üzleti irányítás
resp3588,IT,E,központi régió,Szolgáltatás
resp3589,üzlet,E,központi régió,Végrehajtás
resp3590,üzlet,E,országos szintű,Üzleti irányítás
resp3591,hálózat,TL,keleti régió,Végrehajtás
resp3592,logisztika,E,országos szintű,Végrehajtás
resp3593,logisztika,E,országos szintű,Végrehajtás
resp3594,hálózat,TL,központi régió,Végrehajtás
resp3595,IT,TL,országos szintű,Szolgáltatás
resp3596,logisztika,E,országos szintű,Végrehajtás
resp3597,üzlet,E,országos szintű,Üzleti irányítás
resp3598,üzlet,E,országos szintű,Végrehajtás
resp3599,gazdálkodás,E,országos szintű,Szolgáltatás
resp3600,logisztika,E,nyugati régió,Végrehajtás
resp3601,hálózat,MM,nyugati régió,Végrehajtás
resp3602,hálózat,E,központi régió,Üzleti irányítás
resp3603,logisztika,E,országos szintű,Végrehajtás
resp3604,hálózat,TL,nyugati régió,Végrehajtás
resp3605,üzlet,TL,országos szintű,Végrehajtás
resp3606,logisztika,E,keleti régió,Végrehajtás
resp3607,logisztika,E,országos szintű,Végrehajtás
resp3608,IT,TL,országos szintű,Szolgáltatás
resp3609,gazdálkodás,E,országos szintű,Szolgáltatás
resp3610,logisztika,E,országos szintű,Végrehajtás
resp3611,HR,E,központi régió,Végrehajtás
resp3612,logisztika,E,központi régió,Végrehajtás
resp3613,üzlet,TL,országos szintű,Végrehajtás
resp3614,üzlet,TL,országos szintű,Végrehajtás
resp3615,gazdálkodás,E,országos szintű,Szolgáltatás
resp3616,üzlet,E,központi régió,Végrehajtás
resp3617,HR,E,keleti régió,Végrehajtás
resp3618,IT,E,országos szintű,Szolgáltatás
resp3619,logisztika,E,országos szintű,Végrehajtás
resp3620,üzlet,MM,országos szintű,Üzleti irányítás
resp3621,HR,E,központi régió,Szolgáltatás
resp3622,hálózat,TL,központi régió,Végrehajtás
resp3623,IT,E,országos szintű,Szolgáltatás
resp3624,gazdálkodás,E,keleti régió,Végrehajtás
resp3625,üzlet,E,keleti régió,Végrehajtás
resp3626,HR,E,keleti régió,Szolgáltatás
resp3627,hálózat,TL,nyugati régió,Végrehajtás
resp3628,hálózat,E,nyugati régió,Üzleti irányítás
resp3629,IT,E,országos szintű,Szolgáltatás
resp3630,logisztika,E,központi régió,Végrehajtás
resp3631,gazdálkodás,E,országos szintű,Szolgáltatás
resp3632,logisztika,E,keleti régió,Végrehajtás
resp3633,logisztika,E,országos szintű,Végrehajtás
resp3634,hálózat,E,országos szintű,Üzleti irányítás
resp3635,gazdálkodás,E,országos szintű,Szolgáltatás
resp3636,gazdálkodás,E,keleti régió,Szolgáltatás
resp3637,hálózat,TL,keleti régió,Végrehajtás
resp3638,üzlet,E,országos szintű,Végrehajtás
resp3639,hálózat,TL,központi régió,Végrehajtás
resp3640,hálózat,TL,központi régió,Végrehajtás
resp3641,HR,E,központi régió,Szolgáltatás
resp3642,gazdálkodás,E,központi régió,Végrehajtás
resp3643,logisztika,E,országos szintű,Végrehajtás
resp3644,HR,E,keleti régió,Szolgáltatás
resp3645,IT,E,keleti régió,Szolgáltatás
resp3646,ellenőrzés,E,nyugati régió,Üzleti irányítás
resp3647,hálózat,TL,központi régió,Végrehajtás
resp3648,üzlet,E,országos szintű,Végrehajtás
resp3649,gazdálkodás,E,országos szintű,Szolgáltatás
resp3650,logisztika,E,országos szintű,Végrehajtás
resp3651,üzlet,E,országos szintű,Üzleti irányítás
resp3652,üzlet,E,országos szintű,Üzleti irányítás
resp3653,logisztika,E,nyugati régió,Végrehajtás
resp3654,hálózat,TL,nyugati régió,Végrehajtás
resp3655,gazdálkodás,E,országos szintű,Társaságirányítás
resp3656,logisztika,E,országos szintű,Végrehajtás
resp3657,HR,E,központi régió,Végrehajtás
resp3658,üzlet,E,országos szintű,Üzleti irányítás
resp3659,logisztika,E,nyugati régió,Végrehajtás
resp3660,törzskari,E,országos szintű,Társaságirányítás
resp3661,logisztika,E,országos szintű,Végrehajtás
resp3662,üzlet,E,országos szintű,Üzleti irányítás
resp3663,biztonság,E,országos szintű,Társaságirányítás
resp3664,HR,E,központi régió,Szolgáltatás
resp3665,üzlet,E,országos szintű,Szolgáltatás
resp3666,IT,E,országos szintű,Szolgáltatás
resp3667,hálózat,TL,központi régió,Végrehajtás
resp3668,hálózat,TL,keleti régió,Végrehajtás
resp3669,hálózat,TL,központi régió,Végrehajtás
resp3670,hálózat,TL,nyugati régió,Végrehajtás
resp3671,logisztika,E,központi régió,Végrehajtás
resp3672,IT,E,keleti régió,Szolgáltatás
resp3673,logisztika,MM,nyugati régió,Végrehajtás
resp3674,gazdálkodás,E,országos szintű,Társaságirányítás
resp3675,biztonság,E,országos szintű,Szolgáltatás
resp3676,logisztika,E,országos szintű,Végrehajtás
resp3677,logisztika,E,országos szintű,Végrehajtás
resp3678,üzlet,E,országos szintű,Üzleti irányítás
resp3679,hálózat,TL,nyugati régió,Végrehajtás
resp3680,üzlet,E,országos szintű,Végrehajtás
resp3681,üzlet,E,országos szintű,Szolgáltatás
resp3682,üzlet,E,nyugati régió,Végrehajtás
resp3683,hálózat,TL,nyugati régió,Végrehajtás
resp3684,hálózat,E,keleti régió,Üzleti irányítás
resp3685,IT,E,keleti régió,Szolgáltatás
resp3686,üzlet,E,országos szintű,Üzleti irányítás
resp3687,üzlet,E,országos szintű,Üzleti irányítás
resp3688,hálózat,TL,keleti régió,Végrehajtás
resp3689,HR,E,központi régió,Végrehajtás
resp3690,IT,E,országos szintű,Szolgáltatás
resp3691,IT,E,keleti régió,Szolgáltatás
resp3692,hálózat,TL,nyugati régió,Végrehajtás
resp3693,hálózat,E,nyugati régió,Üzleti irányítás
resp3694,logisztika,E,központi régió,Végrehajtás
resp3695,gazdálkodás,E,keleti régió,Végrehajtás
resp3696,hálózat,TL,központi régió,Végrehajtás
resp3697,logisztika,E,országos szintű,Szolgáltatás
resp3698,üzlet,E,országos szintű,Végrehajtás
resp3699,törzskari,E,országos szintű,Társaságirányítás
resp3700,gazdálkodás,E,központi régió,Szolgáltatás
resp3701,hálózat,E,országos szintű,Üzleti irányítás
resp3702,hálózat,TL,keleti régió,Végrehajtás
resp3703,hálózat,TL,központi régió,Végrehajtás
resp3704,logisztika,E,országos szintű,Végrehajtás
resp3705,hálózat,TL,nyugati régió,Végrehajtás
resp3706,törzskari,E,országos szintű,Szolgáltatás
resp3707,üzlet,E,nyugati régió,Végrehajtás
resp3708,hálózat,TL,központi régió,Végrehajtás
resp3709,gazdálkodás,E,keleti régió,Szolgáltatás
resp3710,üzlet,E,országos szintű,Üzleti irányítás
resp3711,gazdálkodás,E,országos szintű,Szolgáltatás
resp3712,logisztika,E,országos szintű,Végrehajtás
resp3713,HR,E,keleti régió,Szolgáltatás
resp3714,üzlet,E,országos szintű,Végrehajtás
resp3715,üzlet,E,országos szintű,Üzleti irányítás
resp3716,üzlet,E,országos szintű,Üzleti irányítás
resp3717,logisztika,E,országos szintű,Végrehajtás
resp3718,gazdálkodás,E,országos szintű,Szolgáltatás
resp3719,IT,E,országos szintű,Szolgáltatás
resp3720,üzlet,E,központi régió,Végrehajtás
resp3721,gazdálkodás,E,országos szintű,Szolgáltatás
resp3722,gazdálkodás,E,nyugati régió,Szolgáltatás
resp3723,logisztika,E,keleti régió,Végrehajtás
resp3724,üzlet,E,keleti régió,Végrehajtás
resp3725,logisztika,E,keleti régió,Üzleti irányítás
resp3726,hálózat,TL,keleti régió,Végrehajtás
resp3727,logisztika,E,nyugati régió,Végrehajtás
resp3728,hálózat,TL,keleti régió,Végrehajtás
resp3729,gazdálkodás,E,országos szintű,Társaságirányítás
resp3730,üzlet,E,országos szintű,Szolgáltatás
resp3731,hálózat,TL,központi régió,Végrehajtás
resp3732,logisztika,E,országos szintű,Végrehajtás
resp3733,üzlet,E,országos szintű,Szolgáltatás
resp3734,hálózat,E,nyugati régió,Üzleti irányítás
resp3735,logisztika,E,országos szintű,Végrehajtás
resp3736,hálózat,TL,nyugati régió,Végrehajtás
resp3737,logisztika,E,országos szintű,Végrehajtás
resp3738,logisztika,E,keleti régió,Végrehajtás
resp3739,üzlet,E,országos szintű,Üzleti irányítás
resp3740,logisztika,E,országos szintű,Végrehajtás
resp3741,IT,E,országos szintű,Szolgáltatás
resp3742,üzlet,E,országos szintű,Szolgáltatás
resp3743,gazdálkodás,E,országos szintű,Szolgáltatás
resp3744,üzlet,E,országos szintű,Végrehajtás
resp3745,logisztika,E,nyugati régió,Végrehajtás
resp3746,ellenőrzés,E,keleti régió,Üzleti irányítás
resp3747,hálózat,MM,keleti régió,Végrehajtás
resp3748,hálózat,TL,keleti régió,Végrehajtás
resp3749,üzlet,E,országos szintű,Üzleti irányítás
resp3750,hálózat,TL,keleti régió,Végrehajtás
resp3751,gazdálkodás,E,országos szintű,Társaságirányítás
resp3752,üzlet,MM,országos szintű,Végrehajtás
resp3753,hálózat,TL,nyugati régió,Végrehajtás
resp3754,törzskari,E,országos szintű,Társaságirányítás
resp3755,hálózat,E,nyugati régió,Üzleti irányítás
resp3756,üzlet,TL,országos szintű,Szolgáltatás
resp3757,HR,E,központi régió,Végrehajtás
resp3758,törzskari,E,országos szintű,Társaságirányítás
resp3759,gazdálkodás,E,országos szintű,Szolgáltatás
resp3760,logisztika,E,országos szintű,Végrehajtás
resp3761,hálózat,TL,központi régió,Végrehajtás
resp3762,ellenőrzés,E,keleti régió,Üzleti irányítás
resp3763,biztonság,E,országos szintű,Társaságirányítás
resp3764,törzskari,E,országos szintű,Társaságirányítás
resp3765,hálózat,TL,nyugati régió,Végrehajtás
resp3766,hálózat,TL,központi régió,Végrehajtás
resp3767,gazdálkodás,E,országos szintű,Társaságirányítás
resp3768,üzlet,E,országos szintű,Végrehajtás
resp3769,gazdálkodás,E,nyugati régió,Végrehajtás
resp3770,logisztika,E,országos szintű,Végrehajtás
resp3771,törzskari,E,országos szintű,Szolgáltatás
resp3772,hálózat,TL,keleti régió,Végrehajtás
resp3773,törzskari,E,országos szintű,Szolgáltatás
resp3774,hálózat,E,keleti régió,Üzleti irányítás
resp3775,gazdálkodás,E,országos szintű,Szolgáltatás
resp3776,ellenőrzés,E,nyugati régió,Üzleti irányítás
resp3777,hálózat,TL,központi régió,Végrehajtás
resp3778,hálózat,MM,keleti régió,Végrehajtás
resp3779,logisztika,E,országos szintű,Végrehajtás
resp3780,üzlet,E,országos szintű,Üzleti irányítás
resp3781,logisztika,TL,országos szintű,Végrehajtás
resp3782,hálózat,TL,központi régió,Végrehajtás
resp3783,logisztika,E,országos szintű,Végrehajtás
resp3784,üzlet,E,országos szintű,Üzleti irányítás
resp3785,hálózat,TL,keleti régió,Végrehajtás
resp3786,gazdálkodás,E,országos szintű,Szolgáltatás
resp3787,üzlet,E,országos szintű,Végrehajtás
resp3788,gazdálkodás,E,országos szintű,Társaságirányítás
resp3789,logisztika,E,országos szintű,Végrehajtás
resp3790,logisztika,E,országos szintű,Végrehajtás
resp3791,logisztika,E,központi régió,Végrehajtás
resp3792,logisztika,E,országos szintű,Végrehajtás
resp3793,ellenőrzés,E,központi régió,Üzleti irányítás
resp3794,IT,E,országos szintű,Szolgáltatás
resp3795,logisztika,E,országos szintű,Végrehajtás
resp3796,hálózat,MM,központi régió,Végrehajtás
resp3797,logisztika,TL,országos szintű,Végrehajtás
resp3798,gazdálkodás,E,nyugati régió,Szolgáltatás
resp3799,logisztika,E,nyugati régió,Végrehajtás
resp3800,gazdálkodás,E,országos szintű,Társaságirányítás
resp3801,üzlet,E,országos szintű,Végrehajtás
resp3802,gazdálkodás,E,keleti régió,Szolgáltatás
resp3803,üzlet,E,országos szintű,Végrehajtás
resp3804,üzlet,E,országos szintű,Üzleti irányítás
resp3805,hálózat,TL,keleti régió,Végrehajtás
resp3806,hálózat,TL,keleti régió,Végrehajtás
resp3807,hálózat,TL,központi régió,Végrehajtás
resp3808,logisztika,E,keleti régió,Üzleti irányítás
resp3809,üzlet,E,országos szintű,Végrehajtás
resp3810,logisztika,E,országos szintű,Végrehajtás
resp3811,hálózat,MM,központi régió,Végrehajtás
resp3812,üzlet,E,országos szintű,Végrehajtás
resp3813,gazdálkodás,E,országos szintű,Szolgáltatás
resp3814,törzskari,E,országos szintű,Szolgáltatás
resp3815,üzlet,E,országos szintű,Végrehajtás
resp3816,üzlet,E,országos szintű,Üzleti irányítás
resp3817,gazdálkodás,E,központi régió,Végrehajtás
resp3818,logisztika,E,országos szintű,Végrehajtás
resp3819,logisztika,E,keleti régió,Végrehajtás
resp3820,logisztika,E,keleti régió,Végrehajtás
resp3821,HR,E,keleti régió,Szolgáltatás
resp3822,hálózat,TL,központi régió,Végrehajtás
resp3823,hálózat,TL,központi régió,Végrehajtás
resp3824,üzlet,E,országos szintű,Üzleti irányítás
resp3825,üzlet,E,országos szintű,Üzleti irányítás
resp3826,üzlet,E,országos szintű,Végrehajtás
resp3827,logisztika,E,országos szintű,Végrehajtás
resp3828,logisztika,E,országos szintű,Végrehajtás
resp3829,hálózat,E,országos szintű,Üzleti irányítás
resp3830,hálózat,TL,központi régió,Végrehajtás
resp3831,üzlet,E,központi régió,Végrehajtás
resp3832,gazdálkodás,E,országos szintű,Szolgáltatás
resp3833,logisztika,E,központi régió,Végrehajtás
resp3834,gazdálkodás,TL,országos szintű,Szolgáltatás
resp3835,üzlet,E,országos szintű,Végrehajtás
resp3836,IT,E,országos szintű,Szolgáltatás
resp3837,logisztika,E,keleti régió,Végrehajtás
resp3838,üzlet,E,országos szintű,Végrehajtás
resp3839,hálózat,TL,keleti régió,Végrehajtás
resp3840,HR,E,nyugati régió,Végrehajtás
resp3841,üzlet,E,országos szintű,Üzleti irányítás
resp3842,HR,E,országos szintű,Szolgáltatás
resp3843,logisztika,E,országos szintű,Végrehajtás
resp3844,törzskari,E,országos szintű,Társaságirányítás
resp3845,hálózat,TL,központi régió,Végrehajtás
resp3846,üzlet,E,országos szintű,Szolgáltatás
resp3847,üzlet,E,országos szintű,Szolgáltatás
resp3848,törzskari,E,országos szintű,Társaságirányítás
resp3849,hálózat,MM,keleti régió,Végrehajtás
resp3850,logisztika,E,központi régió,Végrehajtás
resp3851,hálózat,E,nyugati régió,Üzleti irányítás
resp3852,logisztika,E,országos szintű,Végrehajtás
resp3853,logisztika,E,keleti régió,Végrehajtás
resp3854,hálózat,TL,központi régió,Végrehajtás
resp3855,logisztika,E,országos szintű,Végrehajtás
resp3856,IT,E,nyugati régió,Szolgáltatás
resp3857,hálózat,TL,keleti régió,Végrehajtás
resp3858,üzlet,E,országos szintű,Végrehajtás
resp3859,logisztika,E,nyugati régió,Végrehajtás
resp3860,hálózat,TL,központi régió,Végrehajtás
resp3861,logisztika,E,országos szintű,Végrehajtás
resp3862,üzlet,E,országos szintű,Végrehajtás
resp3863,törzskari,E,országos szintű,Szolgáltatás
resp3864,hálózat,TL,központi régió,Végrehajtás
resp3865,hálózat,TL,központi régió,Végrehajtás
resp3866,logisztika,E,keleti régió,Üzleti irányítás
resp3867,üzlet,E,országos szintű,Végrehajtás
resp3868,hálózat,MM,keleti régió,Végrehajtás
resp3869,gazdálkodás,E,országos szintű,Szolgáltatás
resp3870,IT,E,országos szintű,Szolgáltatás
resp3871,HR,E,központi régió,Végrehajtás
resp3872,üzlet,E,országos szintű,Végrehajtás
resp3873,logisztika,E,keleti régió,Végrehajtás
resp3874,biztonság,E,keleti régió,Szolgáltatás
resp3875,üzlet,E,országos szintű,Végrehajtás
resp3876,hálózat,TL,keleti régió,Végrehajtás
resp3877,hálózat,TL,keleti régió,Végrehajtás
resp3878,üzlet,E,országos szintű,Végrehajtás
resp3879,hálózat,E,keleti régió,Üzleti irányítás
resp3880,üzlet,E,országos szintű,Üzleti irányítás
resp3881,üzlet,E,országos szintű,Végrehajtás
resp3882,gazdálkodás,E,országos szintű,Szolgáltatás
resp3883,hálózat,MM,keleti régió,Végrehajtás
resp3884,üzlet,E,országos szintű,Üzleti irányítás
resp3885,hálózat,E,nyugati régió,Üzleti irányítás
resp3886,üzlet,E,országos szintű,Végrehajtás
resp3887,hálózat,MM,központi régió,Végrehajtás
resp3888,üzlet,E,keleti régió,Végrehajtás
resp3889,logisztika,E,nyugati régió,Végrehajtás
resp3890,logisztika,TL,országos szintű,Végrehajtás
resp3891,logisztika,E,országos szintű,Végrehajtás
resp3892,hálózat,MM,nyugati régió,Végrehajtás
resp3893,üzlet,TM,országos szintű,Üzleti irányítás
resp3894,logisztika,E,országos szintű,Végrehajtás
resp3895,hálózat,TL,központi régió,Végrehajtás
resp3896,hálózat,MM,keleti régió,Végrehajtás
resp3897,hálózat,MM,keleti régió,Végrehajtás
resp3898,hálózat,TL,keleti régió,Végrehajtás
resp3899,hálózat,TL,keleti régió,Végrehajtás
resp3900,logisztika,E,keleti régió,Végrehajtás
resp3901,üzlet,E,országos szintű,Üzleti irányítás
resp3902,ellenőrzés,E,központi régió,Üzleti irányítás
resp3903,hálózat,E,központi régió,Üzleti irányítás
resp3904,üzlet,E,országos szintű,Üzleti irányítás
resp3905,hálózat,TL,nyugati régió,Végrehajtás
resp3906,üzlet,E,országos szintű,Üzleti irányítás
resp3907,üzlet,E,országos szintű,Végrehajtás
resp3908,hálózat,TL,keleti régió,Végrehajtás
resp3909,logisztika,E,országos szintű,Üzleti irányítás
resp3910,hálózat,TL,nyugati régió,Végrehajtás
resp3911,logisztika,E,országos szintű,Végrehajtás
resp3912,logisztika,E,országos szintű,Végrehajtás
resp3913,ellenőrzés,E,keleti régió,Üzleti irányítás
resp3914,hálózat,MM,keleti régió,Végrehajtás
resp3915,üzlet,E,keleti régió,Végrehajtás
resp3916,hálózat,TL,központi régió,Végrehajtás
resp3917,logisztika,E,országos szintű,Végrehajtás
resp3918,HR,E,keleti régió,Végrehajtás
resp3919,logisztika,E,országos szintű,Végrehajtás
resp3920,hálózat,E,központi régió,Üzleti irányítás
resp3921,ellenőrzés,TL,nyugati régió,Üzleti irányítás
resp3922,logisztika,E,központi régió,Végrehajtás
resp3923,hálózat,TL,központi régió,Végrehajtás
resp3924,IT,E,országos szintű,Szolgáltatás
resp3925,IT,E,nyugati régió,Szolgáltatás
resp3926,logisztika,E,nyugati régió,Végrehajtás
resp3927,hálózat,TL,nyugati régió,Végrehajtás
resp3928,üzlet,E,országos szintű,Végrehajtás
resp3929,hálózat,TL,keleti régió,Végrehajtás
resp3930,hálózat,TL,központi régió,Végrehajtás
resp3931,hálózat,TL,központi régió,Végrehajtás
resp3932,logisztika,E,országos szintű,Végrehajtás
resp3933,logisztika,E,országos szintű,Végrehajtás
resp3934,gazdálkodás,E,országos szintű,Társaságirányítás
resp3935,ellenőrzés,E,országos szintű,Társaságirányítás
resp3936,üzlet,E,nyugati régió,Végrehajtás
resp3937,hálózat,TL,központi régió,Végrehajtás
resp3938,hálózat,TL,keleti régió,Végrehajtás
resp3939,hálózat,TL,központi régió,Végrehajtás
resp3940,HR,E,keleti régió,Szolgáltatás
resp3941,gazdálkodás,E,országos szintű,Szolgáltatás
resp3942,HR,E,keleti régió,Szolgáltatás
resp3943,HR,E,központi régió,Szolgáltatás
resp3944,hálózat,TL,keleti régió,Végrehajtás
resp3945,gazdálkodás,E,központi régió,Végrehajtás
resp3946,hálózat,TL,keleti régió,Végrehajtás
resp3947,üzlet,E,országos szintű,Üzleti irányítás
resp3948,HR,E,keleti régió,Szolgáltatás
resp3949,hálózat,MM,keleti régió,Végrehajtás
resp3950,gazdálkodás,E,országos szintű,Szolgáltatás
resp3951,hálózat,TL,keleti régió,Végrehajtás
resp3952,hálózat,TL,keleti régió,Végrehajtás
resp3953,üzlet,E,országos szintű,Üzleti irányítás
resp3954,gazdálkodás,E,országos szintű,Szolgáltatás
resp3955,gazdálkodás,TL,országos szintű,Szolgáltatás
resp3956,hálózat,MM,keleti régió,Végrehajtás
resp3957,üzlet,E,keleti régió,Végrehajtás
resp3958,gazdálkodás,E,országos szintű,Szolgáltatás
resp3959,hálózat,MM,nyugati régió,Végrehajtás
resp3960,logisztika,E,keleti régió,Végrehajtás
resp3961,hálózat,E,keleti régió,Üzleti irányítás
resp3962,logisztika,E,országos szintű,Végrehajtás
resp3963,hálózat,TL,központi régió,Végrehajtás
resp3964,törzskari,E,országos szintű,Társaságirányítás
resp3965,hálózat,TL,nyugati régió,Végrehajtás
resp3966,hálózat,TL,keleti régió,Végrehajtás
resp3967,gazdálkodás,E,országos szintű,Szolgáltatás
resp3968,hálózat,TL,központi régió,Végrehajtás
resp3969,logisztika,E,keleti régió,Végrehajtás
resp3970,üzlet,E,országos szintű,Üzleti irányítás
resp3971,logisztika,E,központi régió,Végrehajtás
resp3972,hálózat,MM,nyugati régió,Végrehajtás
resp3973,logisztika,E,országos szintű,Végrehajtás
resp3974,logisztika,E,országos szintű,Végrehajtás
resp3975,gazdálkodás,E,országos szintű,Társaságirányítás
resp3976,hálózat,TL,központi régió,Végrehajtás
resp3977,hálózat,TL,keleti régió,Végrehajtás
resp3978,ellenőrzés,TL,országos szintű,Társaságirányítás
resp3979,üzlet,E,országos szintű,Végrehajtás
resp3980,hálózat,TL,központi régió,Végrehajtás
resp3981,hálózat,TL,központi régió,Végrehajtás
resp3982,HR,E,országos szintű,Társaságirányítás
resp3983,ellenőrzés,E,országos szintű,Társaságirányítás
resp3984,logisztika,E,országos szintű,Végrehajtás
resp3985,gazdálkodás,E,országos szintű,Szolgáltatás
resp3986,HR,E,országos szintű,Szolgáltatás
resp3987,hálózat,TL,nyugati régió,Végrehajtás
resp3988,logisztika,E,országos szintű,Végrehajtás
resp3989,hálózat,TM,nyugati régió,Üzleti irányítás
resp3990,üzlet,E,országos szintű,Végrehajtás
resp3991,ellenőrzés,E,nyugati régió,Üzleti irányítás
resp3992,hálózat,TL,központi régió,Végrehajtás
resp3993,hálózat,TL,központi régió,Végrehajtás
resp3994,üzlet,E,országos szintű,Szolgáltatás
resp3995,IT,E,országos szintű,Szolgáltatás
resp3996,gazdálkodás,E,nyugati régió,Szolgáltatás
resp3997,üzlet,E,országos szintű,Üzleti irányítás
resp3998,törzskari,E,országos szintű,Szolgáltatás
resp3999,hálózat,TL,nyugati régió,Végrehajtás
resp4000,logisztika,E,országos szintű,Végrehajtás
resp4001,hálózat,E,nyugati régió,Üzleti irányítás
resp4002,logisztika,E,nyugati régió,Végrehajtás
resp4003,hálózat,TL,nyugati régió,Végrehajtás
resp4004,üzlet,E,országos szintű,Végrehajtás
resp4005,törzskari,E,országos szintű,Társaságirányítás
resp4006,üzlet,E,keleti régió,Végrehajtás
resp4007,üzlet,E,országos szintű,Végrehajtás
resp4008,hálózat,MM,keleti régió,Végrehajtás
resp4009,hálózat,TL,keleti régió,Végrehajtás
resp4010,logisztika,E,országos szintű,Végrehajtás
resp4011,logisztika,E,országos szintű,Végrehajtás
resp4012,gazdálkodás,E,országos szintű,Társaságirányítás
resp4013,hálózat,MM,központi régió,Végrehajtás
resp4014,logisztika,E,nyugati régió,Végrehajtás
resp4015,üzlet,E,országos szintű,Végrehajtás
resp4016,logisztika,E,nyugati régió,Végrehajtás
resp4017,üzlet,E,országos szintű,Üzleti irányítás
resp4018,logisztika,E,keleti régió,Végrehajtás
resp4019,logisztika,E,országos szintű,Végrehajtás
resp4020,IT,E,országos szintű,Szolgáltatás
resp4021,hálózat,TL,nyugati régió,Végrehajtás
resp4022,biztonság,E,országos szintű,Szolgáltatás
resp4023,hálózat,MM,nyugati régió,Végrehajtás
resp4024,logisztika,E,országos szintű,Üzleti irányítás
resp4025,hálózat,TL,keleti régió,Végrehajtás
resp4026,hálózat,TL,nyugati régió,Végrehajtás
resp4027,logisztika,E,keleti régió,Végrehajtás
resp4028,HR,E,nyugati régió,Szolgáltatás
resp4029,törzskari,E,országos szintű,Társaságirányítás
resp4030,hálózat,TL,nyugati régió,Végrehajtás
resp4031,HR,E,nyugati régió,Végrehajtás
resp4032,üzlet,E,nyugati régió,Végrehajtás
resp4033,hálózat,MM,keleti régió,Végrehajtás
resp4034,IT,E,országos szintű,Szolgáltatás
resp4035,hálózat,TL,keleti régió,Végrehajtás
resp4036,IT,E,országos szintű,Szolgáltatás
resp4037,üzlet,E,országos szintű,Üzleti irányítás
resp4038,hálózat,TL,nyugati régió,Végrehajtás
resp4039,hálózat,TL,nyugati régió,Végrehajtás
resp4040,hálózat,TL,nyugati régió,Végrehajtás
resp4041,gazdálkodás,E,nyugati régió,Végrehajtás
resp4042,üzlet,E,országos szintű,Üzleti irányítás
resp4043,gazdálkodás,E,országos szintű,Szolgáltatás
resp4044,logisztika,E,országos szintű,Végrehajtás
resp4045,hálózat,MM,központi régió,Végrehajtás
resp4046,hálózat,TL,központi régió,Végrehajtás
resp4047,logisztika,E,országos szintű,Végrehajtás
resp4048,hálózat,TL,nyugati régió,Végrehajtás
resp4049,üzlet,TL,országos szintű,Üzleti irányítás
resp4050,HR,E,keleti régió,Szolgáltatás
resp4051,törzskari,E,országos szintű,Társaságirányítás
resp4052,üzlet,E,országos szintű,Üzleti irányítás
resp4053,logisztika,E,keleti régió,Végrehajtás
