,src,dst,weight
0,resp10,resp1210,3
1,resp10,resp3,6
2,resp10,resp4148,1
3,resp10,resp6220,1
4,resp1002,resp2865,2
5,resp1002,resp4088,2
6,resp1004,resp1416,2
7,resp1004,resp2616,6
8,resp1004,resp2926,6
9,resp1004,resp3064,4
10,resp1004,resp4195,6
11,resp1005,resp11,5
12,resp1005,resp358,1
13,resp1005,resp3823,5
14,resp1005,resp3860,1
15,resp1005,resp3916,4
16,resp1005,resp417,1
17,resp1005,resp5361,1
18,resp1005,resp6254,5
19,resp1006,resp2567,1
20,resp1006,resp3125,1
21,resp1006,resp3488,5
22,resp1006,resp5144,2
23,resp1006,resp5292,1
24,resp1008,resp2577,1
25,resp1008,resp3210,5
26,resp1008,resp3251,3
27,resp1008,resp4484,1
28,resp1008,resp5955,1
29,resp1012,resp2258,1
30,resp1012,resp5208,1
31,resp1013,resp2290,1
32,resp1013,resp286,3
33,resp1013,resp5220,3
34,resp1013,resp553,6
35,resp1013,resp6093,5
36,resp1013,resp6220,3
37,resp1016,resp247,2
38,resp1016,resp5720,5
39,resp1016,resp5731,3
40,resp1016,resp719,1
41,resp1018,resp2558,1
42,resp1018,resp2638,1
43,resp1018,resp3606,5
44,resp1018,resp4018,3
45,resp1018,resp4247,1
46,resp1018,resp668,3
47,resp1018,resp828,6
48,resp1019,resp1997,1
49,resp1019,resp4654,6
50,resp1019,resp6229,1
51,resp1020,resp2159,6
52,resp1022,resp11,5
53,resp1022,resp1376,5
54,resp1022,resp2143,1
55,resp1022,resp2161,1
56,resp1022,resp2915,3
57,resp1022,resp3414,2
58,resp1022,resp6196,2
59,resp1022,resp96,3
60,resp1028,resp1820,3
61,resp1028,resp3366,1
62,resp1028,resp3567,3
63,resp1028,resp3840,6
64,resp1028,resp420,6
65,resp1028,resp4598,5
66,resp1029,resp1024,1
67,resp1029,resp1580,1
68,resp1029,resp3989,1
69,resp1029,resp434,1
70,resp1029,resp4410,1
71,resp1029,resp4774,4
72,resp1029,resp5244,1
73,resp1029,resp5771,2
74,resp1033,resp1429,2
75,resp1033,resp301,2
76,resp1033,resp3781,1
77,resp1033,resp85,2
78,resp1035,resp1063,3
79,resp1035,resp2959,4
80,resp1035,resp4020,2
81,resp1035,resp6074,2
82,resp1035,resp6257,3
83,resp1038,resp1545,1
84,resp1038,resp2249,1
85,resp1039,resp1163,3
86,resp1039,resp51,1
87,resp1039,resp545,1
88,resp1039,resp5560,1
89,resp1042,resp1038,1
90,resp1042,resp1257,4
91,resp1042,resp1841,2
92,resp1042,resp2681,5
93,resp1042,resp3613,1
94,resp1042,resp4172,1
95,resp1042,resp4717,2
96,resp1043,resp1545,1
97,resp1043,resp1841,1
98,resp1043,resp2055,1
99,resp1043,resp2249,1
100,resp1043,resp2979,1
101,resp1043,resp3458,1
102,resp1043,resp3752,5
103,resp1043,resp5871,1
104,resp1043,resp742,1
105,resp1048,resp1376,2
106,resp1048,resp2435,1
107,resp1048,resp2441,3
108,resp1048,resp2481,1
109,resp1048,resp3316,1
110,resp1048,resp3773,1
111,resp1048,resp3982,1
112,resp1048,resp4743,1
113,resp1048,resp4928,5
114,resp1048,resp5289,4
115,resp1048,resp5577,1
116,resp1048,resp6117,2
117,resp1048,resp854,1
118,resp1049,resp1282,1
119,resp1049,resp1934,4
120,resp1049,resp318,3
121,resp1049,resp4470,1
122,resp1049,resp4699,4
123,resp1049,resp5790,3
124,resp1049,resp6133,1
125,resp1049,resp6216,2
126,resp105,resp1025,2
127,resp105,resp1164,1
128,resp105,resp2249,1
129,resp105,resp2351,2
130,resp105,resp3031,1
131,resp105,resp3447,1
132,resp105,resp3458,1
133,resp105,resp3738,3
134,resp105,resp5551,2
135,resp105,resp5570,2
136,resp105,resp5663,2
137,resp1053,resp1368,1
138,resp1053,resp1719,1
139,resp1053,resp2106,1
140,resp1053,resp2339,1
141,resp1053,resp3705,1
142,resp1053,resp4141,1
143,resp1053,resp4145,4
144,resp1053,resp4701,1
145,resp1053,resp4771,2
146,resp1053,resp4786,1
147,resp1053,resp5622,1
148,resp1053,resp577,4
149,resp1053,resp5974,3
150,resp1053,resp6038,1
151,resp1053,resp6187,1
152,resp1054,resp213,1
153,resp1054,resp3035,1
154,resp1054,resp3995,1
155,resp1054,resp5470,1
156,resp1054,resp5839,2
157,resp1056,resp1185,1
158,resp1056,resp1487,2
159,resp1056,resp1523,1
160,resp1056,resp262,1
161,resp1056,resp2648,1
162,resp1056,resp2831,1
163,resp1056,resp2877,2
164,resp1056,resp3545,5
165,resp1056,resp4367,1
166,resp1056,resp437,1
167,resp1056,resp4789,1
168,resp1056,resp6064,3
169,resp1056,resp6081,4
170,resp1060,resp1156,1
171,resp1060,resp1158,1
172,resp1060,resp1210,3
173,resp1060,resp2377,1
174,resp1060,resp2461,3
175,resp1060,resp2475,1
176,resp1060,resp4720,3
177,resp1060,resp4962,4
178,resp1060,resp5580,1
179,resp1060,resp6009,3
180,resp1060,resp6113,3
181,resp1062,resp1607,3
182,resp1062,resp2954,2
183,resp1062,resp4418,4
184,resp1062,resp4436,1
185,resp1062,resp6028,1
186,resp1066,resp1472,1
187,resp1066,resp188,2
188,resp1066,resp4873,4
189,resp1066,resp5494,1
190,resp1067,resp3977,6
191,resp1067,resp4819,1
192,resp1067,resp5944,5
193,resp1069,resp2271,2
194,resp1069,resp4372,3
195,resp1069,resp4655,3
196,resp1069,resp6233,6
197,resp1070,resp3328,1
198,resp1070,resp3627,6
199,resp1070,resp5975,3
200,resp1071,resp1376,1
201,resp1071,resp2161,1
202,resp1071,resp2824,1
203,resp1071,resp4928,2
204,resp1071,resp5060,1
205,resp1073,resp1534,4
206,resp1073,resp2461,2
207,resp1073,resp2746,1
208,resp1073,resp3448,5
209,resp1073,resp4935,1
210,resp1074,resp19,4
211,resp1074,resp2910,5
212,resp1074,resp3428,2
213,resp1078,resp1908,1
214,resp1078,resp4377,1
215,resp1078,resp5715,1
216,resp1078,resp893,1
217,resp1078,resp894,5
218,resp1083,resp1210,2
219,resp1083,resp573,6
220,resp1084,resp188,2
221,resp1084,resp469,1
222,resp1084,resp5494,3
223,resp1085,resp2461,1
224,resp1085,resp2855,1
225,resp1085,resp3448,6
226,resp1085,resp4449,1
227,resp1091,resp2438,1
228,resp1091,resp27,3
229,resp1091,resp3434,1
230,resp1091,resp3536,2
231,resp1091,resp4298,2
232,resp1091,resp5045,1
233,resp1091,resp5047,1
234,resp1091,resp6025,1
235,resp1091,resp716,1
236,resp1091,resp876,1
237,resp1094,resp2041,5
238,resp1094,resp5164,5
239,resp1094,resp5713,1
240,resp1095,resp1717,3
241,resp1095,resp1785,1
242,resp1095,resp1969,3
243,resp1095,resp2666,2
244,resp1095,resp2991,1
245,resp1095,resp4592,6
246,resp1095,resp4840,2
247,resp1095,resp528,4
248,resp1095,resp6255,1
249,resp1095,resp64,1
250,resp1096,resp1359,1
251,resp1096,resp2762,1
252,resp1096,resp3015,6
253,resp1096,resp3989,2
254,resp1096,resp6007,5
255,resp1097,resp1307,3
256,resp1097,resp1598,1
257,resp1097,resp2163,2
258,resp1097,resp4390,2
259,resp1097,resp4523,3
260,resp11,resp1325,1
261,resp11,resp1376,1
262,resp11,resp2824,1
263,resp11,resp2969,1
264,resp11,resp3414,5
265,resp11,resp3822,1
266,resp11,resp3823,3
267,resp11,resp4088,2
268,resp11,resp5488,1
269,resp11,resp5924,5
270,resp11,resp597,1
271,resp11,resp845,1
272,resp11,resp96,1
273,resp110,resp3008,1
274,resp110,resp3781,1
275,resp110,resp3861,1
276,resp110,resp402,1
277,resp1101,resp1851,1
278,resp1101,resp2300,3
279,resp1101,resp3484,3
280,resp1101,resp488,1
281,resp1101,resp490,1
282,resp1101,resp4935,6
283,resp1101,resp5390,2
284,resp1101,resp5800,1
285,resp1101,resp6093,1
286,resp1101,resp715,5
287,resp1104,resp1641,1
288,resp1104,resp1701,1
289,resp1104,resp2041,1
290,resp1104,resp3006,3
291,resp1104,resp3014,1
292,resp1104,resp3067,2
293,resp1104,resp3620,1
294,resp1104,resp3749,2
295,resp1104,resp5153,6
296,resp1104,resp5873,1
297,resp1104,resp622,1
298,resp1105,resp1130,4
299,resp1105,resp4926,6
300,resp1105,resp5330,1
301,resp1105,resp5351,3
302,resp1111,resp1881,3
303,resp1111,resp2747,1
304,resp1111,resp2820,3
305,resp1111,resp3215,1
306,resp1111,resp4309,4
307,resp1111,resp4914,4
308,resp1116,resp1600,1
309,resp1116,resp2106,3
310,resp1116,resp2339,1
311,resp1116,resp3005,3
312,resp1116,resp3007,2
313,resp1116,resp4771,2
314,resp1116,resp494,1
315,resp1116,resp5786,2
316,resp1119,resp1791,1
317,resp1119,resp2416,1
318,resp1119,resp2581,1
319,resp1119,resp4670,3
320,resp1119,resp4953,1
321,resp1119,resp5484,4
322,resp1119,resp5913,1
323,resp1119,resp910,2
324,resp112,resp3193,6
325,resp1120,resp1355,6
326,resp1120,resp2732,1
327,resp1120,resp4113,5
328,resp1120,resp6041,1
329,resp1121,resp1334,3
330,resp1121,resp2072,1
331,resp1121,resp2654,2
332,resp1121,resp2831,6
333,resp1121,resp4778,5
334,resp1121,resp534,5
335,resp1122,resp3473,1
336,resp1122,resp4136,2
337,resp1122,resp5944,3
338,resp1123,resp4656,6
339,resp1123,resp5267,3
340,resp1123,resp5617,1
341,resp1127,resp35,6
342,resp1127,resp725,1
343,resp1127,resp793,1
344,resp1128,resp2126,2
345,resp1128,resp235,2
346,resp1128,resp337,3
347,resp1128,resp5853,1
348,resp1129,resp1305,1
349,resp1129,resp1311,3
350,resp1129,resp3892,6
351,resp1130,resp30,1
352,resp1130,resp3193,5
353,resp1130,resp5351,3
354,resp1130,resp6075,1
355,resp1133,resp1136,3
356,resp1133,resp1138,2
357,resp1133,resp1170,5
358,resp1133,resp1184,1
359,resp1133,resp1191,6
360,resp1133,resp1210,1
361,resp1133,resp2890,1
362,resp1133,resp3142,1
363,resp1133,resp4571,1
364,resp1133,resp947,3
365,resp1135,resp4365,2
366,resp1135,resp4390,3
367,resp1135,resp4543,6
368,resp1135,resp6274,2
369,resp1136,resp1133,3
370,resp1136,resp1151,1
371,resp1136,resp1155,1
372,resp1136,resp1170,5
373,resp1136,resp2034,3
374,resp1138,resp1160,3
375,resp1138,resp1168,1
376,resp1138,resp1170,1
377,resp1138,resp1204,2
378,resp1138,resp1210,1
379,resp1138,resp1222,1
380,resp1138,resp2290,1
381,resp1138,resp3059,2
382,resp1138,resp3480,1
383,resp1138,resp3562,1
384,resp1138,resp5199,1
385,resp1138,resp6220,1
386,resp1139,resp1947,2
387,resp1139,resp2467,1
388,resp1139,resp3711,4
389,resp1139,resp4997,2
390,resp1139,resp5123,3
391,resp114,resp1689,1
392,resp114,resp2726,1
393,resp114,resp2846,4
394,resp114,resp3340,1
395,resp114,resp3487,2
396,resp114,resp3542,2
397,resp114,resp3575,1
398,resp114,resp3755,1
399,resp114,resp3765,3
400,resp114,resp3991,2
401,resp114,resp4329,1
402,resp114,resp4774,1
403,resp114,resp541,2
404,resp114,resp5635,1
405,resp114,resp6187,1
406,resp1142,resp3488,2
407,resp1143,resp1114,2
408,resp1143,resp4604,1
409,resp1143,resp488,3
410,resp1143,resp5169,1
411,resp1143,resp5562,1
412,resp1145,resp1183,1
413,resp1145,resp170,1
414,resp1145,resp3051,1
415,resp1145,resp5535,1
416,resp1146,resp1196,1
417,resp1146,resp1198,5
418,resp1146,resp1947,1
419,resp1146,resp3711,1
420,resp1146,resp3832,4
421,resp1146,resp4405,2
422,resp1146,resp5123,5
423,resp1146,resp6108,2
424,resp1146,resp812,1
425,resp1146,resp997,2
426,resp1148,resp1163,1
427,resp1148,resp1167,4
428,resp1148,resp1204,2
429,resp1148,resp1545,1
430,resp1148,resp2249,1
431,resp1148,resp3280,1
432,resp1148,resp3447,1
433,resp1148,resp5199,1
434,resp1148,resp5303,2
435,resp1148,resp6010,2
436,resp1148,resp944,2
437,resp115,resp4442,5
438,resp115,resp4754,3
439,resp1151,resp1133,3
440,resp1151,resp1170,6
441,resp1151,resp1184,3
442,resp1151,resp1190,3
443,resp1151,resp1814,1
444,resp1151,resp4237,2
445,resp1151,resp4571,1
446,resp1151,resp5237,1
447,resp1151,resp5822,1
448,resp1151,resp5913,1
449,resp1151,resp767,2
450,resp1152,resp1164,6
451,resp1152,resp1472,1
452,resp1152,resp4426,1
453,resp1152,resp4571,1
454,resp1152,resp51,5
455,resp1152,resp545,4
456,resp1152,resp5810,3
457,resp1153,resp1147,1
458,resp1153,resp1545,1
459,resp1153,resp3480,3
460,resp1153,resp51,1
461,resp1159,resp1134,1
462,resp1159,resp1208,6
463,resp1159,resp2161,1
464,resp1159,resp4298,1
465,resp1159,resp4563,1
466,resp1159,resp930,1
467,resp1160,resp1138,4
468,resp1160,resp1156,1
469,resp1160,resp1460,1
470,resp1160,resp1996,1
471,resp1160,resp3574,1
472,resp1160,resp647,1
473,resp1161,resp1772,1
474,resp1161,resp2249,1
475,resp1161,resp2824,1
476,resp1161,resp3447,2
477,resp1161,resp3989,1
478,resp1161,resp4643,1
479,resp1161,resp6009,1
480,resp1162,resp1161,1
481,resp1162,resp2249,1
482,resp1162,resp3152,5
483,resp1162,resp3480,1
484,resp1162,resp3844,4
485,resp1162,resp4880,2
486,resp1162,resp4951,1
487,resp1162,resp5731,2
488,resp1162,resp6009,1
489,resp1162,resp719,5
490,resp1162,resp907,1
491,resp1163,resp2320,6
492,resp1163,resp2321,6
493,resp1166,resp1692,1
494,resp1166,resp3390,4
495,resp1166,resp344,2
496,resp1166,resp4643,1
497,resp1167,resp1138,1
498,resp1167,resp1148,1
499,resp1167,resp1163,1
500,resp1167,resp1204,1
501,resp1167,resp5199,1
502,resp1167,resp6010,2
503,resp1169,resp1187,3
504,resp117,resp2376,2
505,resp117,resp2428,6
506,resp1170,resp1138,2
507,resp1170,resp1151,3
508,resp1170,resp1156,2
509,resp1170,resp1184,1
510,resp1170,resp1186,1
511,resp1170,resp1191,1
512,resp1170,resp1199,1
513,resp1170,resp2461,1
514,resp1170,resp4237,1
515,resp1170,resp4643,1
516,resp1172,resp1132,2
517,resp1172,resp1159,1
518,resp1172,resp1170,1
519,resp1172,resp1208,5
520,resp1173,resp1133,3
521,resp1173,resp1188,2
522,resp1173,resp1191,2
523,resp1173,resp2647,3
524,resp1173,resp2849,2
525,resp1173,resp2974,2
526,resp1173,resp3362,4
527,resp1173,resp5535,2
528,resp1174,resp1085,1
529,resp1174,resp1289,1
530,resp1174,resp2461,1
531,resp1174,resp3283,2
532,resp1174,resp3411,2
533,resp1174,resp3448,5
534,resp1174,resp4935,3
535,resp1174,resp5913,1
536,resp118,resp235,1
537,resp118,resp3494,1
538,resp118,resp3973,4
539,resp118,resp5835,5
540,resp1181,resp1156,1
541,resp1181,resp1165,1
542,resp1181,resp1179,2
543,resp1181,resp3480,1
544,resp1181,resp4237,1
545,resp1181,resp6009,1
546,resp1183,resp1165,1
547,resp1183,resp1188,5
548,resp1183,resp1701,2
549,resp1183,resp4541,1
550,resp1183,resp5535,1
551,resp1183,resp5618,1
552,resp1184,resp1151,2
553,resp1184,resp1170,3
554,resp1184,resp1191,2
555,resp1184,resp1195,2
556,resp1184,resp3562,1
557,resp1184,resp3921,1
558,resp1184,resp4180,1
559,resp1184,resp4280,1
560,resp1185,resp1121,1
561,resp1185,resp1545,3
562,resp1185,resp2055,3
563,resp1185,resp2072,3
564,resp1185,resp2249,6
565,resp1185,resp2654,2
566,resp1185,resp3447,1
567,resp1185,resp3458,1
568,resp1185,resp6009,1
569,resp1187,resp1147,1
570,resp1187,resp1170,1
571,resp1187,resp1186,1
572,resp1187,resp1199,1
573,resp1187,resp1210,1
574,resp1187,resp2072,1
575,resp1187,resp3562,1
576,resp1187,resp4237,3
577,resp1188,resp1161,1
578,resp1188,resp1165,1
579,resp1188,resp1490,1
580,resp1188,resp170,3
581,resp1188,resp1701,4
582,resp1188,resp2397,2
583,resp1188,resp5153,2
584,resp1188,resp5523,1
585,resp1188,resp5618,2
586,resp1188,resp5965,2
587,resp1191,resp1133,2
588,resp1191,resp1138,1
589,resp1191,resp1151,2
590,resp1191,resp1170,6
591,resp1191,resp1184,4
592,resp1191,resp1188,1
593,resp1191,resp1195,3
594,resp1191,resp1210,1
595,resp1191,resp4237,2
596,resp1191,resp4571,2
597,resp1192,resp1614,1
598,resp1192,resp362,1
599,resp1192,resp5618,4
600,resp1192,resp5898,1
601,resp1194,resp2222,1
602,resp1194,resp3634,3
603,resp1194,resp4777,1
604,resp1194,resp5182,1
605,resp1199,resp1136,2
606,resp1199,resp1170,5
607,resp1199,resp1186,3
608,resp1199,resp1187,1
609,resp1199,resp1202,1
610,resp1199,resp2034,2
611,resp1199,resp3711,1
612,resp1199,resp4997,1
613,resp1202,resp1187,4
614,resp1204,resp1138,2
615,resp1204,resp1210,2
616,resp1204,resp2290,3
617,resp1204,resp3480,2
618,resp1204,resp5199,1
619,resp1204,resp5303,1
620,resp1206,resp1882,2
621,resp1206,resp2152,1
622,resp1206,resp2952,2
623,resp1206,resp3879,1
624,resp1206,resp3961,2
625,resp1206,resp4571,1
626,resp1206,resp4633,1
627,resp1206,resp5884,4
628,resp1208,resp1134,1
629,resp1208,resp1147,1
630,resp1208,resp1164,1
631,resp1208,resp1170,2
632,resp1208,resp1185,1
633,resp1208,resp1376,3
634,resp1208,resp2161,2
635,resp1208,resp2249,1
636,resp1208,resp2969,1
637,resp1208,resp4237,1
638,resp1208,resp4761,2
639,resp1208,resp96,1
640,resp1209,resp1785,4
641,resp1209,resp2950,1
642,resp1209,resp4574,6
643,resp1210,resp1147,1
644,resp1210,resp2461,1
645,resp1210,resp3,1
646,resp1210,resp3480,2
647,resp1210,resp5601,2
648,resp1210,resp573,1
649,resp1211,resp1153,2
650,resp1211,resp1171,2
651,resp1211,resp2049,1
652,resp1211,resp2983,1
653,resp1211,resp51,1
654,resp1212,resp1371,6
655,resp1213,resp1161,2
656,resp1213,resp1389,3
657,resp1213,resp1477,5
658,resp1213,resp2050,1
659,resp1213,resp2150,2
660,resp1213,resp5331,1
661,resp1213,resp5928,1
662,resp1214,resp11,6
663,resp1214,resp1376,4
664,resp1214,resp2161,1
665,resp1214,resp2865,1
666,resp1214,resp3594,2
667,resp1214,resp466,1
668,resp1214,resp4761,1
669,resp1214,resp5488,1
670,resp1214,resp96,1
671,resp1217,resp1304,1
672,resp1217,resp2479,1
673,resp122,resp1658,5
674,resp122,resp2955,2
675,resp122,resp5179,2
676,resp1223,resp1138,1
677,resp1223,resp1169,3
678,resp1223,resp1179,3
679,resp1223,resp1187,1
680,resp1223,resp1222,1
681,resp1223,resp2290,1
682,resp1223,resp3660,1
683,resp1223,resp4237,1
684,resp1223,resp4563,3
685,resp1223,resp6220,1
686,resp1223,resp997,1
687,resp1224,resp1161,5
688,resp1224,resp700,1
689,resp1224,resp925,1
690,resp1226,resp1018,3
691,resp1226,resp4247,1
692,resp1226,resp828,1
693,resp1228,resp793,6
694,resp1229,resp1587,6
695,resp1229,resp2373,2
696,resp1232,resp2079,1
697,resp1232,resp4296,3
698,resp1232,resp4904,2
699,resp1234,resp2275,1
700,resp1234,resp3049,1
701,resp1235,resp102,1
702,resp1235,resp1183,3
703,resp1237,resp2039,1
704,resp1237,resp2250,1
705,resp1237,resp4656,1
706,resp1237,resp558,1
707,resp1238,resp11,2
708,resp1238,resp120,1
709,resp1238,resp1236,1
710,resp1238,resp1507,2
711,resp1238,resp1554,2
712,resp1238,resp3435,1
713,resp1238,resp3823,2
714,resp1238,resp4921,2
715,resp1238,resp5802,3
716,resp1239,resp1956,1
717,resp1239,resp2237,1
718,resp1239,resp2242,1
719,resp1239,resp3520,1
720,resp1239,resp4918,1
721,resp1239,resp5261,1
722,resp124,resp2826,2
723,resp124,resp2915,2
724,resp124,resp3432,3
725,resp124,resp3871,2
726,resp124,resp4606,2
727,resp124,resp591,1
728,resp1240,resp231,4
729,resp1240,resp3305,1
730,resp1240,resp6039,1
731,resp1241,resp1411,1
732,resp1241,resp1608,1
733,resp1241,resp1960,2
734,resp1241,resp2221,5
735,resp1241,resp3009,2
736,resp1241,resp37,1
737,resp1241,resp5397,3
738,resp1241,resp5588,1
739,resp1241,resp5847,1
740,resp1241,resp870,2
741,resp1242,resp1538,1
742,resp1242,resp3974,6
743,resp1242,resp5779,3
744,resp1245,resp1717,6
745,resp1245,resp2947,1
746,resp1245,resp3710,1
747,resp1245,resp3884,5
748,resp1245,resp4574,1
749,resp1245,resp548,4
750,resp1245,resp794,6
751,resp125,resp2187,3
752,resp125,resp2649,3
753,resp125,resp4683,1
754,resp125,resp512,4
755,resp125,resp6083,1
756,resp1252,resp4451,2
757,resp1252,resp4799,1
758,resp1253,resp1514,1
759,resp1253,resp3358,1
760,resp1253,resp3595,6
761,resp1253,resp3618,1
762,resp1253,resp3794,4
763,resp1253,resp5710,5
764,resp1253,resp5910,6
765,resp1255,resp2388,4
766,resp1255,resp3496,1
767,resp1255,resp4483,1
768,resp1259,resp1386,2
769,resp1259,resp1904,1
770,resp1259,resp413,1
771,resp1259,resp4761,3
772,resp1259,resp91,1
773,resp126,resp1721,1
774,resp126,resp1730,1
775,resp126,resp2090,2
776,resp126,resp2102,2
777,resp126,resp2128,1
778,resp126,resp2290,1
779,resp126,resp2535,2
780,resp126,resp3111,4
781,resp126,resp3316,1
782,resp126,resp357,1
783,resp126,resp410,4
784,resp126,resp5892,1
785,resp126,resp6159,1
786,resp126,resp80,1
787,resp1262,resp1734,1
788,resp1262,resp2653,2
789,resp1262,resp3161,1
790,resp1262,resp3651,5
791,resp1262,resp4034,2
792,resp1262,resp4657,4
793,resp1265,resp3590,1
794,resp1265,resp4762,1
795,resp1265,resp89,4
796,resp1268,resp1975,2
797,resp1268,resp3829,1
798,resp1268,resp5788,2
799,resp1268,resp6171,2
800,resp1268,resp6173,5
801,resp1269,resp156,1
802,resp1269,resp3026,1
803,resp1269,resp5083,5
804,resp1269,resp5112,1
805,resp1269,resp881,1
806,resp1271,resp1121,1
807,resp1271,resp1306,4
808,resp1271,resp2078,3
809,resp1271,resp261,2
810,resp1271,resp2831,2
811,resp1271,resp380,5
812,resp1271,resp4723,1
813,resp1271,resp4789,2
814,resp1271,resp690,4
815,resp1275,resp2567,2
816,resp1275,resp4120,2
817,resp1275,resp5227,1
818,resp1275,resp562,2
819,resp1275,resp974,1
820,resp1279,resp1844,4
821,resp1279,resp2362,1
822,resp1279,resp5032,3
823,resp1280,resp5957,1
824,resp1281,resp3181,5
825,resp1281,resp3594,1
826,resp1281,resp3981,4
827,resp1281,resp5875,2
828,resp1282,resp1472,2
829,resp1282,resp232,4
830,resp1282,resp4470,1
831,resp1282,resp6216,4
832,resp1284,resp1776,1
833,resp1284,resp2055,1
834,resp1284,resp5275,1
835,resp1284,resp5343,6
836,resp1288,resp1286,3
837,resp1288,resp1960,2
838,resp1288,resp2221,2
839,resp1288,resp37,2
840,resp1288,resp4164,2
841,resp1288,resp775,3
842,resp1288,resp777,2
843,resp1289,resp1463,2
844,resp1289,resp195,1
845,resp1289,resp2618,2
846,resp1289,resp2891,5
847,resp1289,resp3982,2
848,resp129,resp2271,4
849,resp129,resp4372,2
850,resp129,resp6116,1
851,resp129,resp6233,1
852,resp1290,resp1038,2
853,resp1290,resp2049,2
854,resp1290,resp2333,1
855,resp1290,resp2339,2
856,resp1290,resp5539,1
857,resp1290,resp844,5
858,resp1292,resp1253,2
859,resp1292,resp178,2
860,resp1292,resp3794,3
861,resp1292,resp4778,5
862,resp1292,resp5012,1
863,resp1292,resp5071,2
864,resp1292,resp5870,3
865,resp1292,resp5910,2
866,resp1292,resp738,1
867,resp1294,resp297,5
868,resp1294,resp3313,2
869,resp1294,resp3586,4
870,resp1294,resp597,1
871,resp1294,resp790,1
872,resp1296,resp2572,1
873,resp1296,resp3508,1
874,resp1296,resp3665,1
875,resp1296,resp4379,1
876,resp1297,resp1377,2
877,resp1297,resp6174,6
878,resp1297,resp91,1
879,resp1299,resp1448,1
880,resp1299,resp2915,6
881,resp1299,resp3923,1
882,resp1299,resp5077,2
883,resp1299,resp5262,6
884,resp1305,resp1311,4
885,resp1305,resp3011,1
886,resp1305,resp3264,2
887,resp1305,resp5980,4
888,resp1306,resp1833,1
889,resp1306,resp2176,2
890,resp1306,resp2831,5
891,resp1306,resp3512,1
892,resp1306,resp3524,3
893,resp1306,resp3545,1
894,resp1306,resp380,1
895,resp1306,resp4444,1
896,resp1306,resp4789,5
897,resp1307,resp1097,3
898,resp1307,resp1250,2
899,resp1307,resp1983,1
900,resp1307,resp2163,2
901,resp1307,resp255,1
902,resp1307,resp314,1
903,resp1307,resp3224,1
904,resp1307,resp3311,5
905,resp1307,resp3525,1
906,resp1307,resp4390,2
907,resp1307,resp608,1
908,resp1307,resp819,1
909,resp1310,resp1790,5
910,resp1310,resp1808,2
911,resp1310,resp3301,2
912,resp1310,resp3415,4
913,resp1310,resp4690,3
914,resp1310,resp6189,3
915,resp1311,resp1305,1
916,resp1311,resp1313,4
917,resp1311,resp2602,4
918,resp1311,resp2634,1
919,resp1311,resp3011,1
920,resp1311,resp3264,1
921,resp1311,resp3972,4
922,resp1311,resp4326,1
923,resp1311,resp4774,1
924,resp1311,resp595,1
925,resp1311,resp5980,4
926,resp1311,resp608,1
927,resp1314,resp143,4
928,resp1314,resp2918,2
929,resp1317,resp1065,4
930,resp1317,resp1496,1
931,resp1317,resp3608,6
932,resp1317,resp4756,1
933,resp1317,resp549,3
934,resp1317,resp5749,2
935,resp1319,resp5727,6
936,resp1324,resp35,2
937,resp1324,resp4549,2
938,resp1324,resp5300,5
939,resp1324,resp6244,2
940,resp1325,resp1909,1
941,resp1325,resp2373,1
942,resp1325,resp2601,1
943,resp1325,resp3283,2
944,resp1325,resp4790,3
945,resp1325,resp4815,3
946,resp1326,resp4904,1
947,resp1326,resp5376,3
948,resp1329,resp3404,1
949,resp1329,resp4261,1
950,resp1329,resp5942,2
951,resp133,resp1078,1
952,resp133,resp1908,3
953,resp133,resp1933,1
954,resp133,resp2831,1
955,resp133,resp4377,1
956,resp133,resp4444,1
957,resp133,resp6081,1
958,resp133,resp894,1
959,resp1330,resp1858,1
960,resp1330,resp2145,3
961,resp1330,resp2328,1
962,resp1330,resp4059,1
963,resp1330,resp4574,1
964,resp1330,resp510,5
965,resp1330,resp5151,2
966,resp1330,resp5197,2
967,resp1330,resp5999,4
968,resp1330,resp6255,1
969,resp1330,resp64,1
970,resp1330,resp870,1
971,resp1332,resp1443,1
972,resp1332,resp1872,1
973,resp1332,resp4548,1
974,resp1332,resp4867,2
975,resp1332,resp5408,2
976,resp1332,resp71,3
977,resp1332,resp881,1
978,resp1332,resp947,5
979,resp1334,resp1121,4
980,resp1334,resp1185,1
981,resp1334,resp2072,1
982,resp1334,resp2831,1
983,resp1334,resp4778,2
984,resp1334,resp5181,1
985,resp1334,resp534,1
986,resp1334,resp5705,1
987,resp1339,resp1043,3
988,resp1339,resp1460,1
989,resp1339,resp1841,3
990,resp1339,resp302,1
991,resp1339,resp3752,2
992,resp1339,resp4483,1
993,resp1339,resp4801,1
994,resp1340,resp1121,1
995,resp1340,resp1227,2
996,resp1340,resp1704,5
997,resp1340,resp274,5
998,resp1340,resp4262,4
999,resp1340,resp534,1
1000,resp1340,resp6257,6
1001,resp1341,resp1091,1
1002,resp1341,resp3088,1
1003,resp1341,resp3665,1
1004,resp1341,resp4085,1
1005,resp1341,resp4298,1
1006,resp1341,resp5047,6
1007,resp1341,resp956,4
1008,resp1341,resp957,1
1009,resp1347,resp2001,1
1010,resp1347,resp3156,1
1011,resp1347,resp4360,1
1012,resp1347,resp5314,1
1013,resp1349,resp1975,3
1014,resp1349,resp2824,6
