,src,dst,weight
8832,resp4068,resp132,1
8833,resp4068,resp1518,3
8834,resp4068,resp1631,1
8835,resp4068,resp3540,1
8836,resp4068,resp369,5
8837,resp4068,resp3949,1
8838,resp4068,resp4646,1
8839,resp4068,resp5083,1
8840,resp4068,resp5148,3
8841,resp4068,resp5465,1
8842,resp4068,resp5727,1
8843,resp4068,resp881,1
8844,resp4068,resp947,4
8845,resp4069,resp5478,4
8846,resp4069,resp5547,4
8847,resp4069,resp5548,1
8848,resp4069,resp664,3
8849,resp407,resp2255,2
8850,resp407,resp514,1
8851,resp4074,resp2069,2
8852,resp4074,resp2541,1
8853,resp4074,resp515,6
8854,resp4079,resp3061,1
8855,resp4079,resp3989,3
8856,resp4079,resp4001,1
8857,resp4079,resp4166,1
8858,resp4079,resp4326,4
8859,resp4079,resp4774,4
8860,resp4079,resp5713,3
8861,resp4079,resp6074,1
8862,resp4080,resp3315,3
8863,resp4080,resp5202,1
8864,resp4080,resp5210,1
8865,resp4080,resp5528,3
8866,resp4082,resp1447,5
8867,resp4082,resp2903,4
8868,resp4082,resp3221,1
8869,resp4083,resp2319,1
8870,resp4083,resp2970,1
8871,resp4083,resp3159,5
8872,resp4083,resp3479,3
8873,resp4083,resp354,2
8874,resp4083,resp557,1
8875,resp4086,resp2562,5
8876,resp4086,resp351,2
8877,resp4086,resp400,3
8878,resp4086,resp4830,4
8879,resp4086,resp498,5
8880,resp4086,resp98,1
8881,resp4087,resp3209,6
8882,resp4087,resp4096,6
8883,resp4087,resp5424,6
8884,resp4088,resp1002,6
8885,resp4088,resp11,6
8886,resp4088,resp2865,5
8887,resp4088,resp3823,4
8888,resp4088,resp5437,2
8889,resp4088,resp5880,1
8890,resp409,resp3693,3
8891,resp409,resp4120,2
8892,resp409,resp4390,4
8893,resp409,resp608,1
8894,resp4095,resp1410,3
8895,resp4095,resp2236,1
8896,resp4095,resp2720,1
8897,resp4095,resp3293,5
8898,resp4095,resp398,5
8899,resp4095,resp4374,3
8900,resp4095,resp727,3
8901,resp4096,resp213,1
8902,resp4096,resp2654,2
8903,resp4096,resp3209,1
8904,resp4096,resp5839,1
8905,resp4098,resp1462,2
8906,resp4098,resp1882,3
8907,resp4098,resp2380,2
8908,resp4098,resp2930,2
8909,resp4098,resp3108,1
8910,resp4098,resp323,2
8911,resp4098,resp3505,1
8912,resp4098,resp4283,1
8913,resp4098,resp4571,2
8914,resp4098,resp5237,3
8915,resp4098,resp558,1
8916,resp4098,resp5864,1
8917,resp4098,resp611,1
8918,resp4098,resp965,2
8919,resp410,resp2055,2
8920,resp410,resp2128,1
8921,resp410,resp3111,2
8922,resp410,resp5586,6
8923,resp410,resp6098,2
8924,resp410,resp6159,2
8925,resp4100,resp2580,3
8926,resp4100,resp2646,5
8927,resp4100,resp3505,5
8928,resp4100,resp3940,1
8929,resp4100,resp4138,2
8930,resp4100,resp5913,3
8931,resp4101,resp3006,1
8932,resp4101,resp4571,2
8933,resp4101,resp4633,2
8934,resp4101,resp5617,1
8935,resp4101,resp5884,5
8936,resp4105,resp2576,3
8937,resp4105,resp4266,2
8938,resp4105,resp5159,5
8939,resp4106,resp1911,1
8940,resp4106,resp2854,4
8941,resp4106,resp4874,2
8942,resp4106,resp53,1
8943,resp4106,resp5455,3
8944,resp4106,resp6078,4
8945,resp4107,resp1701,2
8946,resp4107,resp4943,1
8947,resp4108,resp2322,6
8948,resp4108,resp272,4
8949,resp4108,resp3006,3
8950,resp4108,resp3014,5
8951,resp4108,resp3455,5
8952,resp4108,resp5153,1
8953,resp4113,resp1120,2
8954,resp4113,resp1355,6
8955,resp4113,resp1411,1
8956,resp4113,resp2107,1
8957,resp4113,resp2732,3
8958,resp4113,resp341,1
8959,resp4113,resp3494,3
8960,resp4113,resp6041,1
8961,resp4114,resp1504,4
8962,resp4114,resp2475,6
8963,resp4114,resp3320,1
8964,resp4116,resp2116,2
8965,resp4116,resp2133,2
8966,resp4116,resp2339,1
8967,resp4116,resp3000,2
8968,resp4116,resp4145,4
8969,resp4116,resp4771,2
8970,resp4116,resp4828,4
8971,resp4116,resp562,1
8972,resp4116,resp5786,5
8973,resp4116,resp6261,1
8974,resp4117,resp1759,1
8975,resp4117,resp1874,1
8976,resp4117,resp3356,5
8977,resp4117,resp3494,6
8978,resp4118,resp3414,6
8979,resp4118,resp556,1
8980,resp4118,resp6204,2
8981,resp4119,resp1038,1
8982,resp4119,resp1291,1
8983,resp4119,resp1545,1
8984,resp4119,resp2049,5
8985,resp4119,resp4695,5
8986,resp4119,resp6016,4
8987,resp4119,resp844,2
8988,resp4123,resp1074,1
8989,resp4123,resp1316,1
8990,resp4123,resp19,2
8991,resp4123,resp2468,1
8992,resp4123,resp2910,1
8993,resp4123,resp3825,1
8994,resp4127,resp1411,1
8995,resp4127,resp145,3
8996,resp4127,resp2170,1
8997,resp4127,resp2221,1
8998,resp4127,resp2491,6
8999,resp4127,resp3282,1
9000,resp4127,resp4809,4
9001,resp4127,resp504,4
9002,resp4127,resp5213,1
9003,resp4127,resp5962,1
9004,resp4127,resp6200,1
9005,resp4128,resp1321,1
9006,resp4128,resp1606,2
9007,resp4128,resp2703,1
9008,resp4128,resp3458,1
9009,resp4128,resp3620,4
9010,resp4128,resp4240,1
9011,resp4128,resp90,4
9012,resp4129,resp5148,5
9013,resp4129,resp5429,1
9014,resp4129,resp5727,3
9015,resp4129,resp82,1
9016,resp413,resp96,4
9017,resp4137,resp1282,4
9018,resp4137,resp2735,4
9019,resp4137,resp4470,4
9020,resp4137,resp4504,3
9021,resp4138,resp2646,3
9022,resp4138,resp4100,2
9023,resp4138,resp5913,2
9024,resp4140,resp4101,3
9025,resp4140,resp5884,2
9026,resp4142,resp2509,1
9027,resp4142,resp3297,1
9028,resp4142,resp3899,1
9029,resp4142,resp3949,3
9030,resp4143,resp2394,2
9031,resp4143,resp2622,1
9032,resp4143,resp3088,4
9033,resp4143,resp3756,1
9034,resp4143,resp837,3
9035,resp4145,resp1053,2
9036,resp4145,resp1116,1
9037,resp4145,resp1368,1
9038,resp4145,resp1600,1
9039,resp4145,resp2116,1
9040,resp4145,resp2133,3
9041,resp4145,resp3005,4
9042,resp4145,resp4141,1
9043,resp4145,resp4256,2
9044,resp4145,resp4771,1
9045,resp4145,resp4828,1
9046,resp4145,resp5786,1
9047,resp4148,resp10,4
9048,resp4148,resp1932,1
9049,resp4148,resp2353,2
9050,resp4148,resp3,6
9051,resp4148,resp3030,2
9052,resp4148,resp4902,2
9053,resp4148,resp507,1
9054,resp4150,resp2408,1
9055,resp4150,resp2502,1
9056,resp4150,resp4129,1
9057,resp4150,resp4175,1
9058,resp4150,resp5650,4
9059,resp4150,resp5727,5
9060,resp4150,resp5955,1
9061,resp4150,resp745,1
9062,resp4151,resp3293,5
9063,resp4151,resp4374,2
9064,resp4152,resp490,4
9065,resp4152,resp4927,4
9066,resp4152,resp5980,1
9067,resp4155,resp1571,1
9068,resp4155,resp1931,1
9069,resp4155,resp2635,1
9070,resp4155,resp2869,2
9071,resp4155,resp3715,1
9072,resp4155,resp4574,1
9073,resp4156,resp1943,5
9074,resp4156,resp240,1
9075,resp4156,resp2753,1
9076,resp4156,resp5599,2
9077,resp4156,resp5804,3
9078,resp4159,resp1411,4
9079,resp4159,resp1932,2
9080,resp4159,resp4601,1
9081,resp4159,resp4809,1
9082,resp4159,resp5610,1
9083,resp4159,resp5629,3
9084,resp4165,resp4899,1
9085,resp4165,resp6103,5
9086,resp4166,resp1071,1
9087,resp4166,resp2374,1
9088,resp4166,resp2824,1
9089,resp4166,resp3989,3
9090,resp4166,resp4001,1
9091,resp4166,resp4390,1
9092,resp4166,resp4414,2
9093,resp4166,resp4897,1
9094,resp4166,resp5201,1
9095,resp4166,resp5884,1
9096,resp4169,resp1316,2
9097,resp4169,resp1882,1
9098,resp4169,resp2983,1
9099,resp4169,resp3751,1
9100,resp4169,resp4571,6
9101,resp4169,resp5465,2
9102,resp4169,resp5617,3
9103,resp4169,resp5884,4
9104,resp4172,resp1038,5
9105,resp4172,resp1164,1
9106,resp4172,resp1545,1
9107,resp4172,resp2055,1
9108,resp4172,resp2249,1
9109,resp4172,resp2343,4
9110,resp4172,resp2681,2
9111,resp4179,resp1429,4
9112,resp4179,resp4495,3
9113,resp4179,resp4611,1
9114,resp4179,resp5466,1
9115,resp4179,resp85,3
9116,resp418,resp1841,1
9117,resp418,resp3613,4
9118,resp418,resp4959,3
9119,resp418,resp5592,1
9120,resp418,resp589,1
9121,resp418,resp61,1
9122,resp4180,resp1170,1
9123,resp4180,resp1177,4
9124,resp4180,resp1184,1
9125,resp4180,resp1188,2
9126,resp4180,resp170,1
9127,resp4180,resp2190,3
9128,resp4180,resp2816,1
9129,resp4180,resp3252,1
9130,resp4180,resp3362,1
9131,resp4180,resp4261,2
9132,resp4180,resp4280,4
9133,resp4180,resp4317,3
9134,resp4181,resp1064,1
9135,resp4181,resp1541,1
9136,resp4181,resp172,1
9137,resp4181,resp3198,5
9138,resp4181,resp4426,2
9139,resp4181,resp4809,1
9140,resp4182,resp1607,6
9141,resp4182,resp1830,4
9142,resp4182,resp2954,1
9143,resp4182,resp3203,2
9144,resp4182,resp40,6
9145,resp4182,resp4436,1
9146,resp4182,resp4804,2
9147,resp4182,resp6028,2
9148,resp4184,resp1010,1
9149,resp4184,resp1124,3
9150,resp4184,resp4254,1
9151,resp4184,resp748,5
9152,resp4184,resp905,1
9153,resp4192,resp2017,5
9154,resp4192,resp3663,4
9155,resp4192,resp3763,2
9156,resp4192,resp475,1
9157,resp4192,resp527,5
9158,resp4192,resp5517,1
9159,resp4192,resp5694,1
9160,resp4195,resp1416,6
9161,resp4195,resp1904,1
9162,resp4195,resp2616,2
9163,resp4195,resp2926,1
9164,resp4195,resp946,1
9165,resp4195,resp96,1
9166,resp4196,resp2659,1
9167,resp4196,resp2903,1
9168,resp4196,resp3221,5
9169,resp4197,resp3448,6
9170,resp4198,resp1734,2
9171,resp4198,resp1827,1
9172,resp4198,resp1997,2
9173,resp4198,resp2128,4
9174,resp4198,resp2593,2
9175,resp4198,resp2950,1
9176,resp4198,resp3537,2
9177,resp4198,resp5586,1
9178,resp4198,resp5982,2
9179,resp4198,resp6229,1
9180,resp4198,resp676,1
9181,resp4199,resp1137,3
9182,resp4199,resp1152,1
9183,resp4199,resp1678,1
9184,resp4199,resp3148,1
9185,resp4199,resp5674,3
9186,resp420,resp1396,3
9187,resp420,resp1820,1
9188,resp420,resp2228,2
9189,resp420,resp2797,2
9190,resp420,resp2830,1
9191,resp420,resp3449,1
9192,resp420,resp3567,2
9193,resp420,resp4326,2
9194,resp420,resp4598,1
9195,resp420,resp5840,2
9196,resp420,resp5993,1
9197,resp4202,resp1413,1
9198,resp4202,resp213,1
9199,resp4202,resp2584,1
9200,resp4202,resp2654,5
9201,resp4202,resp3537,4
9202,resp4202,resp4212,1
9203,resp4202,resp4657,1
9204,resp4202,resp4923,4
9205,resp4202,resp5539,1
9206,resp4202,resp6074,5
9207,resp4204,resp4571,1
9208,resp4204,resp473,4
9209,resp4204,resp5727,1
9210,resp4206,resp2659,1
9211,resp4206,resp3221,5
9212,resp4206,resp3756,1
9213,resp4206,resp4298,4
9214,resp4206,resp5620,1
9215,resp4206,resp5698,6
9216,resp4208,resp5267,5
9217,resp4208,resp5617,4
9218,resp4209,resp1588,1
9219,resp4209,resp2720,1
9220,resp4209,resp5382,4
9221,resp4209,resp5773,4
9222,resp4209,resp6226,5
9223,resp4209,resp948,1
9224,resp4217,resp1163,1
9225,resp4217,resp2660,1
9226,resp4217,resp4224,3
9227,resp4217,resp51,1
9228,resp4219,resp145,1
9229,resp4219,resp1593,1
9230,resp4219,resp350,3
9231,resp4219,resp3795,2
9232,resp4219,resp4089,2
9233,resp4219,resp4094,1
9234,resp4219,resp4334,4
9235,resp4219,resp4537,1
9236,resp4219,resp4809,1
9237,resp4219,resp5385,5
9238,resp4219,resp5398,3
9239,resp4221,resp2890,5
9240,resp4221,resp3725,5
9241,resp4221,resp3808,4
9242,resp4221,resp476,2
9243,resp4223,resp1088,3
9244,resp4223,resp3971,1
9245,resp4223,resp4056,1
9246,resp4223,resp4417,3
9247,resp4223,resp4915,1
9248,resp4223,resp5416,1
9249,resp4223,resp5502,1
9250,resp4223,resp737,2
9251,resp4223,resp784,1
9252,resp4226,resp1379,1
9253,resp4226,resp1771,5
9254,resp4226,resp413,3
9255,resp4226,resp415,1
9256,resp4226,resp5496,3
9257,resp4226,resp5520,6
9258,resp4226,resp5686,1
9259,resp4230,resp1161,5
9260,resp4230,resp2333,1
9261,resp4230,resp5847,2
9262,resp4230,resp971,1
9263,resp4232,resp1373,2
9264,resp4232,resp2989,3
9265,resp4232,resp3575,1
9266,resp4232,resp3755,1
9267,resp4232,resp4231,4
9268,resp4232,resp5244,3
9269,resp4232,resp6187,2
9270,resp4234,resp1447,1
9271,resp4234,resp2903,1
9272,resp4234,resp3970,4
9273,resp4234,resp482,1
9274,resp4234,resp4991,2
9275,resp4234,resp5848,2
9276,resp4235,resp1559,2
9277,resp4235,resp2699,1
9278,resp4235,resp4442,6
9279,resp4235,resp4794,2
9280,resp4235,resp4822,4
9281,resp4237,resp1138,3
9282,resp4237,resp1147,6
9283,resp4237,resp1179,3
9284,resp4237,resp1210,3
9285,resp4237,resp2290,2
9286,resp4237,resp3480,1
9287,resp4238,resp1227,1
9288,resp4238,resp6257,2
9289,resp4240,resp1472,6
9290,resp4240,resp1606,6
9291,resp4240,resp2073,1
9292,resp4240,resp2954,1
9293,resp4240,resp3067,4
9294,resp4240,resp3620,5
9295,resp4240,resp483,1
9296,resp4241,resp1723,6
9297,resp4241,resp22,1
9298,resp4241,resp2480,5
9299,resp4243,resp510,1
9300,resp4243,resp5949,3
9301,resp4243,resp659,1
9302,resp4244,resp2543,4
9303,resp4244,resp4093,1
9304,resp4245,resp1778,4
9305,resp4245,resp297,1
9306,resp4245,resp3586,6
9307,resp4245,resp3887,4
9308,resp4245,resp536,4
9309,resp4245,resp597,4
9310,resp4245,resp790,1
9311,resp4246,resp3613,5
9312,resp4246,resp5321,5
9313,resp4247,resp1964,3
9314,resp4247,resp22,1
9315,resp4247,resp2558,3
9316,resp4247,resp4330,1
9317,resp4247,resp4816,1
9318,resp4247,resp6212,2
9319,resp4250,resp1395,1
9320,resp4250,resp1804,1
9321,resp4250,resp2191,3
9322,resp4250,resp2312,6
9323,resp4250,resp3035,1
9324,resp4250,resp3545,1
9325,resp4250,resp5349,3
9326,resp4250,resp5505,5
9327,resp4250,resp6197,3
9328,resp4253,resp1306,1
9329,resp4253,resp1833,3
9330,resp4253,resp261,3
9331,resp4253,resp2852,1
9332,resp4253,resp306,1
9333,resp4253,resp380,6
9334,resp4253,resp690,6
9335,resp4253,resp853,3
9336,resp4255,resp1378,1
9337,resp4255,resp1379,2
9338,resp4255,resp1667,1
9339,resp4255,resp1716,3
9340,resp4255,resp4056,1
9341,resp4255,resp5411,4
9342,resp4255,resp5726,4
9343,resp4257,resp283,6
9344,resp4257,resp4994,1
9345,resp4257,resp5359,1
9346,resp4258,resp1428,3
9347,resp4258,resp3673,3
9348,resp4258,resp447,1
9349,resp4258,resp4681,1
9350,resp4258,resp870,1
9351,resp4259,resp1071,1
9352,resp4259,resp4928,2
9353,resp4259,resp5577,1
9354,resp4259,resp5882,1
9355,resp426,resp1097,1
9356,resp426,resp1598,6
9357,resp426,resp2163,3
9358,resp426,resp4523,2
9359,resp426,resp4532,3
9360,resp426,resp5200,6
9361,resp426,resp5201,2
9362,resp4261,resp1188,3
9363,resp4261,resp1701,2
9364,resp4261,resp2024,5
9365,resp4261,resp3159,5
9366,resp4261,resp5618,5
9367,resp4261,resp5942,4
9368,resp4263,resp3356,1
9369,resp4263,resp3494,1
9370,resp4264,resp1356,2
9371,resp4264,resp214,6
9372,resp4264,resp3006,3
9373,resp4264,resp4316,3
9374,resp4264,resp5873,1
9375,resp4264,resp6248,1
9376,resp4266,resp132,4
9377,resp4266,resp1882,4
9378,resp4266,resp2039,1
9379,resp4266,resp3170,3
9380,resp4266,resp3949,1
9381,resp4266,resp4571,1
9382,resp4266,resp4903,4
9383,resp4266,resp5429,2
9384,resp4266,resp5837,3
9385,resp4268,resp1,1
9386,resp4268,resp1464,1
9387,resp4268,resp1795,1
9388,resp4268,resp3406,1
9389,resp4268,resp3777,1
9390,resp4268,resp4045,1
9391,resp4268,resp4898,1
9392,resp4268,resp5714,1
9393,resp4268,resp6263,1
9394,resp4268,resp7,3
9395,resp4269,resp2414,1
9396,resp4269,resp3258,1
9397,resp4269,resp5153,6
9398,resp4271,resp3536,1
9399,resp4271,resp3875,5
9400,resp4271,resp3881,2
9401,resp4271,resp4298,1
9402,resp4271,resp4734,1
9403,resp4271,resp5098,1
9404,resp4271,resp716,2
9405,resp4271,resp722,3
9406,resp4272,resp1606,1
9407,resp4272,resp1829,1
9408,resp4272,resp2938,1
9409,resp4272,resp2954,4
9410,resp4272,resp40,1
9411,resp4272,resp514,3
9412,resp4274,resp1150,2
9413,resp4274,resp1472,1
9414,resp4274,resp2720,1
9415,resp4274,resp4374,1
9416,resp4274,resp4969,4
9417,resp4274,resp5401,1
9418,resp4274,resp5508,2
9419,resp4275,resp1376,1
9420,resp4275,resp4448,2
9421,resp4275,resp5489,2
9422,resp4275,resp91,3
9423,resp4275,resp96,1
9424,resp4275,resp999,3
9425,resp428,resp1838,3
9426,resp428,resp2615,3
9427,resp428,resp4085,1
9428,resp428,resp427,1
9429,resp428,resp5047,2
9430,resp4280,resp1170,4
9431,resp4280,resp1184,5
9432,resp4280,resp1191,1
9433,resp4280,resp1195,1
9434,resp4280,resp1223,1
9435,resp4280,resp4563,1
9436,resp4284,resp3665,1
9437,resp4285,resp1680,3
9438,resp4285,resp2872,4
9439,resp4285,resp3371,1
9440,resp4285,resp494,1
9441,resp4285,resp5567,1
9442,resp4285,resp5621,2
9443,resp4285,resp5774,1
9444,resp4285,resp5970,3
9445,resp4285,resp6038,2
9446,resp4285,resp6279,1
9447,resp4285,resp913,5
9448,resp4287,resp1371,3
9449,resp4287,resp1403,1
9450,resp4287,resp1848,5
9451,resp4287,resp4120,6
9452,resp4287,resp4390,5
9453,resp4287,resp879,4
9454,resp4288,resp2461,3
9455,resp4288,resp3448,3
9456,resp4289,resp2543,5
9457,resp4289,resp4244,3
9458,resp429,resp1574,3
9459,resp429,resp3322,2
9460,resp429,resp3606,1
9461,resp429,resp508,1
9462,resp429,resp828,1
9463,resp4292,resp2947,1
9464,resp4292,resp2983,1
9465,resp4292,resp4130,1
9466,resp4292,resp448,2
9467,resp4292,resp5950,1
9468,resp4293,resp101,2
9469,resp4293,resp208,4
9470,resp4293,resp2781,4
9471,resp4293,resp3746,3
9472,resp4293,resp3960,1
9473,resp4293,resp5859,3
9474,resp4293,resp6002,6
9475,resp4293,resp927,1
9476,resp4295,resp27,4
9477,resp4295,resp3221,5
9478,resp4295,resp4206,6
9479,resp4295,resp5422,1
9480,resp4295,resp5620,6
9481,resp4295,resp622,2
9482,resp4296,resp1232,5
9483,resp4296,resp2079,1
9484,resp4296,resp309,2
9485,resp4297,resp11,1
9486,resp4297,resp1507,1
9487,resp4297,resp2392,1
9488,resp4297,resp411,1
9489,resp4297,resp417,3
9490,resp4298,resp2659,1
9491,resp4298,resp2903,1
9492,resp4298,resp3221,6
9493,resp4298,resp3756,1
9494,resp4299,resp1183,2
9495,resp4299,resp1298,1
9496,resp4299,resp4977,5
9497,resp4299,resp5309,2
9498,resp43,resp2305,1
9499,resp43,resp2578,1
9500,resp43,resp2832,1
9501,resp43,resp3674,4
9502,resp43,resp3780,1
9503,resp43,resp3975,1
9504,resp43,resp4643,1
9505,resp43,resp4799,4
9506,resp43,resp5914,1
9507,resp43,resp647,1
9508,resp43,resp736,2
9509,resp43,resp875,2
9510,resp4301,resp1026,1
9511,resp4301,resp1710,1
9512,resp4301,resp4372,3
9513,resp4301,resp4655,2
9514,resp4301,resp5418,4
9515,resp4301,resp6233,2
9516,resp4301,resp677,3
9517,resp4302,resp2854,1
9518,resp4302,resp4054,1
9519,resp4306,resp4208,1
9520,resp4306,resp4571,2
9521,resp4306,resp5106,1
9522,resp4306,resp5267,4
9523,resp4306,resp5617,4
9524,resp4306,resp5788,1
9525,resp4308,resp10,1
9526,resp4308,resp1175,1
9527,resp4308,resp3780,1
9528,resp4308,resp3893,1
9529,resp4308,resp4418,1
9530,resp4308,resp4643,1
9531,resp4311,resp1309,1
9532,resp4311,resp2511,3
9533,resp4311,resp2846,1
9534,resp4311,resp3311,1
9535,resp4311,resp3972,1
9536,resp4311,resp4710,1
9537,resp4311,resp4774,1
9538,resp4311,resp5130,1
9539,resp4311,resp5831,2
9540,resp4311,resp67,2
9541,resp4312,resp2440,6
9542,resp4312,resp2967,3
9543,resp4312,resp4800,4
9544,resp4312,resp896,3
9545,resp4313,resp1965,1
9546,resp4313,resp2010,6
9547,resp4313,resp3400,1
9548,resp4313,resp466,6
9549,resp4315,resp1703,1
9550,resp4315,resp3213,1
9551,resp4315,resp3772,5
9552,resp4315,resp4033,5
9553,resp4315,resp901,6
9554,resp4318,resp1071,1
9555,resp4318,resp1212,1
9556,resp4318,resp1371,2
9557,resp4318,resp1376,1
9558,resp4318,resp1474,3
9559,resp4318,resp207,5
9560,resp4318,resp2553,5
9561,resp4318,resp2557,1
9562,resp4318,resp6178,3
9563,resp4318,resp96,1
9564,resp4319,resp2303,1
9565,resp4319,resp2986,1
9566,resp4319,resp3358,2
9567,resp4321,resp104,4
9568,resp4321,resp5427,3
9569,resp4321,resp5667,6
9570,resp4321,resp665,5
9571,resp4322,resp1786,1
9572,resp4322,resp2854,2
9573,resp4322,resp4302,1
9574,resp4322,resp6078,1
9575,resp4323,resp2797,1
9576,resp4323,resp5318,1
9577,resp4323,resp5486,5
9578,resp4324,resp11,4
9579,resp4324,resp4088,4
9580,resp4324,resp411,1
9581,resp4324,resp4693,1
9582,resp4324,resp5734,1
9583,resp4325,resp1071,1
9584,resp4325,resp1376,1
9585,resp4325,resp1476,1
9586,resp4325,resp4013,1
9587,resp4325,resp96,1
9588,resp4326,resp3989,1
9589,resp4326,resp595,5
9590,resp4327,resp1490,1
9591,resp4327,resp2477,1
9592,resp4327,resp2947,4
9593,resp4327,resp2983,3
9594,resp4327,resp448,3
9595,resp4327,resp5643,2
9596,resp4327,resp756,3
9597,resp4328,resp1313,6
9598,resp4328,resp1851,1
9599,resp4328,resp2374,3
9600,resp4328,resp294,3
9601,resp4328,resp3965,2
9602,resp4330,resp1799,1
9603,resp4330,resp2558,5
9604,resp4330,resp3392,3
9605,resp4330,resp502,1
9606,resp4330,resp6212,2
9607,resp4330,resp828,2
9608,resp4331,resp1376,1
9609,resp4331,resp2143,5
9610,resp4331,resp2751,1
9611,resp4331,resp5488,1
9612,resp4331,resp951,1
9613,resp4333,resp1651,4
9614,resp4333,resp3259,6
9615,resp4333,resp3629,1
9616,resp4333,resp4678,1
9617,resp4333,resp4834,2
9618,resp4333,resp5954,3
9619,resp4333,resp6197,1
9620,resp4333,resp736,1
9621,resp4334,resp1784,5
9622,resp4334,resp3650,5
9623,resp4334,resp395,5
9624,resp4334,resp4219,5
9625,resp4334,resp4537,1
9626,resp4336,resp3259,4
9627,resp4336,resp4678,2
9628,resp4336,resp6108,1
9629,resp4336,resp997,1
9630,resp4337,resp1667,2
9631,resp4337,resp1693,6
9632,resp4337,resp1841,2
9633,resp4337,resp2085,1
9634,resp4337,resp35,2
9635,resp4337,resp3613,4
9636,resp4337,resp4584,6
9637,resp4337,resp5774,1
9638,resp4338,resp3008,1
9639,resp4338,resp3781,5
9640,resp4338,resp3790,1
9641,resp4338,resp3861,1
9642,resp4338,resp402,1
9643,resp4338,resp4432,1
9644,resp4338,resp85,2
9645,resp434,resp1024,2
9646,resp434,resp1029,6
9647,resp434,resp2096,1
9648,resp434,resp4120,2
9649,resp434,resp5771,6
9650,resp434,resp7,3
9651,resp4340,resp3072,5
9652,resp4340,resp4169,1
9653,resp4340,resp4903,1
9654,resp4340,resp5516,1
9655,resp4340,resp5522,1
9656,resp4340,resp968,1
9657,resp4341,resp3387,1
9658,resp4341,resp4421,5
9659,resp4341,resp5149,1
9660,resp4341,resp6042,1
9661,resp4341,resp6122,3
9662,resp4341,resp6174,4
9663,resp4342,resp145,1
9664,resp4342,resp171,1
9665,resp4342,resp2802,1
9666,resp4342,resp4417,4
9667,resp4342,resp4845,1
9668,resp4342,resp4915,4
9669,resp4342,resp721,2
9670,resp4342,resp737,3
9671,resp4345,resp2290,1
9672,resp4345,resp231,1
9673,resp4345,resp2982,1
9674,resp4345,resp309,1
9675,resp4345,resp3699,4
9676,resp4345,resp5481,5
9677,resp4345,resp573,1
9678,resp4345,resp6016,1
9679,resp4345,resp6220,1
9680,resp4347,resp2646,2
9681,resp4347,resp3505,5
9682,resp4347,resp3626,5
9683,resp4347,resp4100,6
9684,resp4347,resp4138,6
9685,resp4348,resp1428,1
9686,resp4348,resp447,3
9687,resp4348,resp5526,1
9688,resp4349,resp2828,4
9689,resp4349,resp2947,1
9690,resp4349,resp2965,3
9691,resp4349,resp2983,5
9692,resp4349,resp3825,4
9693,resp435,resp2289,1
9694,resp435,resp3602,4
9695,resp435,resp4520,2
9696,resp435,resp4857,4
9697,resp435,resp5332,2
9698,resp435,resp5783,3
9699,resp4352,resp1097,4
9700,resp4352,resp1250,1
9701,resp4352,resp1307,1
9702,resp4352,resp1536,1
9703,resp4352,resp2163,5
9704,resp4352,resp4349,1
9705,resp4352,resp4390,1
9706,resp4352,resp4523,5
9707,resp4352,resp879,5
9708,resp4356,resp1656,3
9709,resp4356,resp1846,3
9710,resp4356,resp3938,1
9711,resp4356,resp4129,3
9712,resp4356,resp4175,3
9713,resp4356,resp4569,2
9714,resp4356,resp5429,2
9715,resp4356,resp5727,6
9716,resp4356,resp745,1
9717,resp4357,resp1136,3
9718,resp4357,resp4767,2
9719,resp4357,resp595,1
9720,resp4357,resp6187,4
9721,resp4358,resp1253,1
9722,resp4358,resp3358,2
9723,resp4358,resp3595,5
9724,resp4358,resp5370,4
9725,resp4358,resp5380,2
9726,resp4358,resp5710,4
9727,resp4358,resp5910,1
9728,resp4358,resp5973,5
9729,resp436,resp1316,5
9730,resp436,resp2069,1
9731,resp436,resp2152,1
9732,resp436,resp2541,1
9733,resp436,resp3825,1
9734,resp436,resp5048,1
9735,resp436,resp5727,1
9736,resp436,resp6055,5
9737,resp436,resp6071,6
9738,resp4360,resp1391,1
9739,resp4360,resp3545,3
9740,resp4360,resp5271,1
9741,resp4360,resp5314,5
9742,resp4360,resp5960,5
9743,resp4363,resp1161,1
9744,resp4363,resp1595,6
9745,resp4363,resp5526,1
9746,resp4363,resp5588,3
9747,resp4363,resp5623,1
9748,resp4363,resp5729,2
9749,resp4363,resp5847,1
9750,resp4363,resp870,2
9751,resp4365,resp4390,3
9752,resp4365,resp4543,3
9753,resp4365,resp6274,1
9754,resp4365,resp879,6
9755,resp4366,resp1534,1
9756,resp4366,resp2525,2
9757,resp4366,resp2787,1
9758,resp4366,resp3626,2
9759,resp4366,resp3942,1
9760,resp4366,resp5517,2
9761,resp4366,resp5913,1
9762,resp4369,resp1209,2
9763,resp4369,resp2328,1
9764,resp4369,resp2950,6
9765,resp4369,resp4574,2
9766,resp4369,resp916,1
9767,resp4372,resp1817,2
9768,resp4372,resp2859,2
9769,resp4372,resp3887,1
9770,resp4372,resp466,5
9771,resp4372,resp4761,1
9772,resp4372,resp6233,3
9773,resp4373,resp1373,3
9774,resp4373,resp2300,2
9775,resp4373,resp2439,4
9776,resp4373,resp288,1
9777,resp4373,resp3755,1
9778,resp4373,resp3989,3
9779,resp4373,resp4166,1
