src,dst,final_weights
resp2549,resp231,0.3756521739130434
resp2549,resp4374,0.09391304347826085
resp2549,resp4496,0.09391304347826085
resp2549,resp5328,0.31304347826086953
resp2549,resp6088,0.09391304347826085
resp255,resp1250,0.48
resp255,resp1307,0.048
resp255,resp2110,0.048
resp255,resp2163,0.5760000000000001
resp255,resp3989,0.048
resp255,resp608,0.14400000000000002
resp255,resp819,0.21600000000000003
resp255,resp88,0.048
resp2552,resp3734,0.3657142857142857
resp2552,resp3851,0.4571428571428571
resp2552,resp3989,0.045714285714285714
resp2552,resp4326,0.13714285714285715
resp2552,resp5788,0.4571428571428571
resp2552,resp5840,0.045714285714285714
resp2552,resp595,0.045714285714285714
resp2552,resp6173,0.13714285714285715
resp2555,resp1071,0.07
resp2555,resp1214,0.07
resp2555,resp1376,0.07
resp2555,resp1644,0.07
resp2555,resp1709,0.21000000000000002
resp2555,resp2173,0.31500000000000006
resp2555,resp2235,0.21000000000000002
resp2555,resp4093,0.07
resp2555,resp4693,0.07
resp2555,resp597,0.07
resp2555,resp610,0.07
resp2555,resp91,0.8400000000000001
resp2555,resp96,0.07
resp2555,resp999,0.21000000000000002
resp2557,resp1371,0.4430769230769231
resp2557,resp1848,0.03692307692307692
resp2557,resp6020,0.16615384615384615
resp2557,resp6221,0.16615384615384615
resp2558,resp1210,0.195
resp2558,resp1723,0.195
resp2558,resp2333,0.065
resp2558,resp2461,0.195
resp2558,resp2480,0.065
resp2558,resp2503,0.6499999999999999
resp2558,resp2890,0.065
resp2558,resp4330,0.065
resp2558,resp5203,0.195
resp2558,resp5663,0.195
resp2558,resp6061,0.2925
resp2558,resp6212,0.065
resp2558,resp828,0.065
resp2559,resp2461,0.18
resp2559,resp2746,0.48
resp2559,resp3448,0.04
resp2559,resp4948,0.04
resp2559,resp6009,0.18
resp2559,resp6113,0.48
resp2559,resp6191,0.12
resp2559,resp620,0.12
resp256,resp103,0.12
resp2563,resp1188,0.135
resp2563,resp1210,0.045
resp2563,resp1687,0.2025
resp2563,resp1701,0.045
resp2563,resp3159,0.45
resp2563,resp3526,0.045
resp2563,resp3550,0.045
resp2563,resp5523,0.45
resp2563,resp766,0.45
resp2566,resp2378,0.5142857142857142
resp2566,resp2940,0.42857142857142855
resp2566,resp4872,0.04285714285714286
resp2566,resp5788,0.04285714285714286
resp2566,resp6171,0.04285714285714286
resp2567,resp1995,0.065
resp2567,resp2649,0.065
resp2567,resp3311,0.52
resp2567,resp3328,0.195
resp2567,resp3488,0.195
resp2567,resp3989,0.065
resp2567,resp4001,0.065
resp2567,resp4326,0.065
resp2567,resp4390,0.065
resp2567,resp4774,0.52
resp2567,resp595,0.195
resp2567,resp608,0.065
resp2567,resp615,0.2925
resp257,resp1150,0.06
resp257,resp2236,0.06
resp257,resp3293,0.27
resp257,resp398,0.06
resp257,resp4374,0.06
resp257,resp4797,0.6
resp257,resp4969,0.48
resp257,resp5401,0.18
resp257,resp5508,0.06
resp257,resp6039,0.06
resp2571,resp1376,0.04363636363636364
resp2571,resp2012,0.3490909090909091
resp2571,resp2133,0.5236363636363636
resp2571,resp2771,0.13090909090909092
resp2571,resp4558,0.04363636363636364
resp2571,resp4687,0.3490909090909091
resp2571,resp4828,0.04363636363636364
resp2571,resp96,0.19636363636363635
resp2572,resp159,0.04615384615384615
resp2572,resp3369,0.3692307692307692
resp2572,resp3508,0.20769230769230768
resp2572,resp3665,0.13846153846153844
resp2572,resp4284,0.20769230769230768
resp2575,resp1209,0.11076923076923076
resp2575,resp1785,0.36923076923076925
resp2575,resp4574,0.36923076923076925
resp2575,resp729,0.03692307692307692
resp2576,resp1879,0.39999999999999997
resp2576,resp4571,0.04
resp2577,resp2160,0.2025
resp2577,resp3052,0.54
resp2577,resp3188,0.2025
resp2577,resp3210,0.135
resp2577,resp3317,0.135
resp2577,resp3736,0.045
resp2577,resp4484,0.045
resp2577,resp5771,0.045
resp2577,resp5955,0.45
resp2578,resp4214,0.162
resp2578,resp4458,0.162
resp2578,resp6234,0.28800000000000003
resp258,resp5924,0.12
resp2580,resp1534,0.096
resp2580,resp3505,0.32
resp2580,resp4100,0.096
resp2580,resp5913,0.384
resp2581,resp1534,0.15750000000000003
resp2581,resp3644,0.035
resp2581,resp4050,0.28
resp2581,resp4471,0.35000000000000003
resp2581,resp4670,0.28
resp2581,resp5484,0.35000000000000003
resp2581,resp5593,0.10500000000000001
resp2582,resp1435,0.43636363636363634
resp2582,resp3393,0.05454545454545454
resp2582,resp4089,0.24545454545454545
resp2582,resp4812,0.16363636363636364
resp2582,resp5817,0.05454545454545454
resp2585,resp1075,0.18
resp2592,resp1282,0.672
resp2592,resp1472,0.055999999999999994
resp2592,resp232,0.055999999999999994
resp2592,resp3136,0.055999999999999994
resp2592,resp4804,0.252
resp2592,resp5684,0.055999999999999994
resp2592,resp6216,0.16799999999999998
resp2593,resp1131,0.12
resp2593,resp2378,0.12
resp2593,resp3800,0.12
resp2593,resp4640,0.12
resp2593,resp5586,0.12
resp2593,resp5654,0.12
resp2593,resp6098,0.12
resp2593,resp892,0.12
resp2595,resp5588,0.04
resp2595,resp6103,0.39999999999999997
resp2595,resp870,0.18
resp2596,resp2284,0.55
resp2596,resp2511,0.05500000000000001
resp2596,resp3052,0.16500000000000004
resp2596,resp3535,0.44000000000000006
resp2596,resp3542,0.2475
resp2596,resp4229,0.05500000000000001
resp2596,resp4394,0.05500000000000001
resp2596,resp4543,0.05500000000000001
resp2596,resp4544,0.05500000000000001
resp2596,resp5831,0.2475
resp2596,resp6274,0.16500000000000004
resp2597,resp2127,0.11454545454545453
resp2597,resp2216,0.3054545454545454
resp2597,resp2595,0.3054545454545454
resp2597,resp313,0.17181818181818181
resp2597,resp3366,0.11454545454545453
resp2597,resp5991,0.4581818181818182
resp2597,resp6103,0.03818181818181818
resp2599,resp1615,0.32
resp2599,resp4045,0.12
resp260,resp2545,0.16615384615384615
resp260,resp3383,0.16615384615384615
resp260,resp3505,0.4430769230769231
resp260,resp3948,0.03692307692307692
resp2601,resp1909,0.06545454545454546
resp2601,resp2373,0.5236363636363637
resp2601,resp2461,0.19636363636363638
resp2601,resp3283,0.06545454545454546
resp2601,resp3503,0.06545454545454546
resp2601,resp4790,0.19636363636363638
resp2602,resp1311,0.5
resp2602,resp1313,0.049999999999999996
resp2602,resp4774,0.049999999999999996
resp2602,resp5431,0.049999999999999996
resp2602,resp819,0.39999999999999997
resp2604,resp167,0.06857142857142857
resp2604,resp168,0.30857142857142855
resp2604,resp1736,0.20571428571428574
resp2604,resp5583,0.06857142857142857
resp2605,resp1853,0.24
resp2606,resp366,0.045
resp2606,resp3849,0.135
resp2606,resp389,0.45
resp2608,resp1189,0.2858823529411765
resp2608,resp2017,0.06352941176470588
resp2608,resp3663,0.06352941176470588
resp2608,resp4447,0.19058823529411761
resp2608,resp4450,0.19058823529411761
resp2608,resp475,0.19058823529411761
resp2608,resp4781,0.19058823529411761
resp2608,resp5068,0.19058823529411761
resp2608,resp5595,0.19058823529411761
resp2611,resp1779,0.05142857142857143
resp2611,resp5083,0.05142857142857143
resp2611,resp5730,0.5142857142857142
resp2613,resp2128,0.12
resp2613,resp2950,0.12
resp2613,resp2954,0.12
resp2614,resp1911,0.15428571428571428
resp2614,resp2854,0.05142857142857143
resp2614,resp6078,0.4114285714285714
resp2617,resp1376,0.07384615384615384
resp2617,resp1404,0.22153846153846152
resp2617,resp1667,0.07384615384615384
resp2617,resp1774,0.07384615384615384
resp2617,resp3356,0.07384615384615384
resp2617,resp3494,0.7384615384615385
resp2617,resp3823,0.07384615384615384
resp2617,resp801,0.07384615384615384
resp2618,resp1463,0.32
resp2618,resp2891,0.32
resp2618,resp3982,0.12
resp2618,resp689,0.12
resp2620,resp1371,0.3857142857142857
resp2620,resp1786,0.08571428571428572
resp2620,resp2804,0.08571428571428572
resp2620,resp5488,0.08571428571428572
resp2620,resp96,0.08571428571428572
resp2624,resp1717,0.384
resp2624,resp1785,0.048
resp2625,resp1710,0.22588235294117648
resp2625,resp1817,0.22588235294117648
resp2625,resp4372,0.28235294117647064
resp2625,resp6233,0.22588235294117648
resp2630,resp138,0.049999999999999996
resp2630,resp230,0.15
resp2630,resp299,0.049999999999999996
resp2630,resp326,0.22499999999999998
resp2630,resp4837,0.5
resp2630,resp5656,0.049999999999999996
resp2630,resp5657,0.15
resp2630,resp592,0.39999999999999997
resp2630,resp6031,0.15
resp2630,resp6251,0.22499999999999998
resp2632,resp132,0.09999999999999999
resp2632,resp369,0.09999999999999999
resp2632,resp473,0.09999999999999999
resp2632,resp774,0.09999999999999999
resp2632,resp947,0.3
resp2633,resp254,0.3
resp2633,resp3031,0.09999999999999999
resp2633,resp5248,0.09999999999999999
resp2633,resp5714,0.09999999999999999
resp2633,resp5847,0.09999999999999999
resp2637,resp2833,0.26666666666666666
resp2637,resp308,0.26666666666666666
resp2637,resp3562,0.03333333333333333
resp2637,resp3958,0.26666666666666666
resp2637,resp5787,0.3333333333333333
resp2639,resp2562,0.06
resp2639,resp4086,0.18
resp2639,resp498,0.27
resp2639,resp98,0.18
resp2643,resp1397,0.09391304347826085
resp2643,resp2856,0.31304347826086953
resp2643,resp413,0.3756521739130434
resp2643,resp4245,0.2504347826086956
resp2643,resp536,0.2504347826086956
resp2643,resp6082,0.09391304347826085
resp2644,resp165,0.22499999999999998
resp2644,resp4051,0.049999999999999996
resp2644,resp4447,0.049999999999999996
resp2644,resp5481,0.5
resp2644,resp6220,0.15
resp2646,resp1534,0.12
resp2646,resp5913,0.12
resp2647,resp1173,0.14727272727272725
resp2647,resp170,0.04909090909090908
resp2647,resp2849,0.39272727272727265
resp2647,resp3227,0.5890909090909089
resp2647,resp3362,0.22090909090909083
resp2647,resp4506,0.14727272727272725
resp2647,resp5535,0.14727272727272725
resp2647,resp5649,0.04909090909090908
resp2647,resp612,0.04909090909090908
resp2649,resp2103,0.07428571428571427
resp2649,resp2846,0.07428571428571427
resp2649,resp3301,0.07428571428571427
resp2649,resp3311,0.3342857142857143
resp2649,resp3989,0.07428571428571427
resp2649,resp4390,0.2228571428571428
resp2649,resp4683,0.2228571428571428
resp2649,resp4774,0.3342857142857143
resp2649,resp512,0.2228571428571428
resp2649,resp5200,0.07428571428571427
resp2649,resp5374,0.07428571428571427
resp2649,resp6083,0.2228571428571428
resp2649,resp822,0.07428571428571427
resp265,resp2116,0.48
resp265,resp2240,0.04
resp265,resp2497,0.04
resp265,resp2726,0.04
resp265,resp3921,0.48
resp265,resp3991,0.39999999999999997
resp265,resp5495,0.04
resp265,resp5736,0.18
resp2650,resp2854,0.16363636363636364
resp2650,resp2859,0.5454545454545454
resp2650,resp3582,0.05454545454545454
resp2650,resp5639,0.05454545454545454
resp2650,resp6233,0.16363636363636364
resp2653,resp1262,0.07384615384615384
resp2653,resp1997,0.07384615384615384
resp2653,resp269,0.07384615384615384
resp2653,resp3023,0.3323076923076923
resp2653,resp3137,0.07384615384615384
resp2653,resp3651,0.5907692307692307
resp2653,resp4034,0.07384615384615384
resp2653,resp4657,0.07384615384615384
resp2654,resp1121,0.30857142857142855
resp2654,resp1185,0.06857142857142857
resp2654,resp1472,0.06857142857142857
resp2654,resp169,0.20571428571428574
resp2654,resp213,0.06857142857142857
resp2654,resp3893,0.06857142857142857
resp2654,resp4923,0.20571428571428574
resp2654,resp848,0.30857142857142855
resp2655,resp1598,0.4235294117647059
resp2655,resp426,0.4235294117647059
resp2655,resp4523,0.03529411764705883
resp2655,resp4842,0.1588235294117647
resp2655,resp5200,0.03529411764705883
resp2658,resp5610,0.08
resp2658,resp5986,0.08
resp2658,resp6032,0.36
resp2658,resp814,0.08
resp2659,resp2824,0.09333333333333332
resp2659,resp2903,0.09333333333333332
resp2659,resp3221,0.41999999999999993
resp2659,resp3447,0.09333333333333332
resp2659,resp3756,0.09333333333333332
resp2659,resp4574,0.09333333333333332
resp2659,resp5698,0.09333333333333332
resp2661,resp1680,0.06461538461538462
resp2661,resp1814,0.19384615384615383
resp2661,resp311,0.06461538461538462
resp2661,resp5429,0.06461538461538462
resp2661,resp546,0.7753846153846153
resp2661,resp5621,0.06461538461538462
resp2661,resp6279,0.06461538461538462
resp2663,resp1188,0.07058823529411766
resp2663,resp1298,0.07058823529411766
resp2663,resp1701,0.07058823529411766
resp2663,resp2119,0.7058823529411765
resp2663,resp2319,0.07058823529411766
resp2663,resp3159,0.07058823529411766
resp2663,resp4824,0.07058823529411766
resp2663,resp4967,0.07058823529411766
resp2663,resp5523,0.21176470588235297
resp2663,resp766,0.3176470588235294
resp2666,resp1095,0.12
resp2666,resp184,0.04
resp2666,resp290,0.12
resp2666,resp4559,0.32
resp2666,resp4592,0.39999999999999997
resp2666,resp4676,0.32
resp2666,resp4840,0.04
resp2666,resp6,0.39999999999999997
resp2671,resp1071,0.2475
resp2671,resp1214,0.2475
resp2671,resp1644,0.05500000000000001
resp2671,resp1740,0.2475
resp2671,resp1955,0.05500000000000001
resp2671,resp2076,0.05500000000000001
resp2671,resp2235,0.44000000000000006
resp2671,resp2484,0.05500000000000001
resp2671,resp3559,0.2475
resp2671,resp4872,0.05500000000000001
resp2671,resp5979,0.2475
resp2673,resp1476,0.12
resp2673,resp2773,0.48
resp2673,resp3171,0.18
resp2673,resp6029,0.04
resp2677,resp2271,0.08
resp2677,resp2678,0.24
resp2677,resp3121,0.08
resp2677,resp6134,0.24
resp268,resp4240,0.12
resp2681,resp1038,0.5217391304347827
resp2681,resp1841,0.052173913043478265
resp2681,resp2343,0.1565217391304348
resp2681,resp2521,0.052173913043478265
resp2681,resp3194,0.5217391304347827
resp2681,resp3752,0.4173913043478261
resp2681,resp4695,0.052173913043478265
resp2681,resp5243,0.052173913043478265
resp2681,resp6242,0.052173913043478265
resp2681,resp874,0.1565217391304348
resp2685,resp1048,0.045714285714285714
resp2685,resp11,0.045714285714285714
resp2685,resp1825,0.20571428571428574
resp2685,resp1965,0.3657142857142857
resp2685,resp297,0.3657142857142857
resp2685,resp466,0.3657142857142857
resp2685,resp5488,0.045714285714285714
resp2685,resp6246,0.20571428571428574
resp2688,resp1449,0.049999999999999996
resp2688,resp2950,0.22499999999999998
resp2688,resp3581,0.049999999999999996
resp2688,resp4229,0.39999999999999997
resp2688,resp4369,0.15
resp2688,resp4574,0.049999999999999996
resp2688,resp4840,0.049999999999999996
resp2688,resp528,0.049999999999999996
resp2688,resp695,0.39999999999999997
resp2688,resp916,0.6
resp2691,resp1796,0.64
resp2691,resp2626,0.08
resp2691,resp34,0.08
resp2691,resp369,0.08
resp2691,resp3961,0.08
resp2691,resp558,0.08
resp2694,resp2486,0.56
resp2694,resp3867,0.055999999999999994
resp2694,resp4800,0.16799999999999998
resp2694,resp4909,0.16799999999999998
resp2694,resp516,0.055999999999999994
resp2694,resp5358,0.055999999999999994
resp2694,resp680,0.252
resp2695,resp1544,0.045
resp2695,resp1598,0.54
resp2695,resp2983,0.045
resp2695,resp3705,0.2025
resp2695,resp426,0.36
resp2695,resp4523,0.36
resp2695,resp509,0.045
resp2695,resp5200,0.2025
resp2695,resp608,0.045
resp2696,resp1147,0.049999999999999996
resp2696,resp2249,0.049999999999999996
resp2696,resp2283,0.22499999999999998
resp2696,resp3978,0.5
resp2696,resp4237,0.049999999999999996
resp2696,resp460,0.5
resp2696,resp494,0.22499999999999998
resp2696,resp5472,0.049999999999999996
resp2696,resp6009,0.049999999999999996
resp2696,resp85,0.22499999999999998
resp2699,resp115,0.135
resp2699,resp1559,0.045
resp2699,resp176,0.045
resp2699,resp2529,0.135
resp2699,resp4442,0.54
resp2699,resp4794,0.135
resp2699,resp4932,0.36
resp2699,resp565,0.45
resp2699,resp6237,0.045
resp27,resp28,0.05454545454545454
resp27,resp3221,0.05454545454545454
resp27,resp3536,0.05454545454545454
resp27,resp4298,0.6545454545454545
resp27,resp5620,0.16363636363636364
resp2707,resp1164,0.075
resp2707,resp2055,0.075
resp2707,resp2249,0.075
resp2707,resp3447,0.075
resp2707,resp5022,0.6
resp2708,resp1700,0.32
resp2708,resp2473,0.384
resp2708,resp2903,0.14400000000000002
resp2708,resp3221,0.032
resp2712,resp1420,0.04
resp2712,resp1933,0.04
resp2712,resp2450,0.39999999999999997
resp2712,resp246,0.18
resp2712,resp4377,0.04
resp2712,resp4538,0.32
resp2712,resp4758,0.48
resp2712,resp5825,0.18
resp2714,resp1545,0.07333333333333332
resp2714,resp169,0.07333333333333332
resp2714,resp2253,0.33
resp2714,resp2397,0.07333333333333332
resp2714,resp2654,0.21999999999999997
resp2714,resp3995,0.07333333333333332
resp2714,resp4923,0.21999999999999997
resp2714,resp5180,0.21999999999999997
resp2714,resp5384,0.07333333333333332
resp2714,resp689,0.07333333333333332
resp2714,resp848,0.33
resp2715,resp1542,0.12
resp2715,resp1609,0.12
resp2715,resp2686,0.12
resp2715,resp4571,0.12
resp2715,resp558,0.12
resp2715,resp947,0.12
resp2716,resp232,0.12
resp2717,resp2032,0.06545454545454546
resp2717,resp2780,0.06545454545454546
resp2717,resp3259,0.19636363636363638
resp2717,resp4997,0.19636363636363638
resp2717,resp5123,0.5236363636363637
resp2717,resp997,0.06545454545454546
resp2718,resp1121,0.05500000000000001
resp2718,resp169,0.05500000000000001
resp2718,resp1804,0.16500000000000004
resp2718,resp2072,0.66
resp2718,resp2285,0.44000000000000006
resp2718,resp2490,0.16500000000000004
resp2718,resp2654,0.05500000000000001
resp2718,resp3035,0.05500000000000001
resp2718,resp4250,0.44000000000000006
resp2718,resp4858,0.05500000000000001
resp2718,resp5866,0.05500000000000001
resp2719,resp1785,0.05454545454545454
resp2719,resp1927,0.6545454545454545
resp2719,resp312,0.16363636363636364
resp2719,resp3474,0.05454545454545454
resp2719,resp5362,0.05454545454545454
resp272,resp2322,0.5142857142857142
resp272,resp3006,0.4114285714285714
resp272,resp3455,0.05142857142857143
resp272,resp4414,0.05142857142857143
resp272,resp4852,0.05142857142857143
resp272,resp5153,0.15428571428571428
resp2720,resp3280,0.5142857142857142
resp2720,resp4374,0.05142857142857143
resp2720,resp920,0.05142857142857143
resp2721,resp1613,0.08
resp2721,resp175,0.08
resp2721,resp1958,0.08
resp2721,resp2928,0.08
resp2721,resp2957,0.36
resp2721,resp299,0.08
resp2721,resp315,0.24
resp2721,resp3316,0.08
resp2721,resp3834,0.36
resp2721,resp4335,0.24
resp2721,resp477,0.36
resp2721,resp4974,0.08
resp2721,resp5225,0.08
resp2721,resp5309,0.08
resp2721,resp5661,0.08
resp2721,resp5965,0.08
resp2728,resp1534,0.4430769230769231
resp2728,resp2461,0.03692307692307692
resp2728,resp5184,0.16615384615384615
resp2728,resp5913,0.16615384615384615
resp273,resp132,0.14823529411764708
resp273,resp2039,0.14823529411764708
resp273,resp2731,0.049411764705882356
resp273,resp4208,0.22235294117647061
resp273,resp4558,0.14823529411764708
resp273,resp5267,0.049411764705882356
resp273,resp5464,0.5929411764705883
resp2732,resp1355,0.3
resp2732,resp1669,0.135
resp2732,resp3315,0.36
resp2732,resp3356,0.135
resp2732,resp3494,0.3
resp2732,resp6015,0.09
resp2734,resp169,0.54
resp2734,resp2532,0.045
resp2734,resp5339,0.045
resp2735,resp1282,0.36
resp2735,resp1472,0.045
resp2735,resp232,0.135
resp2735,resp4137,0.135
resp2735,resp4470,0.54
resp2735,resp4504,0.2025
resp2735,resp4804,0.045
resp2735,resp6216,0.2025
resp2735,resp6235,0.135
resp2736,resp1073,0.045
resp2736,resp2461,0.36
resp2736,resp2855,0.2025
resp2736,resp3448,0.45
resp2736,resp4288,0.045
resp2736,resp4449,0.135
resp2741,resp3961,0.38181818181818183
resp2741,resp4649,0.11454545454545453
resp2741,resp4774,0.3054545454545454
resp2741,resp5200,0.03818181818181818
resp2741,resp5201,0.17181818181818181
resp2741,resp5731,0.03818181818181818
resp2741,resp595,0.4581818181818182
resp2742,resp1723,0.04285714285714286
resp2742,resp2480,0.5142857142857142
resp2742,resp3725,0.04285714285714286
resp2742,resp4537,0.19285714285714284
resp2742,resp6026,0.19285714285714284
resp2744,resp3739,0.06857142857142857
resp2744,resp4214,0.30857142857142855
resp2744,resp5385,0.20571428571428574
resp2744,resp6234,0.06857142857142857
resp2746,resp1472,0.06
resp2746,resp1606,0.06
resp2746,resp2397,0.18
resp2746,resp2461,0.72
resp2746,resp3448,0.06
resp2746,resp6009,0.18
resp2746,resp620,0.06
resp275,resp2141,0.15428571428571428
resp275,resp399,0.4114285714285714
resp275,resp5965,0.05142857142857143
resp2751,resp1681,0.04615384615384615
resp2751,resp1786,0.13846153846153844
resp2751,resp2143,0.20769230769230768
resp2751,resp2965,0.04615384615384615
resp2751,resp4331,0.5538461538461538
resp2755,resp229,0.31500000000000006
resp2755,resp2461,0.07
resp2755,resp2855,0.31500000000000006
resp2755,resp3331,0.07
resp2755,resp3432,0.07
resp2755,resp3448,0.21000000000000002
resp2755,resp6221,0.07
resp2756,resp1447,0.39999999999999997
resp2756,resp3221,0.04
resp2757,resp1411,0.05454545454545454
resp2757,resp2821,0.16363636363636364
resp2757,resp3009,0.24545454545454545
resp2757,resp5588,0.16363636363636364
resp2757,resp870,0.24545454545454545
resp2759,resp1542,0.042
resp2759,resp1567,0.189
resp2759,resp3977,0.336
resp2759,resp4814,0.189
resp2759,resp5944,0.336
resp2759,resp611,0.042
resp2759,resp885,0.336
resp2761,resp1595,0.045
resp2761,resp6062,0.2025
resp2761,resp835,0.36
resp2768,resp1534,0.384
resp2768,resp2728,0.14400000000000002
resp2768,resp2787,0.14400000000000002
resp2768,resp5184,0.14400000000000002
resp2769,resp1620,0.06
resp2769,resp4452,0.06
resp2769,resp545,0.48
resp2776,resp19,0.21600000000000003
resp2776,resp4350,0.21600000000000003
resp2776,resp6021,0.07200000000000001
resp2777,resp4126,0.135
resp2777,resp4266,0.135
resp2777,resp4903,0.36
resp2780,resp346,0.18
resp2784,resp1674,0.72
resp2784,resp1703,0.07200000000000001
resp2784,resp1882,0.07200000000000001
resp2784,resp19,0.07200000000000001
resp2784,resp1925,0.07200000000000001
resp2784,resp5727,0.07200000000000001
resp2787,resp1534,0.5929411764705883
resp2787,resp2461,0.14823529411764708
resp2787,resp2525,0.049411764705882356
resp2787,resp2728,0.049411764705882356
resp2787,resp3948,0.22235294117647061
resp2787,resp4571,0.14823529411764708
resp2787,resp5184,0.14823529411764708
resp2788,resp4041,0.32
resp2788,resp5467,0.12
resp2788,resp5622,0.18
resp2789,resp2750,0.12
resp2789,resp3861,0.12
resp2789,resp453,0.12
resp2789,resp4746,0.12
resp279,resp303,0.05333333333333333
resp279,resp3072,0.05333333333333333
resp279,resp4340,0.15999999999999998
resp279,resp5516,0.5333333333333333
resp2792,resp1282,0.055999999999999994
resp2792,resp1472,0.44799999999999995
resp2792,resp149,0.055999999999999994
resp2792,resp232,0.672
resp2792,resp4374,0.055999999999999994
resp2792,resp4823,0.055999999999999994
resp2792,resp6234,0.055999999999999994
resp2793,resp2041,0.2
resp2793,resp3138,0.06666666666666667
resp2793,resp3183,0.3
resp2793,resp3972,0.06666666666666667
resp2793,resp5713,0.2
resp2795,resp2350,0.12
resp2795,resp2834,0.12
resp2797,resp5486,0.4114285714285714
resp2797,resp6047,0.03428571428571429
resp2798,resp4978,0.04285714285714286
resp2798,resp5584,0.5142857142857142
resp2798,resp5626,0.34285714285714286
resp2798,resp5845,0.04285714285714286
resp2798,resp99,0.12857142857142856
resp28,resp3221,0.72
resp28,resp3434,0.06
resp28,resp4298,0.18
resp28,resp5047,0.06
resp28,resp5620,0.06
resp28,resp716,0.06
resp2801,resp3586,0.34285714285714286
resp2801,resp4245,0.12857142857142856
resp2801,resp4882,0.04285714285714286
resp2801,resp536,0.5142857142857142
resp2801,resp597,0.04285714285714286
resp2802,resp171,0.384
resp2802,resp4181,0.048
resp2802,resp4342,0.21600000000000003
resp2802,resp4416,0.048
resp2802,resp4417,0.48
resp2802,resp4915,0.21600000000000003
resp2802,resp721,0.14400000000000002
resp2802,resp872,0.048
resp2803,resp1240,0.06
resp2803,resp231,0.6
resp2803,resp3280,0.06
resp2803,resp3518,0.27
resp2803,resp3728,0.06
resp2803,resp5706,0.18
resp2803,resp6039,0.06
resp2804,resp1376,0.04
resp2804,resp96,0.39999999999999997
resp2805,resp1282,0.1714285714285714
resp2805,resp1472,0.057142857142857134
resp2805,resp2432,0.4571428571428571
resp2805,resp2834,0.057142857142857134
resp2805,resp4642,0.1714285714285714
resp2805,resp4643,0.1714285714285714
resp2805,resp4678,0.057142857142857134
resp2805,resp6109,0.2571428571428571
resp2805,resp6220,0.057142857142857134
resp2805,resp939,0.4571428571428571
resp2808,resp1851,0.34285714285714286
resp2808,resp3153,0.04285714285714286
resp2808,resp4166,0.19285714285714284
resp2808,resp4897,0.04285714285714286
resp2808,resp871,0.42857142857142855
resp281,resp410,0.18
resp281,resp5613,0.04
resp281,resp6159,0.39999999999999997
resp2813,resp1294,0.135
resp2813,resp297,0.36
resp2813,resp3313,0.36
resp2813,resp3586,0.36
resp2813,resp4882,0.03
resp2813,resp597,0.09
resp2814,resp1453,0.2742857142857143
resp2814,resp214,0.15428571428571428
resp2814,resp3314,0.4114285714285714
resp2814,resp4269,0.03428571428571429
resp2815,resp1396,0.21000000000000002
resp2815,resp2077,0.07
resp2815,resp2228,0.31500000000000006
resp2815,resp294,0.21000000000000002
resp2815,resp6127,0.07
resp2815,resp6167,0.21000000000000002
resp2815,resp855,0.07
resp2816,resp1185,0.06352941176470588
resp2816,resp1287,0.06352941176470588
resp2816,resp142,0.19058823529411761
resp2816,resp2055,0.06352941176470588
resp2816,resp2885,0.19058823529411761
resp2816,resp3447,0.06352941176470588
resp2816,resp357,0.508235294117647
resp2816,resp5298,0.19058823529411761
resp2816,resp6237,0.2858823529411765
resp2817,resp1019,0.20571428571428574
resp2817,resp469,0.20571428571428574
resp2817,resp4818,0.20571428571428574
resp2817,resp5584,0.06857142857142857
resp2818,resp1352,0.24
resp2818,resp4731,0.24
resp2818,resp5052,0.24
resp2820,resp1429,0.15
resp2820,resp2178,0.049999999999999996
resp2820,resp2332,0.39999999999999997
resp2820,resp2588,0.049999999999999996
resp2820,resp2747,0.39999999999999997
resp2820,resp3215,0.5
resp2820,resp3781,0.22499999999999998
resp2820,resp3790,0.049999999999999996
resp2820,resp4309,0.15
resp2820,resp85,0.049999999999999996
resp2821,resp1213,0.04
resp2821,resp1389,0.04
resp2821,resp1428,0.18
resp2821,resp2150,0.32
resp2821,resp3009,0.48
resp2824,resp1349,0.07
resp2824,resp1376,0.21000000000000002
resp2824,resp1545,0.21000000000000002
resp2824,resp2834,0.31500000000000006
resp2824,resp3989,0.07
resp2824,resp5788,0.21000000000000002
resp2824,resp597,0.07
resp2828,resp2947,0.22499999999999998
resp2828,resp2965,0.075
resp2828,resp2983,0.22499999999999998
resp2828,resp4762,0.075
resp2828,resp5410,0.22499999999999998
resp283,resp1984,0.04
resp283,resp2056,0.32
resp283,resp4266,0.32
resp283,resp4571,0.12
resp283,resp5429,0.39999999999999997
resp283,resp5522,0.12
resp2830,resp4326,0.18
resp2830,resp595,0.27
resp2830,resp865,0.06
resp2833,resp2295,0.037894736842105266
resp2833,resp2637,0.3031578947368421
resp2833,resp308,0.3031578947368421
resp2833,resp3562,0.037894736842105266
resp2833,resp3958,0.1705263157894737
resp2833,resp5787,0.45473684210526316
resp2834,resp1545,0.04909090909090908
resp2834,resp1639,0.04909090909090908
resp2834,resp2350,0.49090909090909085
resp2834,resp2824,0.39272727272727265
resp2834,resp3144,0.49090909090909085
resp2834,resp3365,0.14727272727272725
resp2834,resp4643,0.04909090909090908
resp2834,resp4767,0.04909090909090908
resp2834,resp5788,0.14727272727272725
resp2838,resp3070,0.15999999999999998
resp2838,resp5437,0.05333333333333333
resp2838,resp6174,0.15999999999999998
