src,dst,final_weights
resp1184,resp1191,0.22153846153846152
resp1184,resp1195,0.22153846153846152
resp1184,resp3562,0.07384615384615384
resp1184,resp3921,0.07384615384615384
resp1184,resp4180,0.07384615384615384
resp1184,resp4280,0.07384615384615384
resp1185,resp1121,0.05142857142857143
resp1185,resp1545,0.23142857142857143
resp1185,resp2055,0.23142857142857143
resp1185,resp2072,0.23142857142857143
resp1185,resp2249,0.6171428571428571
resp1185,resp2654,0.15428571428571428
resp1185,resp3447,0.05142857142857143
resp1185,resp3458,0.05142857142857143
resp1185,resp6009,0.05142857142857143
resp1187,resp1147,0.096
resp1187,resp1170,0.096
resp1187,resp1186,0.096
resp1187,resp1199,0.096
resp1187,resp1210,0.096
resp1187,resp2072,0.096
resp1187,resp3562,0.096
resp1187,resp4237,0.43200000000000005
resp1188,resp1161,0.06315789473684211
resp1188,resp1165,0.06315789473684211
resp1188,resp1490,0.06315789473684211
resp1188,resp170,0.28421052631578947
resp1188,resp1701,0.5052631578947369
resp1188,resp2397,0.18947368421052632
resp1188,resp5153,0.18947368421052632
resp1188,resp5523,0.06315789473684211
resp1188,resp5618,0.18947368421052632
resp1188,resp5965,0.18947368421052632
resp1191,resp1133,0.15
resp1191,resp1138,0.049999999999999996
resp1191,resp1151,0.15
resp1191,resp1170,0.6
resp1191,resp1184,0.39999999999999997
resp1191,resp1188,0.049999999999999996
resp1191,resp1195,0.22499999999999998
resp1191,resp1210,0.049999999999999996
resp1191,resp4237,0.15
resp1191,resp4571,0.15
resp1192,resp1614,0.06857142857142857
resp1192,resp362,0.06857142857142857
resp1192,resp5618,0.5485714285714286
resp1192,resp5898,0.06857142857142857
resp1194,resp2222,0.08
resp1194,resp3634,0.36
resp1194,resp4777,0.08
resp1194,resp5182,0.08
resp1199,resp1136,0.18
resp1199,resp1170,0.6
resp1199,resp1186,0.27
resp1199,resp1187,0.06
resp1199,resp1202,0.06
resp1199,resp2034,0.18
resp1199,resp3711,0.06
resp1199,resp4997,0.06
resp1202,resp1187,0.24
resp1204,resp1138,0.19636363636363638
resp1204,resp1210,0.19636363636363638
resp1204,resp2290,0.29454545454545455
resp1204,resp3480,0.19636363636363638
resp1204,resp5199,0.06545454545454546
resp1204,resp5303,0.06545454545454546
resp1206,resp1882,0.20571428571428574
resp1206,resp2152,0.06857142857142857
resp1206,resp2952,0.20571428571428574
resp1206,resp3879,0.06857142857142857
resp1206,resp3961,0.20571428571428574
resp1206,resp4571,0.06857142857142857
resp1206,resp4633,0.06857142857142857
resp1206,resp5884,0.5485714285714286
resp1208,resp1134,0.08470588235294117
resp1208,resp1147,0.08470588235294117
resp1208,resp1164,0.08470588235294117
resp1208,resp1170,0.2541176470588235
resp1208,resp1185,0.08470588235294117
resp1208,resp1376,0.38117647058823523
resp1208,resp2161,0.2541176470588235
resp1208,resp2249,0.08470588235294117
resp1208,resp2969,0.08470588235294117
resp1208,resp4237,0.08470588235294117
resp1208,resp4761,0.2541176470588235
resp1208,resp96,0.08470588235294117
resp1209,resp1785,0.26181818181818184
resp1209,resp2950,0.03272727272727273
resp1209,resp4574,0.3927272727272727
resp1210,resp1147,0.09
resp1210,resp2461,0.09
resp1210,resp3,0.09
resp1210,resp3480,0.27
resp1210,resp5601,0.27
resp1210,resp573,0.09
resp1211,resp1153,0.2571428571428571
resp1211,resp1171,0.2571428571428571
resp1211,resp2049,0.08571428571428572
resp1211,resp2983,0.08571428571428572
resp1211,resp51,0.08571428571428572
resp1212,resp1371,0.24
resp1213,resp1161,0.16799999999999998
resp1213,resp1389,0.252
resp1213,resp1477,0.56
resp1213,resp2050,0.055999999999999994
resp1213,resp2150,0.16799999999999998
resp1213,resp5331,0.055999999999999994
resp1213,resp5928,0.055999999999999994
resp1214,resp11,0.72
resp1214,resp1376,0.48
resp1214,resp2161,0.06
resp1214,resp2865,0.06
resp1214,resp3594,0.18
resp1214,resp466,0.06
resp1214,resp4761,0.06
resp1214,resp5488,0.06
resp1214,resp96,0.06
resp1217,resp1304,0.12
resp1217,resp2479,0.12
resp122,resp1658,0.39999999999999997
resp122,resp2955,0.12
resp122,resp5179,0.12
resp1223,resp1138,0.07764705882352942
resp1223,resp1169,0.34941176470588237
resp1223,resp1179,0.34941176470588237
resp1223,resp1187,0.07764705882352942
resp1223,resp1222,0.07764705882352942
resp1223,resp2290,0.07764705882352942
resp1223,resp3660,0.07764705882352942
resp1223,resp4237,0.07764705882352942
resp1223,resp4563,0.34941176470588237
resp1223,resp6220,0.07764705882352942
resp1223,resp997,0.07764705882352942
resp1224,resp1161,0.5142857142857142
resp1224,resp700,0.05142857142857143
resp1224,resp925,0.05142857142857143
resp1226,resp1018,0.324
resp1226,resp4247,0.07200000000000001
resp1226,resp828,0.07200000000000001
resp1228,resp793,0.24
resp1229,resp1587,0.36
resp1229,resp2373,0.09
resp1232,resp2079,0.06
resp1232,resp4296,0.27
resp1232,resp4904,0.18
resp1234,resp2275,0.12
resp1234,resp3049,0.12
resp1235,resp102,0.06
resp1235,resp1183,0.27
resp1237,resp2039,0.12
resp1237,resp2250,0.12
resp1237,resp4656,0.12
resp1237,resp558,0.12
resp1238,resp11,0.2025
resp1238,resp120,0.0675
resp1238,resp1236,0.0675
resp1238,resp1507,0.2025
resp1238,resp1554,0.2025
resp1238,resp3435,0.0675
resp1238,resp3823,0.2025
resp1238,resp4921,0.2025
resp1238,resp5802,0.30375
resp1239,resp1956,0.12
resp1239,resp2237,0.12
resp1239,resp2242,0.12
resp1239,resp3520,0.12
resp1239,resp4918,0.12
resp1239,resp5261,0.12
resp124,resp2826,0.18
resp124,resp2915,0.18
resp124,resp3432,0.27
resp124,resp3871,0.18
resp124,resp4606,0.18
resp124,resp591,0.06
resp1240,resp231,0.48
resp1240,resp3305,0.06
resp1240,resp6039,0.06
resp1241,resp1411,0.06315789473684211
resp1241,resp1608,0.06315789473684211
resp1241,resp1960,0.18947368421052632
resp1241,resp2221,0.631578947368421
resp1241,resp3009,0.18947368421052632
resp1241,resp37,0.06315789473684211
resp1241,resp5397,0.28421052631578947
resp1241,resp5588,0.06315789473684211
resp1241,resp5847,0.06315789473684211
resp1241,resp870,0.18947368421052632
resp1242,resp1538,0.036000000000000004
resp1242,resp3974,0.432
resp1242,resp5779,0.162
resp1245,resp1717,0.42000000000000004
resp1245,resp2947,0.035
resp1245,resp3710,0.035
resp1245,resp3884,0.35000000000000003
resp1245,resp4574,0.035
resp1245,resp548,0.28
resp1245,resp794,0.42000000000000004
resp125,resp2187,0.22499999999999998
resp125,resp2649,0.22499999999999998
resp125,resp4683,0.049999999999999996
resp125,resp512,0.39999999999999997
resp125,resp6083,0.049999999999999996
resp1252,resp4451,0.24
resp1252,resp4799,0.08
resp1253,resp1514,0.035
resp1253,resp3358,0.035
resp1253,resp3595,0.42000000000000004
resp1253,resp3618,0.035
resp1253,resp3794,0.28
resp1253,resp5710,0.35000000000000003
resp1253,resp5910,0.42000000000000004
resp1255,resp2388,0.48
resp1255,resp3496,0.06
resp1255,resp4483,0.06
resp1259,resp1386,0.22499999999999998
resp1259,resp1904,0.075
resp1259,resp413,0.075
resp1259,resp4761,0.3375
resp1259,resp91,0.075
resp126,resp1721,0.07304347826086957
resp126,resp1730,0.07304347826086957
resp126,resp2090,0.2191304347826087
resp126,resp2102,0.2191304347826087
resp126,resp2128,0.07304347826086957
resp126,resp2290,0.07304347826086957
resp126,resp2535,0.2191304347826087
resp126,resp3111,0.5843478260869566
resp126,resp3316,0.07304347826086957
resp126,resp357,0.07304347826086957
resp126,resp410,0.5843478260869566
resp126,resp5892,0.07304347826086957
resp126,resp6159,0.07304347826086957
resp126,resp80,0.07304347826086957
resp1262,resp1734,0.048
resp1262,resp2653,0.14400000000000002
resp1262,resp3161,0.048
resp1262,resp3651,0.48
resp1262,resp4034,0.14400000000000002
resp1262,resp4657,0.384
resp1265,resp3590,0.06
resp1265,resp4762,0.06
resp1265,resp89,0.48
resp1268,resp1975,0.15
resp1268,resp3829,0.049999999999999996
resp1268,resp5788,0.15
resp1268,resp6171,0.15
resp1268,resp6173,0.5
resp1269,resp156,0.06666666666666667
resp1269,resp3026,0.06666666666666667
resp1269,resp5083,0.6666666666666666
resp1269,resp5112,0.06666666666666667
resp1269,resp881,0.06666666666666667
resp1271,resp1121,0.045
resp1271,resp1306,0.36
resp1271,resp2078,0.2025
resp1271,resp261,0.135
resp1271,resp2831,0.135
resp1271,resp380,0.45
resp1271,resp4723,0.045
resp1271,resp4789,0.135
resp1271,resp690,0.36
resp1275,resp2567,0.22499999999999998
resp1275,resp4120,0.22499999999999998
resp1275,resp5227,0.075
resp1275,resp562,0.22499999999999998
resp1275,resp974,0.075
resp1279,resp1844,0.36
resp1279,resp2362,0.045
resp1279,resp5032,0.2025
resp1280,resp5957,0.12
resp1281,resp3181,0.39999999999999997
resp1281,resp3594,0.04
resp1281,resp3981,0.32
resp1281,resp5875,0.12
resp1282,resp1472,0.13090909090909092
resp1282,resp232,0.3490909090909091
resp1282,resp4470,0.04363636363636364
resp1282,resp6216,0.3490909090909091
resp1284,resp1776,0.05333333333333333
resp1284,resp2055,0.05333333333333333
resp1284,resp5275,0.05333333333333333
resp1284,resp5343,0.64
resp1288,resp1286,0.23625000000000002
resp1288,resp1960,0.15750000000000003
resp1288,resp2221,0.15750000000000003
resp1288,resp37,0.15750000000000003
resp1288,resp4164,0.15750000000000003
resp1288,resp775,0.23625000000000002
resp1288,resp777,0.15750000000000003
resp1289,resp1463,0.15
resp1289,resp195,0.049999999999999996
resp1289,resp2618,0.15
resp1289,resp2891,0.5
