uid,function,hierarchy,region,operation,clocent,bc_1,in_degree,out_degree,sum_degree,corporate,social,comm_qual,_n,sum_degree_sqrt,bxcx_sum_degree,bxcx_social,bxcx_corp,bxcx_commqual,bxcx_bc,bc_2,bxcx_bc2,const,_E,_MM,_TL,_TM,business_mng,corp_gov,implementation,service,log_comm_qual,management,mng_degree
resp716,business,TL,country-wide,implementation,0.6171961228821052,0.0126313879339081,4.0,11.0,15.0,24.0,22.0,5.0,3.0,225.0,4.175161332940732,0.10795782399379504,0.19869854318826927,863.2179224407075,-0.4218525363833307,16010.0,1.2715413420137511,3,0,0,1,0,0,0,1,0,1.6094379124341003,1,0.0
resp737,logistics,TL,central,implementation,0.0,0.0,0.0,8.0,8.0,21.0,22.0,5.0,6.0,64.0,2.885518394057064,0.10795782399379504,0.06248052284299544,863.2179224407075,-0.5894913775946455,0.0,-0.8479547481484687,3,0,0,1,0,0,0,1,0,1.6094379124341003,1,0.0
resp738,it,E,country-wide,service,0.8004742566474182,0.023774781011891732,5.0,2.0,7.0,1.0,1.0,4.666666666666667,6.0,49.0,2.6414681220093783,-2.63658795106817,-2.1044134033594597,601.7478116965717,-0.2756889672950432,30134.0,1.4099969954883675,3,1,0,0,0,0,0,0,1,1.540445040947149,0,0.0
resp742,business,TL,country-wide,implementation,0.8128185564350587,0.052043132915574435,6.0,8.0,14.0,9.0,14.0,4.714285714285714,8.0,196.0,4.021464477179559,-0.4535119150008351,-0.7280553102874491,634.5632870994509,0.08807484078486688,65963.5,1.5815154394270432,3,0,0,1,0,0,0,1,0,1.550597412411167,1,0.0
resp750,logistics,TL,country-wide,implementation,0.0,0.0,0.0,5.0,5.0,7.0,5.0,4.6,5.0,25.0,2.0681122920294968,-1.534385061696166,-0.9370462286978276,558.1241406987182,-0.5894913775946455,0.0,-0.8479547481484687,3,0,0,1,0,0,0,1,0,1.5260563034950492,1,0.0
resp756,business,TL,country-wide,business_mng,0.7425645222027556,0.003541680227065175,2.0,7.0,9.0,11.0,11.0,3.75,4.0,81.0,3.109040947554204,-0.7316154103339412,-0.5526003703791776,191.66173282810558,-0.5422748596652707,4489.0,0.9931849729485868,3,0,0,1,0,1,0,0,0,1.3217558399823195,1,0.0
resp784,logistics,E,central,implementation,0.7914450238447175,0.001988200973981786,4.0,5.0,9.0,4.0,9.0,4.285714285714286,7.0,81.0,3.109040947554204,-0.9515360833172548,-1.3573321833690977,385.4488616333204,-0.5629649517736037,2520.0,0.8668175623768171,3,1,0,0,0,0,0,1,0,1.455287232606842,0,0.0
resp793,network,MM,central,implementation,0.0,0.0,0.0,7.0,7.0,19.0,17.0,4.5,5.0,49.0,2.6414681220093783,-0.21874405163849006,-0.03757448216384697,497.5131193294509,-0.5894913775946455,0.0,-0.8479547481484687,3,0,1,0,0,0,0,1,0,1.5040773967762742,1,7.0
resp817,hr,E,country-wide,service,0.7883096964329053,0.03711071794173861,6.0,13.0,19.0,7.0,16.0,4.8,10.0,361.0,4.726523633470892,-0.2930880451260397,-0.9370462286978276,697.271409186861,-0.1028439891409833,47037.0,1.5074808949375618,3,1,0,0,0,0,0,0,1,1.5686159179138452,0,0.0
resp819,network,MM,west,implementation,0.8458262036958633,0.08561098717728717,10.0,14.0,24.0,59.0,36.0,5.0,4.0,576.0,5.3111580269651775,0.7795993838576397,1.1969679264188249,863.2179224407075,0.5075474275020979,108510.0,1.690485965940715,3,0,1,0,0,0,0,1,0,1.6094379124341003,1,24.0
