uid,function,hierarchy,region,operation,clocent,bc_1,in_degree,out_degree,sum_degree,corporate,social,comm_qual,_n,sum_degree_sqrt,bxcx_sum_degree,bxcx_social,bxcx_corp,bxcx_commqual,bxcx_bc,bc_2,bxcx_bc2,const,_E,_MM,_TL,_TM,business_mng,corp_gov,implementation,service,log_comm_qual,management,mng_degree
resp825,network,TL,east,implementation,0.7844992499461991,0.012264912000410265,8.0,11.0,19.0,27.0,15.0,4.4,5.0,361.0,4.726523633470892,-0.3711957709419541,0.3214259069560076,442.3376947122704,-0.4266867819639963,15545.5,1.265095870082015,3,0,0,1,0,0,0,1,0,1.4816045409242156,1,0.0
resp828,logistics,TL,east,implementation,0.8666197106860075,0.03129246870260025,12.0,11.0,23.0,29.0,18.0,5.0,6.0,529.0,5.201579642128343,-0.14778772301604526,0.3970577340106111,863.2179224407075,-0.17797836083029364,39662.5,1.4701474973277393,3,0,0,1,0,0,0,1,0,1.6094379124341003,1,0.0
resp842,network,TL,central,implementation,0.0,0.0,0.0,6.0,6.0,16.0,17.0,4.5,6.0,36.0,2.3716096837996274,-0.21874405163849006,-0.2052663882677371,497.5131193294509,-0.5894913775946455,0.0,-0.8479547481484687,3,0,0,1,0,0,0,1,0,1.5040773967762742,1,0.0
resp843,mng,E,country-wide,corp_gov,0.7268262239004049,0.005789451883761251,7.0,5.0,12.0,12.0,19.0,5.0,3.0,144.0,3.68932492804488,-0.07989802678213727,-0.4742087722457392,863.2179224407075,-0.5123949111845202,7338.0,1.100757619330321,3,1,0,0,0,0,1,0,0,1.6094379124341003,0,0.0
resp848,it,TL,country-wide,service,0.0,0.0,0.0,11.0,11.0,4.0,7.0,3.1666666666666665,6.0,121.0,3.5085091882226056,-1.212051756019325,-1.3573321833690977,79.06654165104862,-0.5894913775946455,0.0,-0.8479547481484687,3,0,0,1,0,0,0,0,1,1.1526795099383853,1,0.0
resp854,network,E,central,business_mng,0.8238070071175914,0.031535865528184916,8.0,5.0,13.0,6.0,5.0,3.6666666666666665,3.0,169.0,3.859873340080033,-1.534385061696166,-1.059154447699062,170.39294214528323,-0.17482669272773946,39971.0,1.4718437412670784,3,1,0,0,0,1,0,0,0,1.2992829841302609,0,0.0
resp870,logistics,E,west,business_mng,0.0,0.0,0.0,17.0,17.0,21.0,23.0,4.333333333333333,12.0,289.0,4.462229901248142,0.16600808423871866,0.06248052284299544,408.38525237872636,-0.5894913775946455,0.0,-0.8479547481484687,3,1,0,0,0,1,0,0,0,1.466337068793427,0,0.0
resp881,network,E,east,business_mng,0.8315803483982259,0.07896708225589805,6.0,20.0,26.0,15.0,16.0,4.875,9.0,676.0,5.521067611615491,-0.2930880451260397,-0.26689201882721525,756.165646356573,0.4255626595451539,100089.0,1.672800190905979,3,1,0,0,0,1,0,0,0,1.5841201044498106,0,0.0
resp894,it,E,country-wide,service,0.0,0.0,0.0,10.0,10.0,20.0,23.0,4.666666666666667,3.0,100.0,3.315782831178036,0.16600808423871866,0.013485064175806478,601.7478116965717,-0.5894913775946455,0.0,-0.8479547481484687,3,1,0,0,0,0,0,0,1,1.540445040947149,0,0.0
resp903,network,MM,central,implementation,0.7925603740793004,0.014192756873396176,5.0,8.0,13.0,34.0,27.0,5.0,6.0,169.0,3.859873340080033,0.379629449201121,0.5685878646685171,863.2179224407075,-0.40127603022919295,17989.0,1.2970558044414604,3,0,1,0,0,0,0,1,0,1.6094379124341003,1,13.0
resp930,logistics,TL,central,implementation,0.8721527974262214,0.07419658337130246,8.0,18.0,26.0,39.0,33.0,4.133333333333334,15.0,676.0,5.521067611615491,0.6563510678775492,0.7200630449734237,318.94407408818364,0.3663836931566161,94042.5,1.6591579786950632,3,0,0,1,0,0,0,1,0,1.4190841839428816,1,0.0
resp947,network,MM,east,implementation,0.0,0.0,0.0,25.0,25.0,31.0,26.0,4.777777777777779,9.0,625.0,5.417583487417034,0.3287520587876947,0.4684419074554052,680.5528965377947,-0.5894913775946455,0.0,-0.8479547481484687,3,0,1,0,0,0,0,1,0,1.5639755383573433,1,25.0
resp965,network,MM,east,implementation,0.9462082560393577,0.20691964946123306,14.0,15.0,29.0,41.0,40.0,4.857142857142857,7.0,841.0,5.815679529891553,0.9314993433462876,0.7760886822538285,741.7915028739436,1.9222471440774067,262266.0,1.8836967672640053,3,0,1,0,0,0,0,1,0,1.580450375560848,1,29.0
resp982,mng,E,country-wide,corp_gov,0.6968250224292565,0.002643833914211495,4.0,2.0,6.0,0.0,2.0,4.2,5.0,36.0,2.3716096837996274,-2.252324283479831,-2.611690424426495,346.79104968437616,-0.5542290970916,3351.0,0.929191871961104,3,1,0,0,0,0,1,0,0,1.4350845252893227,0,0.0
resp993,it,E,west,service,0.7907053122196629,0.05932728588870415,9.0,5.0,14.0,7.0,10.0,4.666666666666667,4.0,196.0,4.021464477179559,-0.8373766913842725,-0.9370462286978276,601.7478116965717,0.18022555164229886,75196.0,1.610194464924011,3,1,0,0,0,0,0,0,1,1.540445040947149,0,0.0
resp997,mng,E,country-wide,corp_gov,0.0,0.0,0.0,9.0,9.0,6.0,17.0,4.714285714285714,8.0,81.0,3.109040947554204,-0.21874405163849006,-1.059154447699062,634.5632870994509,-0.5894913775946455,0.0,-0.8479547481484687,3,1,0,0,0,0,1,0,0,1.550597412411167,0,0.0
resp999,network,MM,central,implementation,0.7686444634542733,0.010135880124104768,8.0,6.0,14.0,10.0,7.0,4.0,4.0,196.0,4.021464477179559,-1.212051756019325,-0.6368691424426782,268.66371846960567,-0.45480580602835,12847.0,1.2233568774880539,3,0,1,0,0,0,0,1,0,1.3862943611198906,1,14.0
resp1007,network,TL,central,implementation,0.0,0.0,0.0,1.0,1.0,2.0,6.0,4.333333333333333,3.0,1.0,0.0,-1.3635259459925535,-1.7851012271185929,408.38525237872636,-0.5894913775946455,0.0,-0.8479547481484687,3,0,0,1,0,0,0,1,0,1.466337068793427,1,0.0
resp1022,network,MM,central,implementation,0.8098869480052286,0.009637251943328384,8.0,6.0,14.0,8.0,6.0,2.25,4.0,196.0,4.021464477179559,-1.3635259459925535,-0.8275118242992068,13.083356291494935,-0.461399949646308,12215.0,1.2123135606863078,3,0,1,0,0,0,0,1,0,0.8109302162163288,1,14.0
resp1038,business,TM,country-wide,implementation,0.005228730461812483,0.00010966664102518587,2.0,30.0,32.0,104.0,71.0,4.894736842105263,20.0,1024.0,6.089651824987785,1.8109248755474527,1.8991966049513636,772.3140134914482,-0.5880267346129875,139.0,0.2339332759324501,3,0,0,0,1,0,0,1,0,1.5881605139868153,1,32.0
resp1043,business,TL,country-wide,implementation,0.7869965211149526,0.002643044945571026,9.0,3.0,12.0,8.0,7.0,3.6666666666666665,7.0,144.0,3.68932492804488,-1.212051756019325,-0.8275118242992068,170.39294214528323,-0.5542393608826418,3350.0,0.9291265640797852,3,0,0,1,0,0,0,1,0,1.2992829841302609,1,0.0
resp1060,hr,E,country-wide,corp_gov,0.8239726464072499,0.028397348276399382,11.0,8.0,19.0,11.0,14.0,4.0,14.0,361.0,4.726523633470892,-0.4535119150008351,-0.5526003703791776,268.66371846960567,-0.21552296633465687,35993.0,1.4488936834288375,3,1,0,0,0,0,1,0,0,1.3862943611198906,0,0.0
resp1071,network,TL,central,business_mng,0.7785007516919562,0.03011335506941938,5.0,28.0,33.0,27.0,18.0,4.470588235294118,38.0,1089.0,6.176964485742812,-0.14778772301604526,0.3214259069560076,480.7381999664161,-0.19325669804867865,38168.0,1.4617387812203475,3,0,0,1,0,1,0,0,0,1.4975199962301151,1,0.0
resp1121,it,TM,country-wide,corp_gov,0.7832996524884518,0.16024505365972966,6.0,23.0,29.0,53.0,52.0,4.282051282051282,40.0,841.0,5.815679529891553,1.32255651788788,1.0705430049533375,383.72860755434533,1.3955148618365476,203107.0,1.8277320117948108,3,0,0,0,1,0,1,0,0,1.4544321662871087,1,29.0
resp1124,network,MM,east,implementation,0.0,0.0,0.0,6.0,6.0,15.0,9.0,5.0,3.0,36.0,2.3716096837996274,-0.9515360833172548,-0.26689201882721525,863.2179224407075,-0.5894913775946455,0.0,-0.8479547481484687,3,0,1,0,0,0,0,1,0,1.6094379124341003,1,6.0
resp1147,leadership,TM,country-wide,corp_gov,0.0,0.0,0.0,14.0,14.0,15.0,14.0,4.75,9.0,196.0,4.021464477179559,-0.4535119150008351,-0.26689201882721525,660.1120601008688,-0.5894913775946455,0.0,-0.8479547481484687,3,0,0,0,1,0,1,0,0,1.55814461804655,1,14.0
resp1152,security,TM,country-wide,corp_gov,0.9089559624945012,0.2389281072050589,7.0,9.0,16.0,14.0,11.0,4.666666666666667,3.0,256.0,4.321839547389929,-0.7316154103339412,-0.3319487265926289,601.7478116965717,2.2718233138003017,302836.0,1.9151862480571864,3,0,0,0,1,0,1,0,0,1.540445040947149,1,16.0
resp1153,leadership,TL,country-wide,corp_gov,0.751931735212194,0.00658867711655631,4.0,6.0,10.0,9.0,13.0,5.0,3.0,100.0,3.315782831178036,-0.5405678834908161,-0.7280553102874491,863.2179224407075,-0.5017865988901327,8351.0,1.1290653220060296,3,0,0,1,0,0,1,0,0,1.6094379124341003,1,0.0
resp1161,logistics,MM,country-wide,service,0.8772402776209907,0.3011623480495709,7.0,34.0,41.0,100.0,65.0,4.461538461538462,13.0,1681.0,6.816276627762626,1.669766768537023,1.848741204434546,475.66973088714883,2.92638256030699,381716.5,1.9658661658945853,3,0,1,0,0,0,0,0,1,1.4954936530848826,1,41.0
resp1164,security,TM,country-wide,corp_gov,0.0,0.0,0.0,20.0,20.0,55.0,26.0,4.6,5.0,400.0,4.851405482411641,0.3287520587876947,1.1139800894092986,558.1241406987182,-0.5894913775946455,0.0,-0.8479547481484687,3,0,0,0,1,0,1,0,0,1.5260563034950492,1,20.0
resp1170,leadership,TL,country-wide,service,0.9181198514408999,0.23088614985275874,10.0,16.0,26.0,29.0,38.0,4.583333333333333,12.0,676.0,5.521067611615491,0.8571837850805492,0.3970577340106111,547.6281140480777,2.1848513697761702,292643.0,1.9076904456529529,3,0,0,1,0,0,0,0,1,1.5224265354444706,1,0.0
resp1177,mng,E,west,service,0.0,0.0,0.0,5.0,5.0,8.0,14.0,4.0,3.0,25.0,2.0681122920294968,-0.4535119150008351,-0.8275118242992068,268.66371846960567,-0.5894913775946455,0.0,-0.8479547481484687,3,1,0,0,0,0,0,0,1,1.3862943611198906,0,0.0
resp1183,mng,TL,country-wide,service,0.8153656897943609,0.008737038724553297,6.0,8.0,14.0,19.0,20.0,4.333333333333333,4.0,196.0,4.021464477179559,-0.014798605904865706,-0.03757448216384697,408.38525237872636,-0.4733127897821024,11074.0,1.1908458186926727,3,0,0,1,0,0,0,0,1,1.466337068793427,1,0.0
resp1185,it,TM,country-wide,corp_gov,0.7825144084220848,0.16318001700227422,9.0,21.0,30.0,58.0,28.0,3.807692307692308,26.0,900.0,5.909121483456758,0.429004721499028,1.1766808504338375,207.6045915999761,1.429255706380837,206827.0,1.8317055606835668,3,0,0,0,1,0,1,0,0,1.3370233121131079,1,30.0
resp1188,mng,MM,country-wide,service,0.8738731116124229,0.03885276069989408,10.0,31.0,41.0,67.0,58.0,4.684210526315789,23.0,1681.0,6.816276627762626,1.4907730874926128,1.3494910806075595,613.674067405537,-0.08042992226400378,49245.0,1.5175238565214133,3,0,1,0,0,0,0,0,1,1.5441973905656994,1,41.0
resp1204,leadership,TL,country-wide,corp_gov,0.8067381183929243,0.022416177013004177,6.0,13.0,19.0,33.0,34.0,4.714285714285714,7.0,361.0,4.726523633470892,0.6984134169103801,0.5360612944733453,634.5632870994509,-0.2934241139624557,28412.0,1.3971148564996427,3,0,0,1,0,0,1,0,0,1.550597412411167,1,0.0
resp1208,leadership,E,country-wide,service,0.8980502836588959,0.007754772767169437,12.0,4.0,16.0,14.0,11.0,5.0,3.0,256.0,4.321839547389929,-0.7316154103339412,-0.3319487265926289,863.2179224407075,-0.4863238555593642,9829.0,1.1647377862604156,3,1,0,0,0,0,0,0,1,1.6094379124341003,0,0.0
resp1210,leadership,TM,country-wide,corp_gov,0.8192369347606492,0.11594525346603787,6.0,44.0,50.0,106.0,61.0,4.4905660377358485,57.0,2500.0,7.438284465945943,1.5695552277207567,1.9238028276382988,492.0817515289378,0.8756028687429329,146958.0,1.7568887789768393,3,0,0,0,1,0,1,0,0,1.5019787601193528,1,50.0
resp1212,network,TL,central,implementation,0.6900779585596459,0.0027511336493152736,1.0,6.0,7.0,15.0,12.0,4.666666666666667,3.0,49.0,2.6414681220093783,-0.633006371520259,-0.26689201882721525,601.7478116965717,-0.5527996931258521,3487.0,0.9378991340457192,3,0,0,1,0,0,0,1,0,1.540445040947149,1,0.0
resp1214,network,MM,central,implementation,0.8111694293164009,0.05157645796473705,9.0,16.0,25.0,28.0,33.0,4.625,8.0,625.0,5.417583487417034,0.6563510678775492,0.3598066306609053,574.1726102166725,0.08214955421646301,65372.0,1.5795434207382768,3,0,1,0,0,0,0,1,0,1.5314763709643886,1,25.0
resp1224,logistics,TL,country-wide,service,0.8104475342443306,0.024414634579312058,3.0,8.0,11.0,16.0,12.0,4.285714285714286,7.0,121.0,3.5085091882226056,-0.633006371520259,-0.2052663882677371,385.4488616333204,-0.2673448473044663,30945.0,1.4158110668157775,3,0,0,1,0,0,0,0,1,1.455287232606842,1,0.0
resp1228,network,TL,central,implementation,0.0026143652309062416,1.5779372809379258e-06,1.0,3.0,4.0,5.0,5.0,4.5,3.0,16.0,1.7185288433821908,-1.534385061696166,-1.19742950185331,497.5131193294509,-0.5894701657598259,2.0,-0.6074323793649932,3,0,0,1,0,0,0,1,0,1.5040773967762742,1,0.0
resp1259,network,TL,central,implementation,0.7463172385551735,0.01132880070849384,5.0,8.0,13.0,11.0,20.0,4.666666666666667,3.0,169.0,3.859873340080033,-0.014798605904865706,-0.5526003703791776,601.7478116965717,-0.4390430178727943,14359.0,1.2477150169682851,3,0,0,1,0,0,0,1,0,1.540445040947149,1,0.0
resp1282,business,E,country-wide,business_mng,0.7330670286492478,0.0070731038618042546,4.0,28.0,32.0,88.0,89.0,4.851851851851851,27.0,1024.0,6.089651824987785,2.1821057327037026,1.6862372607501437,737.5751984935257,-0.4953607814452593,8965.0,1.144596119127068,3,1,0,0,0,1,0,0,0,1.5793604571968223,0,0.0
resp1306,it,E,country-wide,service,0.8004351690817828,0.06408792266529388,9.0,9.0,18.0,18.0,18.0,4.0,5.0,324.0,4.596949270222708,-0.14778772301604526,-0.09089510070799384,268.66371846960567,0.2401099826017731,81230.0,1.6270929323481114,3,1,0,0,0,0,0,0,1,1.3862943611198906,0,0.0
resp1311,network,MM,west,implementation,0.7955404915130226,0.15503391578943218,12.0,9.0,21.0,18.0,23.0,4.75,4.0,441.0,4.971987201674973,0.16600808423871866,-0.09089510070799384,660.1120601008688,1.3353957321885854,196502.0,1.8204940404125016,3,0,1,0,0,0,0,1,0,1.55814461804655,1,21.0
resp1313,network,MM,west,implementation,0.0,0.0,0.0,10.0,10.0,41.0,28.0,5.0,3.0,100.0,3.315782831178036,0.429004721499028,0.7760886822538285,863.2179224407075,-0.5894913775946455,0.0,-0.8479547481484687,3,0,1,0,0,0,0,1,0,1.6094379124341003,1,10.0
resp1316,network,E,east,business_mng,0.0,0.0,0.0,33.0,33.0,106.0,83.0,4.625,16.0,1089.0,6.176964485742812,2.065913345527935,1.9238028276382988,574.1726102166725,-0.5894913775946455,0.0,-0.8479547481484687,3,1,0,0,0,1,0,0,0,1.5314763709643886,0,0.0
resp1318,network,E,east,business_mng,0.0,0.0,0.0,21.0,21.0,81.0,33.0,3.8571428571428568,8.0,441.0,4.971987201674973,0.6563510678775492,1.5824510363283095,222.1074851927859,-0.5894913775946455,0.0,-0.8479547481484687,3,1,0,0,0,1,0,0,0,1.3499267169490157,0,0.0
resp1332,network,TL,east,implementation,0.7484299072060009,0.015524535938507784,8.0,9.0,17.0,24.0,27.0,5.0,7.0,289.0,4.462229901248142,0.379629449201121,0.19869854318826927,863.2179224407075,-0.38375026489903225,19677.0,1.3166908572988032,3,0,0,1,0,0,0,1,0,1.6094379124341003,1,0.0
resp1334,it,MM,country-wide,service,0.7665955117441814,0.09020199569617607,8.0,10.0,18.0,20.0,14.0,4.571428571428571,7.0,324.0,4.596949270222708,-0.4535119150008351,0.013485064175806478,540.229117332249,0.5639072726178342,114329.0,1.7019224659424046,3,0,1,0,0,0,0,0,1,1.519825753744413,1,18.0
resp1346,logistics,E,country-wide,implementation,0.0,0.0,0.0,3.0,3.0,8.0,3.0,5.0,4.0,9.0,1.3009856682506291,-1.9640526451089773,-0.8275118242992068,863.2179224407075,-0.5894913775946455,0.0,-0.8479547481484687,3,1,0,0,0,0,0,1,0,1.6094379124341003,0,0.0
resp1349,network,TL,country-wide,business_mng,0.7746744720050014,0.19665832332329367,7.0,11.0,18.0,32.0,31.0,5.0,8.0,324.0,4.596949270222708,0.5690142712248211,0.5026953449257423,863.2179224407075,1.8082143728453262,249260.0,1.872561272532141,3,0,0,1,0,1,0,0,0,1.6094379124341003,1,0.0
resp1358,network,MM,east,implementation,0.874805839877566,0.03959991400241819,11.0,7.0,18.0,8.0,9.0,4.6,5.0,324.0,4.596949270222708,-0.9515360833172548,-0.8275118242992068,558.1241406987182,-0.07082814574444414,50192.0,1.5216939666485043,3,0,1,0,0,0,0,1,0,1.5260563034950492,1,18.0
resp1371,network,MM,central,implementation,0.7713571986083398,0.027897142158342055,6.0,13.0,19.0,67.0,43.0,4.571428571428571,7.0,361.0,4.726523633470892,1.0374621991864643,1.3494910806075595,540.229117332249,-0.2220206303168225,35359.0,1.4450030218092584,3,0,1,0,0,0,0,1,0,1.519825753744413,1,19.0
resp1376,network,TM,central,business_mng,0.8448235750979657,0.26018607825385465,10.0,70.0,80.0,187.0,86.0,4.5,83.0,6400.0,9.06767277569341,2.124849983912999,2.6882175540556723,497.5131193294509,2.4990338824706857,329780.0,1.933846783449774,3,0,0,0,1,1,0,0,0,1.5040773967762742,1,80.0
resp1379,logistics,TL,country-wide,implementation,0.0,0.0,0.0,14.0,14.0,22.0,10.0,4.117647058823529,19.0,196.0,4.021464477179559,-0.8373766913842725,0.10958369162636596,312.6621762166181,-0.5894913775946455,0.0,-0.8479547481484687,3,0,0,1,0,0,0,1,0,1.4152818979931427,1,0.0
resp1385,logistics,TL,country-wide,implementation,0.0,0.0,0.0,3.0,3.0,9.0,13.0,4.333333333333333,3.0,9.0,1.3009856682506291,-0.5405678834908161,-0.7280553102874491,408.38525237872636,-0.5894913775946455,0.0,-0.8479547481484687,3,0,0,1,0,0,0,1,0,1.466337068793427,1,0.0
resp1391,it,E,country-wide,service,0.0,0.0,0.0,1.0,1.0,1.0,9.0,5.0,3.0,1.0,0.0,-0.9515360833172548,-2.1044134033594597,863.2179224407075,-0.5894913775946455,0.0,-0.8479547481484687,3,1,0,0,0,0,0,0,1,1.6094379124341003,0,0.0
resp1397,network,E,central,business_mng,0.0,0.0,0.0,8.0,8.0,15.0,20.0,4.5,3.0,64.0,2.885518394057064,-0.014798605904865706,-0.26689201882721525,497.5131193294509,-0.5894913775946455,0.0,-0.8479547481484687,3,1,0,0,0,1,0,0,0,1.5040773967762742,0,0.0
resp1410,business,E,country-wide,business_mng,0.0,0.0,0.0,10.0,10.0,18.0,19.0,4.75,4.0,100.0,3.315782831178036,-0.07989802678213727,-0.09089510070799384,660.1120601008688,-0.5894913775946455,0.0,-0.8479547481484687,3,1,0,0,0,1,0,0,0,1.55814461804655,0,0.0
resp1411,logistics,MM,west,business_mng,0.0,0.0,0.0,22.0,22.0,88.0,58.0,4.7,10.0,484.0,5.088611499610178,1.4907730874926128,1.6862372607501437,624.5704086362374,-0.5894913775946455,0.0,-0.8479547481484687,3,0,1,0,0,1,0,0,0,1.547562508716013,1,22.0
resp1416,network,MM,east,implementation,0.7496621159620339,0.002302210492888434,5.0,6.0,11.0,19.0,9.0,5.0,3.0,121.0,3.5085091882226056,-0.9515360833172548,-0.03757448216384697,863.2179224407075,-0.5587800620395131,2918.0,0.8989099341971235,3,0,1,0,0,0,0,1,0,1.6094379124341003,1,11.0
resp1420,it,E,country-wide,service,0.8687324091168495,0.1132801173985337,13.0,7.0,20.0,6.0,6.0,4.428571428571429,7.0,400.0,4.851405482411641,-1.3635259459925535,-1.059154447699062,457.56998290397934,0.8436691356747277,143580.0,1.7517976485894948,3,1,0,0,0,0,0,0,1,1.488077055429833,0,0.0
resp1423,mng,E,country-wide,service,0.7720474673900636,0.0184145280685456,12.0,7.0,19.0,19.0,22.0,5.0,4.0,361.0,4.726523633470892,0.10795782399379504,-0.03757448216384697,863.2179224407075,-0.3457978447639433,23340.0,1.354064909140651,3,1,0,0,0,0,0,0,1,1.6094379124341003,0,0.0
resp1429,logistics,TL,country-wide,implementation,0.8514940433029885,0.06834204157470251,5.0,8.0,13.0,5.0,10.0,4.333333333333333,3.0,169.0,3.859873340080033,-0.8373766913842725,-1.19742950185331,408.38525237872636,0.2933961644268725,86622.0,1.6411634258114138,3,0,0,1,0,0,0,1,0,1.466337068793427,1,0.0
resp1447,business,E,country-wide,business_mng,0.6823507400252188,0.02199960157083657,7.0,13.0,20.0,39.0,52.0,4.583333333333333,13.0,400.0,4.851405482411641,1.32255651788788,0.7200630449734237,547.6281140480777,-0.2988666602255291,27884.0,1.3930081414707358,3,1,0,0,0,1,0,0,0,1.5224265354444706,0,0.0
resp1449,business,E,country-wide,business_mng,0.8082098327396623,0.008393442881629062,7.0,8.0,15.0,10.0,13.0,4.7,10.0,225.0,4.175161332940732,-0.5405678834908161,-0.6368691424426782,624.5704086362374,-0.4778627283509114,10638.5,1.1820629257701376,3,1,0,0,0,1,0,0,0,1.547562508716013,0,0.0
resp1472,business,TM,country-wide,business_mng,0.8186641276345119,0.3594154531342765,11.0,59.0,70.0,185.0,103.0,4.791666666666667,50.0,4900.0,8.581191626019075,2.429828212036297,2.6731683037954275,690.9634997919243,3.5112995897108084,455551.0,2.004579864248488,3,0,0,0,1,1,0,0,0,1.5668782980153044,1,70.0
resp1476,network,MM,central,implementation,0.790911471432407,0.0025231217122197442,13.0,5.0,18.0,12.0,14.0,4.0,3.0,324.0,4.596949270222708,-0.4535119150008351,-0.4742087722457392,268.66371846960567,-0.5558367488951066,3198.0,0.9189635829446304,3,0,1,0,0,0,0,1,0,1.3862943611198906,1,18.0
resp1477,logistics,TL,country-wide,service,0.7880444126544796,0.01955222084810184,10.0,7.0,17.0,24.0,22.0,4.75,4.0,289.0,4.462229901248142,0.10795782399379504,0.19869854318826927,660.1120601008688,-0.33088660913848494,24782.0,1.3671891821849391,3,0,0,1,0,0,0,0,1,1.55814461804655,1,0.0
resp1534,hr,MM,east,service,0.8418299007613923,0.15788919329928935,6.0,37.0,43.0,111.0,73.0,4.884615384615385,27.0,1849.0,6.9622029100245175,1.855785347629646,1.9836187042105264,763.9983374707252,1.368369529415688,200121.0,1.8244894496799415,3,0,1,0,0,0,0,0,1,1.5860905484371093,1,43.0
resp1541,logistics,E,country-wide,implementation,0.7789076658410943,0.006726746628638379,3.0,5.0,8.0,10.0,8.0,4.6,5.0,64.0,2.885518394057064,-1.0757099442298754,-0.6368691424426782,558.1241406987182,-0.4999548543155479,8526.0,1.1336052368725271,3,1,0,0,0,0,0,1,0,1.5260563034950492,0,0.0
resp1545,business,TM,country-wide,corp_gov,0.0,0.0,0.0,27.0,27.0,53.0,25.0,4.166666666666667,13.0,729.0,5.621800290563166,0.27626859279953503,1.0705430049533375,332.6320826358745,-0.5894913775946455,0.0,-0.8479547481484687,3,0,0,0,1,0,1,0,0,1.4271163556401458,1,27.0
resp1559,mng,TL,country-wide,service,0.0,0.0,0.0,28.0,28.0,69.0,66.0,4.565217391304348,23.0,784.0,5.7199526558499825,1.6940214002400578,1.3851812101595926,536.4009810292429,-0.5894913775946455,0.0,-0.8479547481484687,3,0,0,1,0,0,0,0,1,1.5184661342283736,1,0.0
resp1571,business,E,country-wide,business_mng,0.8064206143368836,0.02131319885362857,10.0,5.0,15.0,10.0,10.0,3.75,4.0,225.0,4.175161332940732,-0.8373766913842725,-0.6368691424426782,191.66173282810558,-0.3078392663542293,27014.0,1.3860687160656502,3,1,0,0,0,1,0,0,0,1.3217558399823195,0,0.0
resp1595,logistics,MM,west,implementation,0.0,0.0,0.0,7.0,7.0,18.0,9.0,4.833333333333333,6.0,49.0,2.6414681220093783,-0.9515360833172548,-0.09089510070799384,722.9704437048193,-0.5894913775946455,0.0,-0.8479547481484687,3,0,1,0,0,0,0,1,0,1.575536360758419,1,7.0
resp1598,network,TL,west,implementation,0.7034637296208838,0.006171312705748229,1.0,8.0,9.0,30.0,31.0,5.0,5.0,81.0,3.109040947554204,0.5690142712248211,0.43324850398304027,863.2179224407075,-0.5073252826626304,7822.0,1.1147398818763237,3,0,0,1,0,0,0,1,0,1.6094379124341003,1,0.0
resp1606,business,TM,country-wide,business_mng,0.8318757588239447,0.16119812777741618,9.0,28.0,37.0,152.0,82.0,4.633333333333334,31.0,1369.0,6.5087489828381,2.0458752206801094,2.4021077530770247,579.6042338289623,1.406480696185556,204315.0,1.8290302753955503,3,0,0,0,1,1,0,0,0,1.5332765514685365,1,37.0
resp1613,mng,E,central,service,0.8265902792408769,0.029445493115262407,7.0,5.0,12.0,8.0,10.0,4.833333333333333,6.0,144.0,3.68932492804488,-0.8373766913842725,-0.8275118242992068,722.9704437048193,-0.20191831130881374,37321.5,1.456828727636437,3,1,0,0,0,0,0,0,1,1.575536360758419,0,0.0
resp1641,leadership,E,country-wide,corp_gov,0.8467437278591783,0.05187863295403666,11.0,13.0,24.0,25.0,26.0,4.4,5.0,576.0,5.3111580269651775,0.3287520587876947,0.24096136636495544,442.3376947122704,0.08598650143423825,65755.0,1.5808223439762086,3,1,0,0,0,0,1,0,0,1.4816045409242156,0,0.0
resp1644,network,TL,central,implementation,0.7831499607102302,0.009058148961224165,6.0,8.0,14.0,17.0,14.0,4.6,5.0,196.0,4.021464477179559,-0.4535119150008351,-0.14670421359800187,558.1241406987182,-0.4690622117853445,11481.0,1.1987471614831338,3,0,0,1,0,0,0,1,0,1.5260563034950492,1,0.0
resp1652,security,E,east,service,0.8100070083325508,0.02204062794014095,6.0,4.0,10.0,19.0,20.0,5.0,4.0,100.0,3.315782831178036,-0.014798605904865706,-0.03757448216384697,863.2179224407075,-0.2983305482067816,27936.0,1.3934160197030172,3,1,0,0,0,0,0,0,1,1.6094379124341003,0,0.0
resp1687,it,TL,country-wide,service,0.7851756395854688,0.07380288801970844,8.0,7.0,15.0,27.0,22.0,4.714285714285714,7.0,225.0,4.175161332940732,0.10795782399379504,0.3214259069560076,634.5632870994509,0.3614878648297001,93543.5,1.6579932152124817,3,0,0,1,0,0,0,0,1,1.550597412411167,1,0.0
resp1701,mng,TM,country-wide,corp_gov,0.9098641112136896,0.124483472093193,17.0,25.0,42.0,68.0,41.0,4.1875,18.0,1764.0,6.8898482175770095,0.9675226953954678,1.367448145878154,341.42547232636565,0.9773964112840916,157780.0,1.7724448977031868,3,0,0,0,1,0,1,0,0,1.4321038971511848,1,42.0
resp1703,network,MM,east,implementation,0.0,0.0,0.0,19.0,19.0,51.0,41.0,4.428571428571429,7.0,361.0,4.726523633470892,0.9675226953954678,1.0256895054095825,457.56998290397934,-0.5894913775946455,0.0,-0.8479547481484687,3,0,1,0,0,0,0,1,0,1.488077055429833,1,19.0
resp1716,logistics,E,country-wide,implementation,0.7696549829855306,0.03690164125201434,11.0,10.0,21.0,14.0,19.0,4.8,5.0,441.0,4.971987201674973,-0.07989802678213727,-0.3319487265926289,697.271409186861,-0.10553652365760316,46772.0,1.5062439922053228,3,1,0,0,0,0,0,1,0,1.5686159179138452,0,0.0
