,index,src,to,to_hierarchy,src_hierarchy,clocent,weights,clo_rank,weight_rank,optimal
1241,1630,resp4842,resp426,MM,TL,0.8395017836538887,0.45,1.0,1.0,True
1242,1632,resp4846,resp5618,TL,E,0.7809731107137758,0.56,1.0,2.0,False
1243,1634,resp4847,resp4914,TL,E,0.8447528586850371,0.2475,1.0,3.0,False
1244,1635,resp485,resp553,TL,E,0.6870986221078019,0.15428571428571428,5.0,5.0,True
1245,1636,resp4851,resp3756,TL,E,0.5897286329997417,0.5142857142857142,13.0,4.0,False
1246,1637,resp4853,resp5788,TL,E,0.8787451392530198,0.18,1.0,9.0,False
1247,1639,resp486,resp5850,TL,E,0.8255911270524215,0.12,1.0,4.0,False
1248,1640,resp4864,resp2236,TL,E,0.7472717567356747,0.6461538461538461,3.0,1.0,False
1249,1641,resp4865,resp474,MM,TL,0.7573112506888783,0.3692307692307693,3.0,3.0,True
1250,1642,resp487,resp1429,TL,E,0.7683498854697097,0.08727272727272728,2.0,3.0,False
1251,1643,resp4870,resp1376,TM,MM,0.7741838961801368,0.18899999999999997,16.0,4.0,False
1252,1645,resp4874,resp6078,MM,TL,0.560523977117002,0.05333333333333333,4.0,6.0,False
1253,1648,resp488,resp2300,MM,TL,0.806896964195217,0.4400000000000001,2.0,1.0,False
1254,1649,resp4890,resp5731,TL,E,0.7399165761318873,0.4,13.0,3.0,False
1255,1651,resp490,resp4935,TL,E,0.7744548723247582,0.375,19.0,11.0,False
1256,1652,resp4901,resp5618,TL,E,0.7083983044746007,0.6666666666666666,8.0,1.0,False
1257,1653,resp4903,resp4266,MM,TL,0.8019231851487614,0.6886956521739132,1.0,1.0,True
1258,1654,resp4907,resp3549,TL,E,0.7195581904060459,0.14727272727272728,6.0,4.0,False
1259,1655,resp4908,resp4952,TL,E,0.9028481949562587,0.2925,1.0,2.0,False
1260,1656,resp4908,resp573,TL,E,0.9028481949562587,0.52,1.0,3.0,False
1261,1657,resp4911,resp3921,TL,E,0.7770246410516606,0.3,3.0,5.0,False
1262,1659,resp4915,resp2333,TM,MM,0.8951568276335645,0.225,1.0,2.0,False
1263,1660,resp4918,resp3520,TL,E,0.7608313681887133,0.4,6.0,3.0,False
1264,1662,resp4925,resp1307,TL,E,0.8588568167825906,0.4,1.0,1.0,True
1265,1663,resp4925,resp3487,TL,E,0.8588568167825906,0.6,1.0,1.0,True
1266,1666,resp493,resp2302,TL,E,0.7756642136765168,0.3388235294117647,2.0,4.0,False
1267,1667,resp4932,resp1559,TL,E,0.7404679605929315,0.035,9.0,17.0,False
1268,1668,resp4933,resp3554,MM,TL,0.7969328517490315,0.4114285714285714,1.0,1.0,True
1269,1669,resp4935,resp2300,MM,TL,0.8087281971298944,0.42,1.0,2.0,False
1270,1670,resp4938,resp3359,TL,E,0.6772472722171563,0.4,1.0,1.0,True
1271,1671,resp4946,resp3434,TL,E,0.7575899172638062,0.48,1.0,1.0,True
1272,1672,resp4947,resp3921,TL,E,0.6919422468394189,0.37894736842105264,4.0,4.0,True
1273,1673,resp4948,resp6113,TL,E,0.8394587918075397,0.54,2.0,1.0,False
1274,1674,resp495,resp2343,TL,E,0.6787061869669522,0.27,5.0,5.0,True
1275,1675,resp4966,resp2066,TL,E,0.791239649931256,0.5760000000000001,4.0,1.0,False
1276,1676,resp4969,resp2236,TL,E,0.7461473816571456,0.2223529411764706,6.0,5.0,False
1277,1677,resp4971,resp3448,TL,E,0.795381610548214,0.3176470588235294,6.0,10.0,False
1278,1678,resp4972,resp5032,TL,E,0.6414233725207926,0.5760000000000001,1.0,1.0,True
1279,1679,resp4976,resp1908,TL,E,0.6888891905210145,0.24,11.0,5.0,False
1280,1680,resp4977,resp1188,MM,TL,0.7713934977706272,0.28800000000000003,7.0,5.0,False
1281,1681,resp4979,resp232,TL,E,0.751238058441524,0.09,5.0,14.0,False
1282,1682,resp4985,resp3545,TL,E,0.8356074745183174,0.09,6.0,17.0,False
1283,1683,resp4987,resp3414,MM,TL,0.7057432995053877,0.08,3.0,6.0,False
1284,1684,resp4988,resp132,MM,TL,0.7970878593545261,0.48,1.0,2.0,False
1285,1685,resp4994,resp283,MM,TL,0.7383165546524958,0.5538461538461538,2.0,1.0,False
1286,1686,resp4997,resp5123,TL,E,0.675601196374143,0.04,5.0,5.0,True
1287,1688,resp5,resp494,MM,TL,0.8119730447605423,0.2025,2.0,3.0,False
1288,1689,resp50,resp1796,MM,TL,0.7496439034485213,0.18,1.0,1.0,True
1289,1691,resp5002,resp3434,TL,E,0.6183965067231961,0.18,3.0,2.0,False
1290,1693,resp5005,resp2475,TL,E,0.7774300131669827,0.28800000000000003,10.0,7.0,False
1291,1694,resp5007,resp3777,TL,E,0.7481530783807399,0.4,1.0,1.0,True
1292,1698,resp502,resp2475,TL,E,0.8419163753274695,0.672,5.0,2.0,False
1293,1699,resp5024,resp1703,MM,TL,0.018608128996450313,0.15750000000000006,2.0,5.0,False
1294,1700,resp5027,resp2420,TL,E,0.8169955041836736,0.4547368421052632,1.0,1.0,True
1295,1701,resp5030,resp5,TL,E,0.9006160006387468,0.06545454545454546,1.0,5.0,False
1296,1703,resp5033,resp5924,MM,TL,0.7168144056159625,0.384,1.0,1.0,True
1297,1705,resp5035,resp232,TL,E,0.7360819442833225,0.12857142857142856,9.0,12.0,False
1298,1706,resp5037,resp2236,TL,E,0.6867244167417608,0.4,8.0,3.0,False
1299,1708,resp5043,resp2856,TL,E,0.7988358590460932,0.405,1.0,2.0,False
1300,1709,resp5047,resp4298,MM,TL,0.6782921284077399,0.6,1.0,1.0,True
1301,1710,resp5048,resp4169,TL,E,0.7874008947846013,0.12,15.0,7.0,False
1302,1711,resp5049,resp5481,TL,E,0.7703060141366127,0.45,5.0,5.0,True
1303,1712,resp5050,resp143,TL,E,0.7839414876021967,0.12705882352941175,2.0,2.0,True
1304,1713,resp5051,resp3797,TL,E,0.7342820205888654,0.24,4.0,3.0,False
1305,1716,resp5053,resp4823,TL,E,0.7385830326946846,0.6,6.0,1.0,False
1306,1717,resp5060,resp1349,TL,E,0.7274390622004895,0.48,5.0,4.0,False
1307,1718,resp5061,resp2236,TL,E,0.6903085662712664,0.162,7.0,6.0,False
1308,1719,resp5062,resp5970,TL,E,0.7334606392959788,0.07200000000000001,10.0,7.0,False
1309,1720,resp5067,resp2532,TL,E,0.7854013620634293,0.06285714285714286,1.0,4.0,False
1310,1721,resp5067,resp4923,TL,E,0.7854013620634293,0.18857142857142856,3.0,3.0,True
1311,1723,resp507,resp573,TL,E,0.799030554600333,0.5,7.0,4.0,False
1312,1724,resp5072,resp1772,TL,E,0.9139082541159176,0.1878260869565217,2.0,3.0,False
1313,1726,resp5077,resp2915,MM,TL,0.733488651661783,0.24,4.0,4.0,True
1314,1728,resp5083,resp4571,TM,MM,0.862107490671391,0.06461538461538463,12.0,15.0,False
1315,1729,resp5087,resp35,MM,TL,0.7189522731414838,0.21600000000000005,3.0,7.0,False
1316,1730,resp5088,resp132,MM,TL,0.7464871728050382,0.384,5.0,3.0,False
1317,1734,resp5105,resp947,MM,TL,0.6944884930601744,0.13090909090909092,5.0,5.0,True
1318,1735,resp5108,resp1371,MM,TL,0.691848992848086,0.42857142857142855,3.0,2.0,False
1319,1736,resp5112,resp5083,MM,TL,0.8119328261739477,0.12,1.0,3.0,False
1320,1739,resp5124,resp4308,TL,E,0.77820508106845,0.32,7.0,7.0,True
1321,1742,resp5138,resp35,MM,TL,0.7070011436746285,0.48,6.0,3.0,False
1322,1743,resp5139,resp3756,TL,E,0.6278772376392375,0.27,10.0,8.0,False
1323,1745,resp5140,resp1349,TL,E,0.7045522147178643,0.43200000000000005,7.0,5.0,False
1324,1747,resp5142,resp5787,TL,E,0.6063650779178502,0.12,3.0,5.0,False
1325,1748,resp5145,resp2885,TL,E,0.6598547551576294,0.21333333333333326,5.0,6.0,False
1326,1749,resp5148,resp4571,TM,MM,0.8306111896440754,0.19384615384615386,18.0,10.0,False
1327,1750,resp5149,resp91,MM,TL,0.708480435130995,0.1705263157894737,9.0,6.0,False
1328,1751,resp515,resp4571,TM,MM,0.834756420411765,0.12,16.0,12.0,False
1329,1752,resp5153,resp1701,TM,MM,0.8887985592162789,0.6499999999999999,1.0,1.0,True
1330,1755,resp5154,resp2128,TL,E,0.7767668970111278,0.09,6.0,11.0,False
1331,1758,resp5158,resp3493,TL,E,0.7229549875490758,0.4,1.0,1.0,True
1332,1760,resp5163,resp2950,TL,E,0.6973817030720727,0.28,18.0,6.0,False
1333,1762,resp5169,resp488,TL,E,0.7638500341326739,0.43200000000000005,4.0,3.0,False
1334,1764,resp5171,resp3061,MM,TL,0.6846952653254728,0.12,1.0,1.0,True
1335,1765,resp5180,resp848,TL,E,0.8278844357386784,0.15,2.0,3.0,False
1336,1766,resp5181,resp1334,MM,TL,0.7475424948753115,0.18,1.0,1.0,True
1337,1767,resp5182,resp2834,TL,E,0.7582972580666065,0.48,9.0,3.0,False
1338,1768,resp5186,resp5810,TL,E,0.6822142962975606,0.19636363636363635,4.0,3.0,False
1339,1769,resp5186,resp5953,TL,E,0.6822142962975606,0.3490909090909091,5.0,3.0,False
1340,1770,resp5187,resp3797,TL,E,0.7890306535559967,0.4363636363636363,2.0,2.0,True
1341,1771,resp5193,resp930,TL,E,0.8000797711297276,0.6,4.0,1.0,False
1342,1772,resp5194,resp373,MM,TL,0.7824203091517112,0.6,1.0,1.0,True
1343,1773,resp5194,resp5955,MM,TL,0.7824203091517112,0.6,1.0,1.0,True
1344,1776,resp5199,resp1204,TL,E,0.8358205092609542,0.5890909090909089,1.0,1.0,True
1345,1778,resp5201,resp4166,TL,E,0.9176572707622365,0.43200000000000005,2.0,1.0,False
1346,1779,resp5206,resp2948,TL,E,0.7654500036248345,0.2290909090909091,1.0,1.0,True
1347,1780,resp5206,resp5810,TL,E,0.7654500036248345,0.2290909090909091,3.0,2.0,False
1348,1781,resp5209,resp4935,TL,E,0.7957722135844376,0.4363636363636363,13.0,7.0,False
1349,1782,resp521,resp2373,TL,E,0.7881813771051908,0.5760000000000001,7.0,3.0,False
1350,1784,resp5213,resp4809,TL,E,0.7673491165446039,0.64,5.0,1.0,False
1351,1785,resp5220,resp553,TL,E,0.7601257513390138,0.36,2.0,2.0,True
1352,1787,resp5227,resp2567,MM,TL,0.822608110986392,0.06666666666666668,1.0,5.0,False
1353,1789,resp5232,resp6038,TL,E,0.7259316203153362,0.3428571428571429,3.0,3.0,True
1354,1790,resp5234,resp2887,TL,E,0.8504883424704462,0.08,1.0,1.0,True
1355,1792,resp5236,resp3545,TL,E,0.7837116000968555,0.2492307692307693,20.0,12.0,False
1356,1794,resp5237,resp4571,TM,MM,0.8934491648566977,0.15,6.0,11.0,False
1357,1796,resp5239,resp5618,TL,E,0.7547934502022997,0.324,5.0,6.0,False
1358,1797,resp5243,resp3978,TL,E,0.6776119973389207,0.36,3.0,1.0,False
1359,1798,resp5244,resp4774,TL,E,0.8729888601813831,0.12,3.0,11.0,False
1360,1799,resp5245,resp999,MM,TL,0.6903085148990482,0.18,1.0,1.0,True
1361,1800,resp5246,resp4704,TL,E,0.018300556616343694,0.07,5.0,5.0,True
1362,1801,resp5247,resp3259,TL,E,0.7558261775198083,0.384,2.0,6.0,False
1363,1802,resp5258,resp91,MM,TL,0.7185425778120296,0.04941176470588236,3.0,10.0,False
1364,1803,resp5261,resp3520,TL,E,0.7898290366977849,0.18,5.0,6.0,False
1365,1804,resp5267,resp5617,MM,TL,0.8298542918860847,0.72,3.0,1.0,False
1366,1805,resp527,resp2017,TL,E,0.6563927907637924,0.5760000000000001,4.0,1.0,False
1367,1806,resp5274,resp1642,TL,E,0.7650321236688262,0.27,1.0,1.0,True
1368,1807,resp5274,resp4483,TL,E,0.7650321236688262,0.06,1.0,6.0,False
1369,1808,resp5278,resp1071,TL,E,0.7732084283337812,0.042857142857142864,3.0,4.0,False
1370,1809,resp5284,resp514,TL,E,0.7765778548197605,0.24,6.0,2.0,False
1371,1810,resp5285,resp1841,MM,TL,0.6472118158240917,0.3692307692307693,6.0,2.0,False
1372,1811,resp5289,resp6098,TL,E,0.8021978970160434,0.28,3.0,4.0,False
1373,1812,resp5292,resp4935,TL,E,0.8107212262137191,0.15,8.0,20.0,False
1374,1814,resp5295,resp232,TL,E,0.7280538563069625,0.225,15.0,8.0,False
1375,1815,resp5298,resp2816,MM,TL,0.6599344509692754,0.3428571428571429,2.0,2.0,True
1376,1816,resp53,resp6078,MM,TL,0.6723721129172278,0.21600000000000005,2.0,4.0,False
1377,1817,resp5303,resp1204,TL,E,0.7480200706226993,0.54,6.0,2.0,False
1378,1818,resp5304,resp5850,TL,E,0.799888343708868,0.2,2.0,3.0,False
1379,1819,resp5310,resp4935,TL,E,0.7583674220506977,0.32,22.0,12.0,False
1380,1820,resp5312,resp742,TL,E,0.7235888842213938,0.18,5.0,4.0,False
1381,1821,resp5314,resp3545,TL,E,0.835309408256514,0.07636363636363636,7.0,18.0,False
1382,1822,resp5315,resp213,TL,E,0.6991133973483102,0.07714285714285714,10.0,7.0,False
1383,1824,resp5321,resp3613,TL,E,0.6303068458186541,0.36,4.0,4.0,True
1384,1825,resp5323,resp4809,TL,E,0.9060920804613251,0.27,1.0,5.0,False
1385,1826,resp5329,resp1183,TL,E,0.7726661243283446,0.4666666666666666,1.0,1.0,True
1386,1827,resp533,resp3608,TL,E,0.7388644870725669,0.07,4.0,11.0,False
1387,1828,resp5333,resp3545,TL,E,0.7733927580175108,0.06,21.0,19.0,False
1388,1829,resp534,resp1121,TM,MM,0.7844241674702508,0.54,2.0,2.0,True
1389,1830,resp5340,resp169,TL,E,0.7610433087713371,0.24,8.0,7.0,False
1390,1831,resp5340,resp2532,TL,E,0.7610433087713371,0.24,2.0,3.0,False
1391,1833,resp5345,resp4799,TL,E,0.7764996106337263,0.4430769230769231,5.0,4.0,False
1392,1834,resp5346,resp5941,TL,E,0.7572813373198665,0.2945454545454545,4.0,6.0,False
1393,1835,resp5351,resp6061,MM,TL,0.7819171831533024,0.24,1.0,1.0,True
1394,1836,resp5357,resp2039,TL,E,0.7848372990340818,0.36,7.0,4.0,False
1395,1837,resp5359,resp283,MM,TL,0.742317067107124,0.3927272727272727,1.0,3.0,False
1396,1838,resp536,resp597,MM,TL,0.7923104948342516,0.12,2.0,4.0,False
1397,1839,resp5360,resp4761,MM,TL,0.7300216616057038,0.05,4.0,5.0,False
1398,1840,resp5362,resp2950,TL,E,0.6720140579660593,0.06545454545454546,20.0,14.0,False
1399,1841,resp5365,resp4206,TL,E,0.6700283126166484,0.21,1.0,2.0,False
1400,1842,resp5365,resp5047,TL,E,0.6700283126166484,0.3733333333333333,3.0,3.0,True
1401,1843,resp5366,resp3972,MM,TL,0.7690411366467665,0.20769230769230768,2.0,2.0,True
1402,1844,resp5368,resp4181,TL,E,0.7852152145724001,0.045,6.0,8.0,False
1403,1847,resp538,resp4812,TL,E,0.8476194129802902,0.08,1.0,12.0,False
1404,1848,resp5380,resp3595,TL,E,0.7198362826113575,0.1718181818181818,4.0,6.0,False
1405,1850,resp5384,resp213,TL,E,0.7685363508662305,0.06,2.0,8.0,False
1406,1851,resp5385,resp4214,TL,E,0.7391158728300943,0.5538461538461539,5.0,2.0,False
1407,1853,resp5400,resp3797,TL,E,0.7789076658410943,0.18,3.0,4.0,False
1408,1854,resp5400,resp4181,TL,E,0.7789076658410943,0.4,7.0,2.0,False
1409,1855,resp5404,resp5788,TL,E,0.8248433466324072,0.5,3.0,2.0,False
1410,1856,resp5407,resp4812,TL,E,0.8203439008920943,0.12,2.0,10.0,False
1411,1857,resp5408,resp947,MM,TL,0.7394492885071198,0.3,2.0,2.0,True
1412,1858,resp5409,resp4935,TL,E,0.7952317385934037,0.06,14.0,22.0,False
1413,1859,resp541,resp4326,TL,E,0.8558955632636712,0.16500000000000006,2.0,4.0,False
1414,1862,resp5410,resp2983,TM,MM,0.7725204688074759,0.5236363636363636,2.0,2.0,True
1415,1863,resp5415,resp35,MM,TL,0.7496424827839793,0.43200000000000005,1.0,4.0,False
1416,1864,resp5417,resp132,MM,TL,0.7021273481821886,0.08,9.0,8.0,False
1417,1865,resp5418,resp4372,MM,TL,0.6652165747670603,0.3,3.0,2.0,False
1418,1866,resp5422,resp3756,TL,E,0.627424886665864,0.03529411764705883,11.0,14.0,False
1419,1867,resp5424,resp213,TL,E,0.7297708052544667,0.04421052631578948,5.0,10.0,False
1420,1868,resp5426,resp6095,TL,E,0.7281410072550574,0.04,1.0,1.0,True
1421,1869,resp5427,resp3356,MM,TL,0.8543342798574989,0.48,4.0,2.0,False
1422,1870,resp5427,resp3494,MM,TL,0.8543342798574989,0.5760000000000001,2.0,1.0,False
1423,1873,resp5428,resp4684,TL,E,0.7327678748913453,0.29538461538461536,1.0,1.0,True
1424,1874,resp543,resp1349,TL,E,0.7276328048484477,0.6109090909090908,4.0,2.0,False
1425,1876,resp5432,resp750,TL,E,0.009337018681808007,0.24,3.0,1.0,False
1426,1877,resp5434,resp3545,TL,E,0.7949232252376621,0.4042105263157895,15.0,7.0,False
1427,1878,resp5444,resp4774,TL,E,0.8011297296927373,0.05,10.0,14.0,False
1428,1881,resp545,resp1164,TM,TM,0.8306111896440754,0.72,1.0,1.0,True
1429,1883,resp5464,resp5267,TL,E,0.8197695452903497,0.6,2.0,2.0,True
1430,1884,resp5465,resp4169,TL,E,0.8448235750979657,0.525,7.0,1.0,False
1431,1886,resp547,resp1908,TL,E,0.775839134639425,0.048,3.0,9.0,False
1432,1887,resp5470,resp213,TL,E,0.746113419555113,0.10285714285714287,3.0,5.0,False
1433,1888,resp5471,resp1214,MM,TL,0.7273105239319354,0.5142857142857142,2.0,1.0,False
1434,1889,resp5472,resp2696,TL,E,0.7551184737251627,0.18,5.0,4.0,False
1435,1890,resp5484,resp1534,MM,TL,0.761750630959888,0.3927272727272727,3.0,1.0,False
1436,1892,resp5487,resp195,TL,E,0.7353627317704712,0.2742857142857143,5.0,3.0,False
1437,1893,resp549,resp3608,TL,E,0.724513229950313,0.384,7.0,5.0,False
1438,1894,resp5492,resp1396,MM,TL,0.7590268653058964,0.04235294117647058,1.0,2.0,False
1439,1897,resp5500,resp2343,TL,E,0.7295060164038257,0.7999999999999999,4.0,1.0,False
1440,1898,resp5500,resp4801,TL,E,0.7295060164038257,0.08,3.0,4.0,False
1441,1901,resp5517,resp5913,TL,E,0.7642058593686792,0.5634782608695653,5.0,3.0,False
1442,1903,resp5519,resp2584,TL,E,0.696676944520627,0.2,4.0,4.0,True
1443,1904,resp5522,resp4169,TL,E,0.808808004520937,0.18,14.0,3.0,False
1444,1905,resp5523,resp1188,MM,TL,0.8873071250203439,0.2925,2.0,4.0,False
1445,1906,resp5523,resp5965,MM,TL,0.8873071250203439,0.195,1.0,4.0,False
1446,1907,resp5529,resp11,MM,TL,0.7066641043750782,0.24,13.0,11.0,False
1447,1909,resp5531,resp346,TL,E,0.7532101193597313,0.6545454545454547,2.0,1.0,False
1448,1910,resp5533,resp4372,MM,TL,0.6680769089752795,0.14400000000000002,1.0,5.0,False
1449,1911,resp5534,resp2824,TM,MM,0.803546590079714,0.21600000000000005,2.0,2.0,True
1450,1912,resp5535,resp1188,MM,TL,0.7710306598130682,0.24,8.0,6.0,False
1451,1913,resp5537,resp4774,TL,E,0.7767300903916713,0.4114285714285714,12.0,4.0,False
1452,1916,resp5541,resp664,MM,TL,0.800161662971094,0.72,1.0,1.0,True
1453,1917,resp5542,resp1214,MM,TL,0.7229231547373304,0.36,3.0,2.0,False
1454,1918,resp5545,resp2804,TL,E,0.8249678826183106,0.36,1.0,2.0,False
1455,1920,resp5548,resp5541,TL,E,0.7955404915130226,0.24,2.0,1.0,False
1456,1922,resp5556,resp2696,TL,E,0.8131245500068428,0.42,2.0,1.0,False
1457,1923,resp5558,resp1477,TL,E,0.7039048821362499,0.18,4.0,4.0,True
1458,1924,resp5564,resp3756,TL,E,0.7326036961586355,0.3,6.0,7.0,False
1459,1926,resp5567,resp5970,TL,E,0.7342491300168346,0.051428571428571435,7.0,8.0,False
1460,1927,resp5571,resp4483,TL,E,0.0026143652309062416,0.18,6.0,5.0,False
1461,1929,resp5578,resp3545,TL,E,0.7901716957158751,0.135,18.0,15.0,False
1462,1930,resp5581,resp930,TL,E,0.7820247572690547,0.15999999999999998,6.0,6.0,True
1463,1931,resp5582,resp1153,TL,E,0.7598086505805985,0.03,3.0,3.0,True
1464,1932,resp5583,resp1559,TL,E,0.7480200706226993,0.05538461538461538,5.0,14.0,False
1465,1933,resp5584,resp469,MM,TL,0.7737602939639288,0.4547368421052631,1.0,1.0,True
1466,1934,resp5588,resp1411,MM,TL,0.7357321287085202,0.6,2.0,1.0,False
1467,1935,resp559,resp5526,TL,E,0.003485820307874989,0.24,2.0,1.0,False
1468,1937,resp5593,resp5484,TL,E,0.8058655831879372,0.4571428571428571,1.0,3.0,False
1469,1939,resp5596,resp5822,TL,E,0.9096137120509863,0.6,2.0,1.0,False
1470,1940,resp5607,resp5787,TL,E,0.6063650779178502,0.24,3.0,4.0,False
1471,1941,resp5608,resp5618,TL,E,0.766723418634514,0.54,3.0,4.0,False
1472,1942,resp5609,resp5941,TL,E,0.7235234665334084,0.27,8.0,7.0,False
1473,1943,resp561,resp3159,TL,E,0.8485069546369611,0.18,2.0,7.0,False
1474,1944,resp5613,resp410,TL,E,0.7342162423911955,0.19285714285714284,6.0,6.0,True
1475,1945,resp5617,resp4571,TM,MM,0.8822924714799415,0.54,8.0,1.0,False
1476,1946,resp5618,resp1188,MM,TL,0.782626489741028,0.48,5.0,3.0,False
1477,1948,resp5621,resp1814,TL,E,0.7762151637288488,0.075,4.0,3.0,False
1478,1949,resp5623,resp5526,TL,E,0.7388160556914333,0.04615384615384615,1.0,2.0,False
1479,1950,resp5624,resp742,TL,E,0.7576485080627243,0.36,4.0,3.0,False
1480,1951,resp5625,resp3219,TL,E,0.005228730461812483,0.32,1.0,1.0,True
1481,1952,resp5625,resp3910,TL,E,0.005228730461812483,0.12,1.0,1.0,True
1482,1954,resp5626,resp5584,TL,E,0.7090627142324523,0.672,3.0,2.0,False
1483,1956,resp5629,resp3182,TL,E,0.7937684290167948,0.256,2.0,1.0,False
1484,1957,resp563,resp1349,TL,E,0.7045824985010027,0.5760000000000001,6.0,3.0,False
1485,1959,resp5639,resp2859,MM,TL,0.5607527935452712,0.3085714285714285,3.0,3.0,True
1486,1960,resp5646,resp1379,TL,E,0.641720632149461,0.43200000000000005,8.0,1.0,False
1487,1962,resp565,resp1559,TL,E,0.7380756369760849,0.048,10.0,15.0,False
1488,1963,resp5652,resp2039,TL,E,0.8131814578641647,0.096,3.0,8.0,False
1489,1964,resp5655,resp4935,TL,E,0.7690466549022608,0.4,20.0,9.0,False
1490,1965,resp566,resp213,TL,E,0.7259571225697888,0.384,7.0,1.0,False
1491,1966,resp5662,resp2128,TL,E,0.7323716552430863,0.14400000000000002,8.0,8.0,True
1492,1967,resp5664,resp903,MM,TL,0.8008637238557721,0.7578947368421053,1.0,1.0,True
1493,1968,resp5666,resp5584,TL,E,0.6968842712195319,0.72,5.0,1.0,False
1494,1970,resp5671,resp4812,TL,E,0.7681761951181325,0.3490909090909091,11.0,5.0,False
1495,1973,resp5675,resp3545,TL,E,0.8464376653736359,0.54,4.0,4.0,True
1496,1974,resp5678,resp2890,TL,E,0.8830908985392449,0.07200000000000001,2.0,6.0,False
1497,1976,resp5681,resp2950,TL,E,0.8787922493768204,0.05,4.0,18.0,False
1498,1977,resp5684,resp232,TL,E,0.7510318726151372,0.2492307692307693,6.0,5.0,False
1499,1978,resp5688,resp929,MM,TL,0.7686119228858798,0.324,2.0,1.0,False
1500,1979,resp5690,resp4761,MM,TL,0.7684282686867537,0.20769230769230768,1.0,3.0,False
1501,1980,resp5695,resp2890,TL,E,0.9110349611007089,0.4199999999999999,1.0,1.0,True
1502,1981,resp5698,resp2659,TL,E,0.764379194573366,0.336,3.0,6.0,False
1503,1983,resp5700,resp5731,TL,E,0.7762519215620509,0.3857142857142857,8.0,4.0,False
1504,1984,resp5704,resp4704,TL,E,0.6725242998618686,0.105,4.0,4.0,True
1505,1985,resp5707,resp2696,TL,E,0.7932306715521815,0.3,3.0,2.0,False
1506,1986,resp5707,resp3978,TL,E,0.7932306715521815,0.3,1.0,2.0,False
1507,1987,resp5707,resp460,TL,E,0.7932306715521815,0.3,2.0,1.0,False
1508,1988,resp571,resp2885,TL,E,0.6605148441062705,0.6,1.0,2.0,False
1509,1989,resp5710,resp3595,TL,E,0.7288622422243588,0.105,3.0,8.0,False
1510,1990,resp5712,resp5427,TL,E,0.7901716957158751,0.5142857142857142,3.0,3.0,True
1511,1991,resp5714,resp4230,TL,E,0.7109694581725291,0.108,6.0,6.0,True
1512,1992,resp572,resp6038,TL,E,0.7720111066559522,0.3323076923076923,2.0,4.0,False
1513,1993,resp5723,resp11,MM,TL,0.7062216977995704,0.24,14.0,11.0,False
1514,1994,resp5724,resp3488,MM,TL,0.013071826154531209,0.04,2.0,3.0,False
1515,1996,resp5727,resp4571,TM,MM,0.8638338863630812,0.225,11.0,7.0,False
1516,1999,resp574,resp5787,TL,E,0.6063650779178502,0.24,3.0,4.0,False
1517,2000,resp5744,resp4308,TL,E,0.8148821370488495,0.12,4.0,8.0,False
1518,2001,resp5748,resp11,MM,TL,0.8030625038029509,0.54,3.0,2.0,False
1519,2002,resp5750,resp5535,TL,E,0.7431705049474466,0.384,5.0,3.0,False
1520,2003,resp5761,resp1656,TL,E,0.7650346205485633,0.3333333333333333,1.0,1.0,True
1521,2005,resp5761,resp5579,TL,E,0.7650346205485633,0.1,1.0,1.0,True
1522,2006,resp5762,resp3448,TL,E,0.8020016550528809,0.4,5.0,5.0,True
1523,2007,resp5764,resp474,MM,TL,0.7208211112136724,0.2504347826086956,4.0,4.0,True
1524,2009,resp5772,resp2056,MM,TL,0.759008382671761,0.0981818181818182,2.0,2.0,True
1525,2010,resp5773,resp2236,TL,E,0.7462492865166999,0.12,5.0,7.0,False
1526,2011,resp5784,resp5083,MM,TL,0.7635415232408012,0.2742857142857143,3.0,1.0,False
1527,2012,resp5785,resp2543,TL,E,0.8095269804743854,0.3428571428571429,2.0,3.0,False
1528,2013,resp5787,resp3562,MM,TL,0.6677031294348608,0.4,1.0,1.0,True
1529,2014,resp5789,resp413,TL,E,0.7688968444873507,0.162,2.0,4.0,False
1530,2015,resp5790,resp232,TL,E,0.7368059127119343,0.2025,8.0,9.0,False
1531,2016,resp5792,resp2954,TL,E,0.7805767536964682,0.04,11.0,16.0,False
1532,2017,resp5797,resp1349,TL,E,0.7277943359066656,0.12,3.0,6.0,False
1533,2018,resp5797,resp2856,TL,E,0.7277943359066656,0.4,5.0,3.0,False
1534,2020,resp5800,resp4935,TL,E,0.7977473149516172,0.3150000000000001,11.0,13.0,False
1535,2023,resp5816,resp4801,TL,E,0.6702421322167817,0.24,5.0,3.0,False
1536,2024,resp5817,resp4812,TL,E,0.7325023542089547,0.3490909090909091,14.0,5.0,False
1537,2025,resp5818,resp5083,MM,TL,0.7823179391066971,0.24,2.0,2.0,True
1538,2026,resp5820,resp2834,TL,E,0.7832622241793687,0.5,3.0,2.0,False
1539,2028,resp5826,resp5523,TL,E,0.8376142988056121,0.4695652173913044,4.0,2.0,False
1540,2029,resp5827,resp1703,MM,TL,0.015058743730019954,0.5760000000000001,3.0,1.0,False
1541,2030,resp5830,resp2475,TL,E,0.8811542131713073,0.672,2.0,2.0,True
1542,2031,resp5830,resp4643,TL,E,0.8811542131713073,0.056,1.0,12.0,False
1543,2032,resp5831,resp608,TL,E,0.7712846105314934,0.21,3.0,2.0,False
1544,2033,resp5835,resp235,TL,E,0.8111874792724152,0.6545454545454547,1.0,1.0,True
